Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Conference
1,Kareem Abdul-Jabbar*\abdulka01,C,40,LAL,80,2308,15.8,0.57,0.001,0.298,6.1,16.9,11.7,8.4,1.0,2.2,13.5,21.4,,2.6,2.7,5.3,0.111,,-0.8,0.2,-0.6,0.8,West
2,Mark Acres\acresma01,C,25,BOS,79,1151,9.3,0.57,0.0,0.547,11.6,15.9,13.9,4.5,1.2,1.3,17.7,11.4,,1.1,1.0,2.2,0.09,,-1.0,0.0,-1.0,0.3,East
3,Alvan Adams\adamsal01,C,33,PHO,82,1646,13.1,0.5429999999999999,0.004,0.253,8.0,17.0,12.5,14.9,2.4,1.4,19.9,17.4,,0.6,1.6,2.2,0.064,,-1.2,1.5,0.3,1.0,West
4,Michael Adams\adamsmi01,PG,25,DEN,82,2778,15.6,0.56,0.409,0.215,1.5,7.2,4.2,22.5,2.8,0.3,12.4,16.2,,4.4,3.2,7.5,0.13,,2.3,0.0,2.2,3.0,West
5,Mark Aguirre\aguirma01,SF,28,DAL,77,2610,21.9,0.539,0.109,0.321,7.7,10.3,9.0,18.4,1.3,1.3,10.2,31.6,,6.5,2.3,8.8,0.163,,4.3,-1.2,3.1,3.4,West
6,Danny Ainge\aingeda01,SG,28,BOS,81,3018,15.9,0.598,0.364,0.183,2.5,7.0,4.9,22.2,1.9,0.3,12.6,17.3,,6.7,1.9,8.6,0.136,,3.9,-1.1,2.9,3.7,East
7,Mark Alarie\alarima01,PF,24,WSB,63,769,11.6,0.508,0.06,0.163,10.1,13.2,11.6,7.7,0.6,0.9,13.5,19.9,,0.3,0.6,0.9,0.057999999999999996,,-1.4,-1.5,-3.0,-0.2,East
8,Steve Alford\alforst01,PG,23,DAL,28,197,11.6,0.47200000000000003,0.145,0.309,1.7,10.9,6.3,15.4,4.3,0.9,16.1,15.6,,0.0,0.3,0.3,0.08199999999999999,,-2.6,1.8,-0.8,0.1,West
9,Greg Anderson\andergr01,PF,23,SAS,82,1984,14.7,0.531,0.006999999999999999,0.434,8.7,19.4,14.0,5.3,1.3,3.4,13.7,20.8,,0.8,1.5,2.3,0.055999999999999994,,-2.2,-0.6,-2.7,-0.4,West
10,Richard Anderson\anderri01,PF,27,TOT,74,1350,11.1,0.474,0.342,0.175,7.3,17.0,12.1,10.4,1.8,0.7,11.4,15.6,,0.7,1.6,2.3,0.08199999999999999,,-0.7,0.5,-0.2,0.6,NaN
10,Richard Anderson\anderri01,PF,27,HOU,12,53,22.9,0.5670000000000001,0.5770000000000001,0.192,17.8,15.7,16.8,11.2,0.9,0.0,3.4,22.1,,0.2,0.1,0.3,0.253,,7.7,-3.1,4.7,0.1,West
10,Richard Anderson\anderri01,PF,27,POR,62,1297,10.7,0.46799999999999997,0.327,0.174,6.8,17.0,11.9,10.4,1.8,0.7,11.9,15.4,,0.4,1.6,2.0,0.075,,-1.1,0.6,-0.4,0.5,West
11,Ron Anderson\anderro01,SF,29,IND,74,1097,16.2,0.544,0.005,0.32299999999999995,8.9,12.6,10.8,10.5,1.8,0.3,12.8,22.0,,1.3,1.2,2.5,0.10800000000000001,,-0.1,-0.7,-0.9,0.3,East
12,Joe Arlauckas\arlaujo01,SF,22,SAC,9,85,7.9,0.365,0.0,0.18600000000000003,7.6,9.0,8.3,13.3,1.7,2.6,7.9,24.0,,-0.1,0.1,-0.1,-0.045,,-4.9,-1.6,-6.5,-0.1,West
13,Vincent Askew\askewvi01,SG,21,PHI,14,234,7.1,0.33,0.0,0.149,3.0,8.0,5.5,19.8,2.1,1.5,13.2,16.4,,-0.4,0.2,-0.2,-0.043,,-5.4,-0.5,-5.9,-0.2,East
14,John Bagley\baglejo01,PG,27,NJN,82,2774,12.4,0.503,0.18,0.201,2.5,8.5,5.4,25.8,1.9,0.2,17.1,17.9,,0.8,1.7,2.6,0.044000000000000004,,-0.6,-0.8,-1.4,0.4,East
15,James Bailey\baileja01,PF,30,PHO,65,869,8.3,0.514,0.017,0.369,9.4,17.9,13.6,6.2,0.9,1.9,20.0,16.4,,-0.2,0.6,0.4,0.023,,-3.9,-0.5,-4.4,-0.5,West
16,Thurl Bailey\baileth01,SF,26,UTA,82,2804,16.3,0.547,0.002,0.317,5.4,14.6,10.2,8.6,0.8,2.6,11.5,24.2,,2.7,4.1,6.8,0.11599999999999999,,-0.7,1.1,0.4,1.7,West
17,Charles Barkley*\barklch01,PF,24,PHI,80,3170,27.6,0.665,0.122,0.741,14.0,20.8,17.4,14.1,1.6,1.9,15.2,26.7,,13.4,3.3,16.7,0.253,,8.3,0.7,9.0,8.7,East
18,John Battle\battljo01,SG,25,ATL,67,1227,16.3,0.512,0.067,0.307,2.3,7.9,5.1,20.0,1.3,0.2,9.7,26.4,,1.5,0.8,2.3,0.092,,0.8,-2.5,-1.7,0.1,East
19,William Bedford\bedfowi01,C,24,DET,38,298,9.0,0.45399999999999996,0.0,0.228,10.4,13.9,12.2,1.8,1.3,3.3,14.6,18.2,,-0.2,0.5,0.2,0.039,,-4.9,-0.1,-5.0,-0.2,East
20,Benoit Benjamin\benjabe01,C,23,LAC,66,2171,14.1,0.534,0.012,0.368,5.3,21.2,13.0,12.2,1.1,5.9,21.7,19.3,,-1.4,3.5,2.0,0.045,,-3.9,4.3,0.4,1.3,West
21,Kent Benson\bensoke01,C,33,CLE,2,12,11.8,0.868,0.0,1.0,0.0,9.6,4.9,0.0,4.1,4.9,41.0,17.4,,0.0,0.0,0.0,0.015,,-5.3,2.3,-3.0,0.0,East
22,Walter Berry\berrywa01,SF,23,SAS,73,1922,18.8,0.578,0.0,0.33299999999999996,9.8,12.4,11.1,8.7,1.3,1.8,12.8,25.9,,2.7,0.7,3.4,0.086,,1.5,-2.1,-0.7,0.7,West
23,Larry Bird*\birdla01,SF,31,BOS,76,2965,27.8,0.608,0.142,0.271,4.6,22.3,14.0,25.7,2.1,1.1,10.2,30.2,,11.2,3.8,15.0,0.243,,7.5,1.3,8.8,8.1,East
24,Otis Birdsong\birdsot01,SG,32,NJN,67,1882,10.4,0.47,0.034,0.125,4.3,6.0,5.1,18.7,1.4,0.4,14.2,20.3,,-0.9,0.8,-0.1,-0.003,,-2.2,-1.5,-3.7,-0.8,East
25,Uwe Blab\blabuw01,C,25,DAL,73,658,7.4,0.504,0.0,0.49200000000000005,8.7,13.3,11.1,6.9,0.6,2.5,23.4,13.2,,-0.1,0.6,0.5,0.036000000000000004,,-3.9,0.6,-3.3,-0.2,West
26,Rolando Blackman\blackro01,SG,28,DAL,71,2580,16.0,0.544,0.005,0.361,3.5,6.8,5.2,15.1,1.2,0.4,10.6,21.8,,5.1,1.6,6.8,0.126,,1.2,-1.1,0.0,1.3,West
27,Nate Blackwell\blackna01,PG,22,SAS,10,112,6.1,0.424,0.268,0.146,1.9,3.9,2.9,20.0,1.2,0.0,15.5,18.2,,-0.1,0.0,-0.1,-0.045,,-3.9,-4.7,-8.6,-0.2,West
28,Muggsy Bogues\boguemu01,PG,23,WSB,79,1628,12.7,0.429,0.038,0.174,2.4,7.0,4.7,33.5,3.8,0.1,18.0,14.2,,0.2,2.1,2.3,0.066,,-1.5,0.2,-1.3,0.3,East
29,Manute Bol\bolma01,C,25,WSB,77,1136,10.8,0.47200000000000003,0.006,0.297,7.0,20.2,13.5,1.5,0.5,10.6,15.8,8.0,,-0.1,2.1,2.0,0.085,,-5.2,5.6,0.5,0.7,East
30,Dudley Bradley\bradldu01,SG,30,TOT,65,1437,11.4,0.519,0.27899999999999997,0.266,1.9,8.5,5.1,15.0,3.9,1.8,17.8,14.6,,0.1,1.8,1.9,0.064,,-1.5,2.1,0.6,0.9,NaN
30,Dudley Bradley\bradldu01,SG,30,MIL,2,5,-4.0,0.0,1.0,0.0,0.0,22.6,11.3,23.5,0.0,0.0,0.0,8.4,,0.0,0.0,0.0,-0.07,,-7.4,-0.9,-8.2,0.0,East
30,Dudley Bradley\bradldu01,SG,30,NJN,63,1432,11.4,0.52,0.27699999999999997,0.266,2.0,8.5,5.1,14.9,3.9,1.8,17.8,14.6,,0.1,1.8,1.9,0.065,,-1.5,2.1,0.6,1.0,East
