Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Conference
288,Tyrone Nesby\nesbyty01,SF,25,WAS,48,1223,9.0,0.455,0.32899999999999996,0.204,3.3,9.4,6.3,8.9,1.7,0.9,11.0,18.2,-0.1,0.3,0.2,0.009000000000000001,-1.4,-1.6,-3.0,-0.3,East
289,Rasho Nesterovic\nestera01,C,24,MIN,73,1233,10.4,0.47200000000000003,0.003,0.204,9.1,17.5,13.2,5.4,1.1,3.6,13.7,14.8,0.2,1.3,1.5,0.06,-3.4,0.7,-2.7,-0.2,West
290,Ira Newble\newblir01,SF,26,SAS,27,184,8.9,0.435,0.16399999999999998,0.29100000000000004,8.4,12.9,10.8,5.3,0.6,1.5,10.1,17.6,0.0,0.2,0.2,0.055,-3.4,-0.9,-4.3,-0.1,West
291,Johnny Newman\newmajo01,SG,37,NJN,82,2049,13.0,0.542,0.253,0.42700000000000005,1.9,8.2,4.9,10.0,1.6,0.4,11.4,20.6,2.7,0.7,3.4,0.081,-0.1,-2.5,-2.6,-0.3,East
292,Moochie Norris\norrimo01,PG,27,HOU,82,1654,16.2,0.546,0.215,0.47,3.2,10.5,6.9,27.1,2.2,0.1,17.7,16.8,3.1,1.2,4.4,0.126,1.0,-0.9,0.1,0.9,West
293,Dirk Nowitzki\nowitdi01,PF,22,DAL,82,3125,22.8,0.601,0.313,0.431,4.4,22.1,13.5,9.4,1.3,2.3,9.5,23.8,10.3,4.3,14.6,0.22399999999999998,4.3,0.5,4.7,5.3,West
294,Jermaine O'Neal\onealje01,C,22,IND,81,2641,17.5,0.501,0.006,0.447,11.0,22.7,17.0,6.7,1.0,6.2,13.4,21.2,1.7,4.7,6.4,0.11599999999999999,-2.2,2.7,0.5,1.6,East
295,Shaquille O'Neal*\onealsh01,C,28,LAL,74,2924,30.2,0.574,0.001,0.684,11.3,24.8,18.1,18.8,0.8,4.9,10.5,31.6,11.1,3.9,14.9,0.245,5.7,1.6,7.3,6.8,West
296,Charles Oakley\oaklech01,PF,37,TOR,78,2767,11.6,0.439,0.062,0.193,5.6,25.0,15.1,14.6,1.4,1.2,14.0,16.0,0.2,3.5,3.7,0.065,-2.1,2.2,0.0,1.4,East
297,Lamar Odom\odomla01,PF,21,LAC,76,2836,18.9,0.536,0.242,0.369,4.6,18.9,11.9,25.0,1.4,3.0,17.8,24.1,3.2,3.3,6.5,0.111,2.4,2.2,4.6,4.6,West
298,Hakeem Olajuwon*\olajuha01,C,38,HOU,58,1545,20.7,0.526,0.002,0.349,9.5,22.4,16.1,8.3,2.4,4.0,11.0,21.9,2.4,2.6,5.0,0.155,-0.2,2.2,2.0,1.6,West
299,Kevin Ollie\ollieke01,PG,28,TOT,70,925,10.3,0.467,0.016,0.46399999999999997,2.0,9.6,5.8,24.5,1.7,0.1,17.5,13.7,0.5,0.9,1.4,0.075,-2.8,-0.7,-3.5,-0.4,NaN
299,Kevin Ollie\ollieke01,PG,28,NJN,19,161,5.5,0.311,0.0,0.7040000000000001,2.1,14.7,8.2,23.0,1.6,0.0,20.3,12.5,-0.2,0.1,-0.1,-0.045,-6.8,-1.1,-7.8,-0.2,East
299,Kevin Ollie\ollieke01,PG,28,PHI,51,764,11.4,0.495,0.018000000000000002,0.424,2.0,8.6,5.3,24.8,1.7,0.1,17.0,14.0,0.7,0.9,1.6,0.1,-2.0,-0.6,-2.6,-0.1,East
300,Michael Olowokandi\olowomi01,C,25,LAC,82,2127,10.0,0.451,0.0,0.22,9.3,18.7,14.1,3.7,0.8,3.6,17.9,20.5,-2.6,2.2,-0.4,-0.008,-5.1,0.2,-4.9,-1.6,West
301,Greg Ostertag\ostergr01,C,27,UTA,81,1491,13.3,0.522,0.006999999999999999,0.537,13.9,20.4,17.3,2.3,0.8,7.7,15.3,12.7,1.5,2.3,3.8,0.121,-2.0,2.9,0.9,1.1,West
302,Bo Outlaw\outlabo01,PF,29,ORL,80,2534,15.7,0.623,0.005,0.611,9.0,18.3,13.6,13.3,2.1,4.0,23.2,10.6,3.9,4.0,7.9,0.15,0.3,4.4,4.7,4.2,East
303,Doug Overton\overtdo01,PG,31,TOT,21,475,7.5,0.428,0.259,0.115,0.9,8.8,4.7,25.5,0.9,0.0,17.5,16.9,-0.4,0.1,-0.3,-0.026000000000000002,-3.8,-3.4,-7.2,-0.6,NaN
303,Doug Overton\overtdo01,PG,31,BOS,7,144,5.1,0.389,0.091,0.25,2.3,10.2,6.1,22.2,1.4,0.0,21.0,19.5,-0.3,0.1,-0.2,-0.075,-6.5,-2.5,-9.0,-0.3,East
303,Doug Overton\overtdo01,PG,31,CHH,2,15,1.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,60.0,15.4,-0.1,0.0,0.0,-0.126,-7.7,0.2,-7.5,0.0,East
303,Doug Overton\overtdo01,PG,31,NJN,12,316,8.9,0.436,0.344,0.054000000000000006,0.4,8.6,4.4,28.2,0.5,0.0,13.6,15.8,0.0,0.0,0.0,0.001,-2.3,-4.1,-6.4,-0.4,East
304,Billy Owens\owensbi01,PF,31,DET,45,793,10.5,0.4,0.087,0.174,11.1,16.7,13.8,11.1,2.0,1.1,13.6,15.7,-0.3,1.1,0.8,0.048,-2.7,1.6,-1.1,0.2,East
305,Olumide Oyedeji\oyedeol01,C,19,SEA,30,221,10.6,0.532,0.0,0.324,12.5,22.2,17.4,1.3,1.7,3.3,20.6,10.9,0.1,0.3,0.4,0.09,-3.7,-0.2,-3.9,-0.1,West
306,Robert Pack\packro01,PG,31,DEN,74,1260,14.8,0.493,0.073,0.322,2.6,9.3,5.9,38.2,2.7,0.1,21.7,22.0,0.4,0.7,1.1,0.043,-1.3,-2.0,-3.2,-0.4,West
307,Scott Padgett\padgesc01,PF,24,UTA,27,127,17.6,0.541,0.209,0.465,18.9,19.1,19.0,6.5,2.5,1.9,16.2,22.4,0.2,0.2,0.4,0.158,1.2,-0.7,0.5,0.1,West
308,Milt Palacio\palacmi01,PG,22,BOS,58,1141,12.3,0.556,0.135,0.345,2.4,8.2,5.2,22.5,2.2,0.0,20.6,15.4,1.1,0.7,1.8,0.076,-1.8,-1.7,-3.5,-0.4,East
309,Andy Panko\pankoan01,SF,23,ATL,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.017,-6.3,0.0,-6.4,0.0,East
310,Cherokee Parks\parksch02,C,28,TOT,65,1054,12.6,0.51,0.022000000000000002,0.161,7.9,16.9,12.5,7.3,1.3,2.4,12.3,14.6,0.9,1.0,1.9,0.086,-1.8,0.7,-1.1,0.2,NaN
310,Cherokee Parks\parksch02,C,28,WAS,13,178,13.0,0.528,0.0,0.447,8.4,18.1,13.1,6.4,1.7,4.4,18.0,13.9,0.1,0.2,0.3,0.07,-2.8,1.4,-1.4,0.0,East
310,Cherokee Parks\parksch02,C,28,LAC,52,876,12.5,0.506,0.025,0.114,7.8,16.6,12.3,7.5,1.2,2.0,11.1,14.7,0.8,0.8,1.6,0.08900000000000001,-1.6,0.5,-1.1,0.2,West
311,Ruben Patterson\patteru01,SF,25,SEA,76,2059,19.3,0.544,0.048,0.48200000000000004,10.3,11.0,10.7,13.4,2.6,1.6,14.6,23.3,3.8,1.7,5.5,0.128,1.9,0.3,2.2,2.2,West
312,Gary Payton*\paytoga01,PG,32,SEA,79,3244,22.1,0.522,0.171,0.223,2.6,10.1,6.4,36.6,2.1,0.6,10.7,27.2,9.1,1.7,10.8,0.16,5.4,-1.1,4.3,5.1,West
313,Anthony Peeler\peelean01,SG,31,MIN,75,2126,12.6,0.513,0.35,0.11900000000000001,2.3,8.0,5.2,13.9,2.2,0.6,12.0,18.6,1.6,1.5,3.2,0.071,0.5,-1.0,-0.5,0.8,West
314,Mike Penberthy\penbemi01,PG,26,LAL,53,851,11.2,0.5670000000000001,0.626,0.14,1.3,7.0,4.2,12.4,1.4,0.2,12.6,14.2,1.3,0.2,1.6,0.08800000000000001,0.8,-2.8,-2.0,0.0,West
315,Will Perdue\perduwi01,C,35,POR,13,58,18.5,0.6509999999999999,0.0,0.444,12.8,23.9,18.5,5.3,2.8,2.6,0.0,8.6,0.2,0.1,0.3,0.245,1.3,2.1,3.3,0.1,West
316,Sam Perkins\perkisa01,PF,39,IND,64,999,11.1,0.499,0.48700000000000004,0.168,3.7,15.0,9.5,6.6,1.8,1.3,7.3,12.2,0.9,1.2,2.0,0.098,-1.4,0.4,-0.9,0.3,East
317,Elliot Perry\perryel01,PG,31,TOT,49,499,11.6,0.491,0.036000000000000004,0.157,2.0,8.5,5.2,25.8,2.3,0.1,20.2,16.8,0.0,0.7,0.6,0.061,-3.5,-0.7,-4.2,-0.3,NaN
317,Elliot Perry\perryel01,PG,31,ORL,6,39,7.5,0.455,0.091,0.0,2.8,8.7,5.7,20.5,4.0,0.0,35.3,19.3,-0.1,0.1,-0.1,-0.083,-7.0,0.1,-6.9,0.0,East
317,Elliot Perry\perryel01,PG,31,PHO,43,460,12.0,0.494,0.031,0.171,1.9,8.5,5.2,26.3,2.1,0.2,18.7,16.6,0.1,0.6,0.7,0.07400000000000001,-3.2,-0.8,-4.0,-0.2,West
318,Wesley Person\persowe01,SG,29,CLE,44,958,11.6,0.514,0.28800000000000003,0.10300000000000001,1.3,14.4,7.9,11.2,1.5,0.8,11.6,16.3,0.6,0.6,1.2,0.061,-1.0,-0.8,-1.8,0.1,East
319,Morris Peterson\petermo01,SG,23,TOR,80,1809,14.1,0.507,0.245,0.215,6.8,9.4,8.1,9.6,1.8,0.8,9.6,20.1,2.3,1.3,3.6,0.096,1.0,-1.1,-0.1,0.8,East
320,Eric Piatkowski\piatker01,SG,30,LAC,81,2144,14.6,0.5720000000000001,0.442,0.26899999999999996,3.0,9.7,6.4,7.6,1.1,0.6,9.2,17.8,4.5,1.0,5.5,0.12300000000000001,2.2,-1.6,0.6,1.4,West
321,Paul Pierce\piercpa01,SF,23,BOS,82,3120,22.3,0.563,0.254,0.488,3.4,16.7,9.8,16.9,2.3,1.7,12.5,30.6,6.9,3.5,10.4,0.16,3.7,-0.5,3.2,4.1,East
322,Scottie Pippen*\pippesc01,SF,35,POR,64,2133,15.3,0.541,0.312,0.27,4.1,14.2,9.3,21.8,2.4,1.2,18.8,17.9,2.4,2.7,5.1,0.115,1.3,1.5,2.7,2.6,West
323,Scot Pollard\pollasc01,C,25,SAC,77,1658,15.0,0.53,0.005,0.433,11.5,18.5,15.1,4.2,1.5,3.9,12.3,14.3,2.5,2.9,5.4,0.157,-1.5,2.1,0.6,1.1,West
324,Olden Polynice\polynol01,C,36,UTA,81,1619,9.9,0.484,0.002,0.157,12.3,16.6,14.5,3.1,0.9,3.9,15.0,14.8,0.2,1.8,2.0,0.057999999999999996,-2.4,0.8,-1.6,0.2,West
325,Mark Pope\popema01,PF,28,MIL,63,942,7.2,0.48,0.16899999999999998,0.24600000000000002,6.8,10.9,8.8,5.6,0.9,2.0,9.7,8.4,0.8,0.5,1.3,0.068,-2.0,0.2,-1.7,0.1,East
326,Chris Porter\portech01,SF,22,GSW,51,1147,11.1,0.434,0.011000000000000001,0.317,7.6,10.1,8.7,9.0,2.0,0.4,10.4,20.8,-0.1,0.3,0.2,0.008,-2.8,-1.8,-4.6,-0.8,West
327,Terry Porter\portete01,PG,37,SAS,80,1678,15.5,0.583,0.466,0.264,1.7,11.4,6.8,24.5,1.7,0.5,17.5,16.7,3.0,2.3,5.4,0.154,2.0,0.2,2.2,1.8,West
328,James Posey\poseyja01,SF,24,DEN,82,2255,12.5,0.511,0.368,0.239,5.9,14.9,10.4,11.2,2.1,1.2,13.5,14.9,2.1,1.7,3.8,0.08,0.0,0.9,0.9,1.7,West
329,Lavor Postell\postela01,SG,22,NYK,26,169,7.2,0.44799999999999995,0.204,0.5,5.9,11.8,8.9,5.0,1.3,1.0,20.5,24.0,-0.3,0.2,-0.1,-0.027000000000000003,-6.4,-1.4,-7.9,-0.2,East
330,Vitaly Potapenko\potapvi01,C,25,BOS,82,1901,12.8,0.517,0.0,0.303,12.1,18.5,15.2,5.9,1.4,0.9,15.1,16.6,1.8,1.7,3.4,0.087,-2.2,-0.7,-3.0,-0.5,East
331,Brent Price\pricebr01,PG,32,VAN,6,30,9.4,0.462,0.364,0.636,3.8,11.4,7.6,26.6,3.5,0.0,22.1,27.5,0.0,0.0,0.0,-0.003,-2.5,-1.3,-3.8,0.0,West
332,Laron Profit\profila01,PG,23,WAS,35,605,11.7,0.47,0.183,0.317,3.4,9.1,6.2,23.5,3.1,1.3,22.1,15.3,-0.1,0.4,0.3,0.023,-1.9,-0.1,-1.9,0.0,East
333,Joel Przybilla\przybjo01,C,21,MIL,33,270,5.9,0.33899999999999997,0.0,0.314,12.3,17.5,14.9,1.0,0.6,8.2,24.6,8.9,-0.2,0.3,0.1,0.018000000000000002,-6.4,2.5,-3.9,-0.1,East
334,Theo Ratliff\ratlith01,C,27,PHI,50,1800,16.3,0.562,0.0,0.475,8.0,17.7,13.0,5.3,0.9,7.6,18.6,17.0,1.7,3.5,5.2,0.138,-1.6,4.9,3.3,2.4,East
335,Eldridge Recasner\recasel01,PG,33,CHH,43,403,6.2,0.42200000000000004,0.342,0.158,3.7,10.4,7.1,15.9,0.8,0.2,18.1,17.0,-0.4,0.4,0.0,-0.004,-4.6,-1.9,-6.5,-0.5,East
336,Michael Redd\reddmi01,SG,21,MIL,6,35,3.4,0.3,0.158,0.316,9.8,3.2,6.5,4.4,1.5,0.0,4.4,29.3,-0.1,0.0,-0.1,-0.163,-7.8,-6.5,-14.3,-0.1,East
337,Bryant Reeves\reevebr01,C,27,VAN,75,1832,12.8,0.506,0.006999999999999999,0.257,8.3,19.8,14.1,7.4,1.2,2.0,12.8,17.6,1.2,1.7,2.9,0.075,-2.5,0.5,-2.0,0.0,West
338,Don Reid\reiddo01,PF,27,ORL,65,764,13.1,0.59,0.0,0.517,11.9,23.5,17.6,4.2,1.6,5.2,21.2,13.1,0.8,1.4,2.3,0.141,-2.8,2.2,-0.6,0.3,East
339,J.R. Reid\reidjr01,PF,32,CLE,6,39,15.7,0.5870000000000001,0.0,1.6,14.9,8.9,11.9,3.8,2.7,1.9,10.5,11.0,0.1,0.0,0.1,0.174,0.9,0.3,1.3,0.0,East
340,Glen Rice\ricegl01,SF,33,NYK,75,2212,13.7,0.54,0.281,0.242,3.4,13.0,8.4,7.4,1.0,0.5,10.3,20.5,2.7,2.9,5.7,0.12300000000000001,0.3,-0.3,0.0,1.1,East
341,Quentin Richardson\richaqu01,SG,20,LAC,76,1358,16.5,0.516,0.28800000000000003,0.301,9.1,12.5,10.8,8.3,1.7,0.4,9.7,22.4,2.1,1.0,3.0,0.106,1.6,-1.9,-0.3,0.6,West
342,Mitch Richmond*\richmmi01,SG,35,WAS,37,1216,14.9,0.521,0.264,0.317,1.4,9.2,5.2,16.6,1.8,0.4,12.8,24.1,1.4,0.2,1.6,0.065,1.1,-2.5,-1.4,0.2,East
343,Isaiah Rider\rideris01,SG,29,LAL,67,1206,11.8,0.499,0.195,0.17600000000000002,4.2,10.4,7.3,15.0,1.2,0.4,16.2,22.5,0.3,0.5,0.8,0.033,-1.7,-2.7,-4.3,-0.7,West
344,Terrance Roberson\roberte01,SF,24,CHH,3,13,-15.0,0.0,0.5,0.0,0.0,8.7,4.4,10.9,0.0,0.0,50.0,14.2,-0.1,0.0,-0.1,-0.33399999999999996,-16.1,-1.5,-17.7,-0.1,East
345,Clifford Robinson\robincl02,PF,34,PHO,82,2751,14.8,0.501,0.21,0.301,4.2,9.6,6.9,15.4,1.6,2.2,12.2,24.8,1.6,3.9,5.4,0.095,0.2,0.6,0.8,1.9,West
346,David Robinson*\robinda01,C,35,SAS,80,2371,23.7,0.5589999999999999,0.001,0.5710000000000001,10.4,22.0,16.5,8.8,1.8,5.8,10.6,22.8,6.4,5.7,12.1,0.24600000000000002,1.4,4.1,5.5,4.5,West
347,Eddie Robinson\robined01,SF,24,CHH,67,1201,17.9,0.5589999999999999,0.01,0.21600000000000003,5.7,13.1,9.4,9.4,2.2,2.0,8.8,18.8,2.1,1.8,4.0,0.159,-0.5,0.6,0.2,0.7,East
348,Glenn Robinson\robingl01,SF,28,MIL,76,2813,20.1,0.525,0.126,0.21,5.0,16.1,10.6,16.5,1.6,1.6,12.1,29.2,4.2,2.5,6.7,0.114,1.3,-0.6,0.7,1.9,East
349,Jamal Robinson\robinja03,SF,27,MIA,6,72,-1.9,0.136,0.091,0.0,5.0,13.2,9.1,4.4,4.6,0.0,12.0,16.8,-0.4,0.2,-0.2,-0.166,-11.4,2.3,-9.0,-0.1,East
350,James Robinson\robinja02,PG,30,ORL,6,50,5.1,0.455,0.455,0.0,0.0,18.2,8.9,0.0,4.1,1.5,26.7,13.3,-0.1,0.1,0.0,-0.017,-7.8,0.0,-7.9,-0.1,East
351,Larry Robinson\robinla01,PG-SG,33,TOT,34,632,11.8,0.511,0.63,0.13,4.0,11.4,7.7,9.1,2.3,0.2,11.4,15.5,0.6,0.5,1.1,0.083,0.7,-0.6,0.1,0.3,NaN
351,Larry Robinson\robinla01,SG,33,CLE,1,1,-54.4,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,45.2,0.0,0.0,0.0,-1.521,-48.1,0.1,-48.0,0.0,East
351,Larry Robinson\robinla01,PG,33,ATL,33,631,11.9,0.511,0.63,0.13,4.0,11.4,7.7,9.2,2.3,0.2,11.0,15.5,0.6,0.5,1.1,0.085,0.8,-0.6,0.2,0.4,East
352,Carlos Rogers\rogerca01,C,29,HOU,39,544,18.1,0.674,0.009000000000000001,0.473,10.5,18.9,14.8,2.7,1.0,2.3,11.3,12.7,1.5,0.5,2.0,0.18,0.5,-0.6,-0.2,0.3,West
353,Rodney Rogers\rogerro01,SF,29,PHO,82,2183,14.6,0.507,0.21600000000000003,0.282,4.8,14.0,9.3,14.5,2.3,1.6,13.8,23.3,1.0,3.7,4.7,0.10400000000000001,-0.4,1.3,1.0,1.6,West
354,Sean Rooks\rooksse01,C,31,LAC,82,1553,11.5,0.48700000000000004,0.005,0.36200000000000004,6.9,15.2,11.2,8.1,1.2,2.9,13.7,15.8,0.8,1.5,2.3,0.07,-2.5,1.1,-1.3,0.3,West
355,Jalen Rose\roseja01,SF,28,IND,72,2943,17.8,0.53,0.14,0.27699999999999997,1.5,12.0,6.9,28.7,1.2,1.0,13.2,25.5,4.8,2.5,7.3,0.11900000000000001,2.3,-0.5,1.8,2.8,East
356,Malik Rose\rosema01,PF,26,SAS,57,1219,14.8,0.498,0.046,0.435,9.3,18.8,14.3,6.6,2.6,2.3,14.4,19.8,0.7,2.6,3.3,0.131,-1.7,2.5,0.8,0.9,West
357,Michael Ruffin\ruffimi01,PF,24,CHI,45,879,10.1,0.48,0.0,0.856,13.1,22.6,17.7,6.9,1.8,3.2,27.1,9.0,0.2,0.9,1.0,0.055999999999999994,-3.8,2.1,-1.7,0.1,East
358,Bryon Russell\russebr01,SF,30,UTA,78,2473,14.1,0.565,0.32899999999999996,0.40700000000000003,4.8,11.6,8.3,10.4,2.1,0.7,12.0,17.5,4.5,2.3,6.8,0.133,2.4,0.4,2.8,3.0,West
359,Arvydas Sabonis*\sabonar01,C,36,POR,61,1299,18.4,0.527,0.028999999999999998,0.302,4.9,24.9,15.2,12.3,1.7,3.5,12.7,24.0,1.5,2.3,3.7,0.138,-1.7,1.4,-0.3,0.6,West
360,Soumaila Samake\samakso01,C,22,NJN,34,226,9.0,0.39299999999999996,0.0,0.5,10.9,16.2,13.5,0.7,0.5,4.6,6.4,12.6,0.0,0.2,0.1,0.027999999999999997,-6.0,-1.5,-7.5,-0.3,East
361,Pepe Sanchez\sanchpe01,PG,23,TOT,29,150,12.6,0.34600000000000003,0.036000000000000004,0.071,2.3,8.9,5.6,41.3,3.9,0.5,17.2,10.5,0.1,0.2,0.3,0.107,-2.8,-0.5,-3.4,-0.1,NaN
361,Pepe Sanchez\sanchpe01,PG,23,ATL,5,34,-4.8,0.0,0.0,0.0,3.3,0.0,1.6,20.2,3.1,0.0,30.0,13.1,-0.2,0.0,-0.2,-0.249,-11.9,-1.4,-13.3,-0.1,East
361,Pepe Sanchez\sanchpe01,PG,23,PHI,24,116,17.7,0.457,0.048,0.095,2.0,11.5,6.8,47.5,4.1,0.6,12.1,9.7,0.3,0.2,0.5,0.212,-0.2,-0.2,-0.4,0.0,East
362,Daniel Santiago\santida01,C,24,PHO,54,581,7.9,0.528,0.0,0.455,6.7,13.3,9.9,3.0,1.5,2.6,22.6,16.0,-0.3,0.9,0.6,0.052000000000000005,-5.5,0.9,-4.6,-0.4,West
363,Detlef Schrempf\schrede01,SF,38,POR,26,397,9.8,0.48700000000000004,0.084,0.284,5.3,17.7,11.7,16.8,0.9,0.6,20.8,15.8,0.1,0.4,0.5,0.057,-3.1,-0.2,-3.3,-0.1,West
364,Shawnelle Scott\scottsh01,C,28,SAS,27,144,12.0,0.424,0.0,0.537,19.0,20.2,19.6,4.6,1.9,2.9,17.8,20.1,-0.1,0.3,0.2,0.071,-3.9,0.8,-3.1,0.0,West
365,Brian Shaw\shawbr01,SG,34,LAL,80,1833,10.9,0.479,0.32799999999999996,0.156,3.0,15.6,9.4,20.4,1.4,1.0,18.1,13.1,1.2,1.4,2.5,0.067,-1.2,-0.1,-1.3,0.3,West
366,Brian Skinner\skinnbr01,PF,24,LAC,39,584,10.4,0.428,0.0,0.366,11.1,21.5,16.5,5.0,1.3,1.3,14.6,17.3,-0.3,0.6,0.3,0.027999999999999997,-4.3,-0.5,-4.8,-0.4,West
367,Reggie Slater\slatere01,PF,30,MIN,55,686,14.1,0.568,0.0,0.629,12.9,18.2,15.5,5.7,1.4,0.9,16.1,17.6,1.2,0.7,1.8,0.129,-0.9,-1.4,-2.3,-0.1,West
368,Jabari Smith\smithja01,C,23,SAC,9,66,14.7,0.528,0.0,0.273,1.7,11.1,6.5,14.8,3.1,0.0,10.9,18.5,0.1,0.1,0.2,0.126,-1.9,-0.2,-2.1,0.0,West
369,Joe Smith\smithjo02,PF,25,DET,69,1941,14.6,0.475,0.006999999999999999,0.375,8.7,18.6,13.5,7.1,1.2,1.8,9.0,21.9,1.9,2.5,4.4,0.11,-1.9,0.0,-1.8,0.1,East
370,Michael Smith\smithmi02,PF,28,WAS,79,1610,14.0,0.527,0.005,0.706,12.3,28.9,20.4,9.6,1.8,1.6,17.8,9.6,2.0,1.6,3.6,0.10800000000000001,-0.9,2.0,1.1,1.3,East
371,Mike Smith\smithmi03,SF,24,WAS,17,180,8.1,0.386,0.305,0.271,6.4,7.9,7.2,9.0,1.4,1.2,9.6,18.1,-0.1,0.0,-0.1,-0.033,-3.0,-2.5,-5.5,-0.2,East
372,Steve Smith\smithst01,SG,31,POR,81,2542,15.9,0.5870000000000001,0.292,0.44,4.2,8.4,6.4,13.6,1.0,0.7,12.7,19.7,6.6,1.6,8.2,0.155,2.5,-1.5,1.1,2.0,West
373,Tony Smith\smithto02,SG,32,ATL,6,78,3.8,0.35600000000000004,0.087,0.087,2.8,1.4,2.1,20.5,4.7,0.0,27.4,18.8,-0.3,0.1,-0.2,-0.11,-6.7,-0.7,-7.4,-0.1,East
374,Eric Snow\snower01,PG,27,PHI,50,1740,14.0,0.488,0.044000000000000004,0.354,1.8,8.8,5.4,33.9,2.3,0.3,19.8,16.3,1.5,2.3,3.8,0.105,-0.4,0.3,-0.2,0.8,East
375,Felton Spencer\spencfe01,C,33,NYK,18,113,13.5,0.629,0.0,1.25,17.7,19.7,18.7,3.0,1.0,1.4,26.2,18.2,0.2,0.2,0.4,0.152,-2.1,-0.8,-2.9,0.0,East
376,Latrell Sprewell\sprewla01,SF,30,NYK,77,3017,15.1,0.49700000000000005,0.111,0.28800000000000003,2.0,11.6,7.0,17.2,1.9,0.8,13.7,25.8,0.5,4.6,5.1,0.08199999999999999,-0.6,1.1,0.5,1.9,East
377,Jerry Stackhouse\stackje01,SG,26,DET,80,3215,21.8,0.521,0.245,0.42,3.2,7.3,5.2,25.8,1.5,1.2,12.5,35.2,6.6,2.6,9.2,0.13699999999999998,5.3,-1.6,3.7,4.6,East
378,John Starks\starkjo01,SG,35,UTA,75,2122,9.3,0.47600000000000003,0.265,0.162,1.7,7.2,4.5,13.5,1.8,0.4,11.3,18.0,0.6,1.5,2.1,0.048,-0.7,-0.9,-1.6,0.2,West
379,Vladimir Stepania\stepavl01,C,24,NJN,29,280,12.2,0.39799999999999996,0.045,0.386,14.0,31.2,22.4,9.4,1.9,2.9,15.6,19.8,-0.2,0.4,0.2,0.035,-5.1,0.8,-4.3,-0.2,East
380,DeShawn Stevenson\stevede01,SG,19,UTA,40,293,4.3,0.413,0.132,0.418,3.9,7.9,5.9,9.6,1.8,0.6,20.6,21.3,-0.6,0.2,-0.4,-0.071,-6.1,-1.7,-7.8,-0.4,West
381,Michael Stewart\stewami01,C,25,TOR,26,123,8.7,0.39399999999999996,0.0,0.529,14.3,12.2,13.3,2.4,1.7,1.7,10.7,17.1,0.0,0.1,0.1,0.036000000000000004,-4.2,-1.8,-6.0,-0.1,East
382,Bryant Stith\stithbr01,SG,30,BOS,78,2504,11.7,0.5379999999999999,0.396,0.33899999999999997,2.9,10.7,6.6,11.2,1.9,0.4,11.4,14.4,3.1,1.7,4.8,0.09300000000000001,-0.1,-0.4,-0.5,1.0,East
383,John Stockton*\stockjo01,PG,38,UTA,82,2397,22.3,0.61,0.203,0.42700000000000005,2.9,8.8,5.9,48.7,2.9,0.7,20.8,18.8,8.2,2.6,10.8,0.21600000000000003,4.9,-1.4,3.5,3.3,West
384,Peja Stojakovic\stojape01,SF,23,SAC,75,2905,18.4,0.5760000000000001,0.303,0.262,3.5,12.3,8.0,9.6,1.6,0.3,9.9,22.4,6.8,3.3,10.1,0.168,3.0,-0.6,2.5,3.2,West
385,Damon Stoudamire\stoudda01,PG,27,POR,82,2655,16.3,0.519,0.23399999999999999,0.221,3.2,10.2,6.8,29.1,2.1,0.2,15.7,21.3,4.1,2.5,6.7,0.121,1.8,-0.7,1.1,2.1,West
386,Erick Strickland\stricer01,PG,27,TOT,50,830,10.7,0.431,0.35600000000000004,0.29600000000000004,2.6,15.2,9.0,18.6,2.9,0.2,13.7,19.9,-0.4,1.2,0.8,0.046,-2.1,0.7,-1.4,0.1,NaN
386,Erick Strickland\stricer01,PG,27,NYK,28,421,8.4,0.419,0.359,0.214,2.7,12.0,7.5,11.5,2.9,0.2,12.8,19.1,-0.4,0.7,0.3,0.039,-2.9,1.0,-2.0,0.0,East
386,Erick Strickland\stricer01,PG,27,VAN,22,409,13.1,0.442,0.353,0.375,2.5,18.6,10.6,25.8,2.8,0.2,14.6,20.7,0.0,0.5,0.5,0.053,-1.2,0.4,-0.8,0.1,West
387,Mark Strickland\stricma01,SF,30,TOT,55,719,11.9,0.467,0.008,0.293,8.1,16.7,12.3,5.6,1.2,2.1,11.2,18.9,0.1,0.5,0.6,0.037000000000000005,-4.0,-1.3,-5.3,-0.6,NaN
387,Mark Strickland\stricma01,SF,30,DEN,46,517,13.3,0.47600000000000003,0.005,0.319,8.9,16.4,12.6,5.5,1.2,2.5,10.2,20.3,0.2,0.4,0.6,0.054000000000000006,-3.4,-1.4,-4.9,-0.4,West
387,Mark Strickland\stricma01,SF,30,NJN,9,202,8.2,0.433,0.019,0.204,6.1,17.6,11.7,5.8,1.0,1.1,14.5,15.5,-0.1,0.1,0.0,-0.006,-5.3,-1.1,-6.4,-0.2,East
