Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Conference
102,Vlade Divac\divacvl01,C,34,SAC,80,2384,15.6,0.519,0.038,0.38299999999999995,7.4,17.8,12.9,16.7,1.8,2.9,16.6,17.0,2.6,4.4,7.0,0.141,-0.6,3.6,2.9,3.0,West
103,Juan Dixon\dixonju01,PG,24,WAS,42,647,11.0,0.46399999999999997,0.31,0.17,2.4,10.8,6.6,11.3,2.2,0.3,12.6,24.3,-0.5,0.5,0.1,0.005,-2.3,-2.4,-4.7,-0.4,East
104,Michael Doleac\doleami01,C,25,NYK,75,1041,8.9,0.451,0.0,0.134,7.2,17.7,12.3,6.6,0.8,1.1,11.9,18.3,-0.4,0.7,0.3,0.013999999999999999,-4.5,-1.1,-5.6,-0.9,East
105,Keyon Dooling\doolike01,SG,22,LAC,55,969,9.6,0.494,0.42200000000000004,0.17300000000000001,1.1,7.3,4.2,15.7,1.3,0.4,14.5,19.3,0.2,0.2,0.3,0.016,-1.3,-3.2,-4.4,-0.6,West
106,Bryce Drew\drewbr01,PG,28,NOH,13,79,9.4,0.35200000000000004,0.259,0.0,5.8,13.4,9.6,22.1,1.4,0.0,10.0,17.3,0.0,0.1,0.0,0.02,-3.4,-1.4,-4.7,-0.1,East
107,Predrag Drobnjak\drobnpr01,C,27,SEA,82,1984,12.5,0.45899999999999996,0.10800000000000001,0.146,6.5,12.6,9.5,7.7,1.3,1.5,7.2,21.4,0.8,1.6,2.4,0.057,-2.3,-1.0,-3.3,-0.6,West
108,Chris Dudley\dudlech02,C,37,POR,3,11,-1.7,0.0,0.0,0.0,22.0,0.0,11.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,-3.8,-3.1,-6.9,0.0,West
109,Tim Duncan\duncati01,PF,26,SAS,81,3181,26.9,0.564,0.016,0.455,9.9,27.3,19.0,19.5,0.9,5.2,12.9,28.0,9.5,6.9,16.5,0.248,3.3,4.2,7.4,7.6,West
110,Mike Dunleavy\dunlemi02,SF,22,GSW,82,1305,12.5,0.505,0.36,0.24,5.4,11.9,8.7,12.6,2.1,1.0,15.7,17.8,1.1,0.4,1.5,0.055,0.1,-1.3,-1.3,0.2,West
111,Howard Eisley\eisleho01,PG,30,NYK,82,2243,14.1,0.552,0.537,0.16699999999999998,1.2,8.7,4.9,31.4,1.7,0.3,18.1,17.0,3.5,1.0,4.5,0.09699999999999999,1.8,-2.0,-0.2,1.0,East
112,LaPhonso Ellis\ellisla01,PF,32,MIA,55,784,11.0,0.47600000000000003,0.408,0.252,6.3,17.1,11.6,3.5,1.0,1.5,9.6,19.3,0.2,0.9,1.1,0.065,-2.5,-1.5,-4.0,-0.4,East
113,Melvin Ely\elyme01,C,24,LAC,52,802,10.8,0.54,0.0,0.39799999999999996,9.1,15.4,12.3,3.1,0.7,2.8,18.6,15.1,0.4,0.4,0.8,0.048,-3.4,-0.9,-4.4,-0.5,West
114,Evan Eschmeyer\eschmev01,C,27,DAL,17,135,7.4,0.409,0.0,0.21100000000000002,8.2,15.5,11.8,5.9,3.8,3.9,22.4,9.0,0.0,0.3,0.2,0.08800000000000001,-3.6,5.1,1.5,0.1,West
115,Reggie Evans\evansre01,PF,22,SEA,67,1365,10.4,0.51,0.0,1.1,14.2,24.3,19.2,3.7,1.5,0.6,20.0,8.9,1.3,1.7,3.0,0.105,-2.7,0.9,-1.8,0.1,West
116,Danny Ferry\ferryda01,SF,36,SAS,64,601,5.1,0.45899999999999996,0.484,0.105,4.0,10.1,7.2,5.3,0.6,1.0,17.2,12.1,-0.2,0.6,0.3,0.027999999999999997,-3.6,-0.6,-4.2,-0.3,West
117,Michael Finley\finlemi01,SF,29,DAL,69,2642,17.6,0.514,0.27,0.193,4.5,12.3,8.4,12.8,1.5,0.6,8.1,24.2,4.3,2.5,6.7,0.12300000000000001,2.2,-0.6,1.6,2.4,West
118,Derek Fisher\fishede01,PG,28,LAL,82,2829,11.9,0.52,0.27399999999999997,0.161,1.6,8.0,4.8,16.1,1.7,0.4,10.2,14.5,3.8,1.4,5.2,0.08800000000000001,0.3,-1.2,-0.9,0.8,West
119,Marcus Fizer\fizerma01,PF,24,CHI,38,809,17.9,0.503,0.016,0.35,11.1,18.3,14.8,11.2,0.9,1.5,11.4,27.4,0.8,0.6,1.4,0.08199999999999999,-0.5,-1.9,-2.4,-0.1,East
120,Alton Ford\fordal02,PF,21,PHO,11,31,-2.2,0.33899999999999997,0.0,0.33299999999999996,0.0,22.1,10.9,4.9,0.0,0.0,16.2,17.8,-0.1,0.0,-0.1,-0.113,-11.0,-2.6,-13.6,-0.1,West
121,Joseph Forte\fortejo01,SG,21,SEA,17,86,3.4,0.319,0.086,0.171,5.4,9.7,7.5,20.9,2.5,0.0,21.0,26.0,-0.4,0.1,-0.3,-0.17600000000000002,-8.7,-1.5,-10.2,-0.2,West
122,Danny Fortson\fortsda01,PF,26,GSW,17,223,9.9,0.442,0.019,0.537,13.5,21.3,17.4,7.9,2.1,0.0,18.3,15.6,0.0,0.2,0.2,0.040999999999999995,-2.3,-1.0,-3.3,-0.1,West
123,Greg Foster\fostegr01,C,34,TOR,29,539,4.7,0.445,0.033,0.262,6.1,15.9,10.8,3.8,0.1,1.2,18.1,14.1,-0.4,0.1,-0.3,-0.025,-5.9,-1.9,-7.9,-0.8,East
124,Jeff Foster\fosteje01,C,26,IND,77,802,12.0,0.39399999999999996,0.011000000000000001,0.354,16.9,22.0,19.5,9.8,1.8,1.9,14.2,13.5,0.2,1.4,1.6,0.098,-2.5,2.0,-0.5,0.3,East
125,Tremaine Fowlkes\fowlktr01,SF,26,LAC,37,573,12.4,0.5329999999999999,0.07,0.461,8.2,12.2,10.2,6.5,2.3,0.2,11.5,13.7,0.9,0.4,1.2,0.102,-0.8,-0.5,-1.3,0.1,West
126,Rick Fox\foxri01,SF,33,LAL,76,2181,11.9,0.523,0.451,0.111,3.3,13.5,8.3,17.7,1.6,0.5,15.7,15.7,2.0,1.6,3.6,0.079,0.4,-0.8,-0.4,0.9,West
127,Adonal Foyle\foylead01,C,27,GSW,82,1787,15.3,0.563,0.003,0.301,10.6,18.5,14.6,3.1,1.1,7.6,15.7,11.0,2.3,1.7,4.0,0.106,-1.2,2.7,1.5,1.6,West
128,Steve Francis\francst01,PG,25,HOU,81,3318,20.6,0.541,0.183,0.45399999999999996,5.7,11.5,8.7,28.0,2.3,0.9,16.0,26.1,7.4,3.7,11.1,0.16,4.1,0.8,4.9,5.8,West
129,Lawrence Funderburke\fundela01,PF,32,SAC,27,229,11.8,0.466,0.0,0.23600000000000002,8.4,16.9,12.9,5.2,0.2,3.2,7.0,16.5,0.1,0.3,0.5,0.09699999999999999,-4.0,-0.3,-4.3,-0.1,West
130,Dan Gadzuric\gadzuda01,C,24,MIL,49,760,11.2,0.498,0.006999999999999999,0.386,10.1,20.3,15.2,1.8,1.5,5.1,13.7,12.0,0.4,0.7,1.2,0.075,-3.5,0.7,-2.9,-0.2,East
131,Kevin Garnett\garneke01,PF,26,MIN,82,3321,26.4,0.5529999999999999,0.048,0.33899999999999997,8.6,28.5,18.8,25.8,1.8,2.8,11.9,26.4,9.8,5.8,15.6,0.225,5.0,3.7,8.7,9.0,West
132,Pat Garrity\garripa01,PF,26,ORL,81,2584,11.2,0.551,0.547,0.134,3.1,10.7,6.8,7.5,1.2,0.6,8.9,15.0,3.6,1.3,4.9,0.091,1.0,-1.1,-0.1,1.2,East
133,Pau Gasol\gasolpa01,PF,22,MEM,82,2948,20.7,0.57,0.009000000000000001,0.506,7.4,19.9,13.7,13.6,0.6,3.4,13.5,24.1,6.5,2.0,8.5,0.138,1.5,0.6,2.1,3.0,West
134,Devean George\georgde01,SF,25,LAL,71,1613,11.4,0.485,0.28600000000000003,0.228,6.3,13.7,10.0,8.6,1.8,1.7,11.4,15.7,1.2,1.4,2.7,0.079,-1.1,-0.2,-1.3,0.3,West
135,Kendall Gill\gillke01,SG,34,MIN,82,2068,10.6,0.47700000000000004,0.087,0.23800000000000002,2.9,10.5,6.8,11.4,2.0,0.5,12.6,18.8,0.1,1.8,1.9,0.043,-2.2,-0.3,-2.5,-0.3,West
136,Manu Ginobili\ginobma01,SG,25,SAS,69,1431,14.7,0.556,0.373,0.431,4.0,8.8,6.5,15.8,3.6,0.8,17.5,18.5,1.8,2.4,4.2,0.141,1.1,1.4,2.6,1.7,West
137,Gordan Giricek\giricgo01,SG-SF,25,TOT,76,2148,12.1,0.529,0.31,0.228,1.9,10.8,6.3,10.8,1.3,0.3,14.1,21.5,0.9,0.7,1.6,0.036000000000000004,-0.7,-2.3,-3.0,-0.6,NaN
137,Gordan Giricek\giricgo01,SG,25,MEM,49,1187,10.8,0.522,0.272,0.22399999999999998,1.7,8.4,5.1,10.0,1.0,0.3,15.2,23.5,-0.1,0.0,0.0,-0.002,-1.5,-3.3,-4.8,-0.8,West
137,Gordan Giricek\giricgo01,SF,25,ORL,27,961,13.6,0.54,0.366,0.23399999999999999,2.1,13.7,7.7,11.7,1.6,0.2,12.5,19.1,1.0,0.7,1.7,0.083,0.2,-1.1,-0.8,0.3,East
138,Dion Glover\glovedi01,SG,24,ATL,76,1890,13.5,0.512,0.244,0.25,3.9,12.8,8.5,13.1,2.0,0.6,13.1,20.1,1.4,1.2,2.6,0.065,-0.5,-1.2,-1.7,0.1,East
139,Anthony Goldwire\goldwan01,PG,31,TOT,15,85,5.4,0.445,0.36,0.28,0.0,8.1,4.1,7.5,1.9,0.0,17.6,18.7,-0.1,0.1,-0.1,-0.035,-5.5,-2.3,-7.8,-0.1,NaN
139,Anthony Goldwire\goldwan01,PG,31,SAS,10,51,2.5,0.318,0.444,0.111,0.0,6.5,3.4,9.3,3.1,0.0,9.6,19.0,-0.1,0.1,-0.1,-0.069,-6.0,-1.3,-7.3,-0.1,West
139,Anthony Goldwire\goldwan01,PG,31,WAS,5,34,9.6,0.7070000000000001,0.14300000000000002,0.7140000000000001,0.0,10.5,5.2,5.0,0.0,0.0,30.3,18.3,0.0,0.0,0.0,0.016,-4.6,-3.9,-8.5,-0.1,East
140,Drew Gooden\goodedr01,SF-PF,21,TOT,70,1873,15.0,0.503,0.062,0.273,9.8,17.7,13.7,7.8,1.5,1.3,14.7,24.5,0.4,1.3,1.7,0.043,-1.9,-1.4,-3.3,-0.6,NaN
140,Drew Gooden\goodedr01,SF,21,MEM,51,1329,13.8,0.486,0.08,0.22899999999999998,9.0,15.9,12.5,8.3,1.5,1.1,14.2,25.0,-0.3,0.7,0.4,0.015,-2.0,-1.6,-3.6,-0.5,West
140,Drew Gooden\goodedr01,PF,21,ORL,19,544,18.0,0.5479999999999999,0.01,0.39799999999999996,11.9,22.1,16.8,6.6,1.4,1.8,16.0,23.1,0.7,0.6,1.3,0.11199999999999999,-1.6,-0.9,-2.4,-0.1,East
141,Brian Grant\grantbr01,C,30,MIA,82,2641,15.6,0.552,0.0,0.303,10.2,26.8,18.3,7.2,1.3,1.4,14.4,16.0,3.5,4.1,7.7,0.139,-1.1,2.1,0.9,2.0,East
142,Horace Grant\grantho01,PF,37,ORL,5,85,13.1,0.52,0.0,0.0,2.6,8.3,5.4,13.9,1.8,0.0,3.8,13.7,0.1,0.0,0.2,0.102,-1.5,-1.8,-3.3,0.0,East
143,Adrian Griffin\griffad01,SG,28,DAL,74,1373,11.5,0.46299999999999997,0.071,0.095,7.1,14.1,10.6,11.0,2.9,0.3,11.8,13.2,0.9,1.9,2.9,0.1,-1.1,2.0,0.9,1.0,West
144,Eddie Griffin\griffed01,PF,20,HOU,77,1890,15.4,0.462,0.28300000000000003,0.139,8.6,19.2,14.0,8.0,1.5,4.2,9.6,19.4,1.0,2.9,3.9,0.1,-1.1,1.5,0.4,1.1,West
145,Tom Gugliotta\guglito01,PF,33,PHO,27,447,10.9,0.474,0.008,0.068,6.3,19.1,12.6,11.1,1.6,0.8,18.6,16.8,-0.2,0.6,0.4,0.043,-3.9,0.8,-3.1,-0.1,West
146,A.J. Guyton\guytoaj01,PG,24,GSW,2,9,-9.0,0.0,0.25,0.0,0.0,0.0,0.0,28.7,5.7,0.0,20.0,23.6,-0.1,0.0,-0.1,-0.45,-16.4,-6.0,-22.4,0.0,West
147,Marcus Haislip\haislma01,PF,22,MIL,39,441,9.6,0.474,0.078,0.248,5.5,8.5,7.0,3.3,0.8,3.0,11.0,20.1,-0.1,0.1,0.0,-0.003,-4.3,-2.9,-7.2,-0.6,East
148,Darvin Ham\hamda01,SG,29,ATL,75,926,5.5,0.46399999999999997,0.019,0.49700000000000005,9.3,9.5,9.4,6.4,0.9,1.4,25.1,12.8,-0.7,0.3,-0.4,-0.021,-4.4,-0.9,-5.4,-0.8,East
149,Richard Hamilton\hamilri01,SG,24,DET,82,2640,18.7,0.531,0.09300000000000001,0.41100000000000003,3.9,10.5,7.1,17.0,1.3,0.4,11.6,31.3,4.3,3.0,7.3,0.132,1.2,-1.6,-0.3,1.1,East
150,Zendon Hamilton\hamilze01,C,27,TOR,3,12,17.7,0.51,0.0,0.4,9.1,29.7,19.0,0.0,4.5,0.0,14.5,26.2,0.0,0.0,0.0,0.107,-6.8,-5.7,-12.6,0.0,East
151,Anfernee Hardaway\hardaan01,SG,31,PHO,58,1777,13.0,0.499,0.127,0.16899999999999998,4.2,12.3,8.2,21.5,1.9,1.1,19.1,19.2,0.4,1.9,2.3,0.062,-1.0,1.0,0.0,0.9,West
152,Tim Hardaway\hardati01,PG,36,IND,10,127,14.7,0.483,0.633,0.08199999999999999,0.9,12.1,6.6,32.1,3.7,0.0,17.8,22.0,0.0,0.2,0.2,0.081,1.0,-0.8,0.2,0.1,East
153,Matt Harpring\harprma01,SF,26,UTA,78,2557,19.3,0.588,0.157,0.325,9.4,14.8,12.2,9.9,1.5,0.5,12.1,23.9,6.4,2.4,8.8,0.166,3.5,-1.1,2.4,2.9,West
154,Adam Harrington\harriad01,SG,22,TOT,19,111,7.4,0.387,0.37799999999999995,0.10800000000000001,1.0,7.5,4.1,18.0,0.9,0.7,4.9,16.5,0.0,0.1,0.0,0.017,-3.9,-3.2,-7.1,-0.1,NaN
154,Adam Harrington\harriad01,SG,22,DAL,13,37,1.4,0.308,0.17600000000000002,0.11800000000000001,0.0,6.0,3.0,7.8,1.4,2.0,10.1,24.4,-0.2,0.0,-0.1,-0.16399999999999998,-9.7,-2.9,-12.6,-0.1,West
154,Adam Harrington\harriad01,SG,22,DEN,6,74,10.4,0.455,0.55,0.1,1.5,8.3,4.7,23.0,0.7,0.0,0.0,12.5,0.1,0.0,0.2,0.10800000000000001,-1.0,-3.4,-4.4,0.0,West
155,Al Harrington\harrial01,SF,22,IND,82,2467,12.4,0.493,0.051,0.306,7.4,15.7,11.6,8.8,1.5,1.0,13.8,21.6,0.7,3.2,3.9,0.075,-2.0,0.2,-1.8,0.1,East
156,Junior Harrington\harriju01,PG,22,DEN,82,2003,6.4,0.405,0.06,0.24,2.4,12.6,7.3,23.2,2.1,0.6,23.3,15.0,-2.8,2.4,-0.4,-0.009000000000000001,-5.4,0.8,-4.6,-1.3,West
157,Othella Harrington\harriot01,PF,29,NYK,74,1850,12.3,0.563,0.0,0.33899999999999997,10.3,20.2,15.1,5.4,0.3,0.9,15.0,15.0,2.7,1.1,3.8,0.098,-1.4,-0.6,-2.0,0.0,East
158,Lucious Harris\harrilu01,SG,32,NJN,77,1973,13.5,0.494,0.18899999999999997,0.262,3.7,9.8,6.7,13.4,1.4,0.3,8.1,20.0,2.2,2.5,4.7,0.114,-0.6,-0.8,-1.4,0.3,East
159,Antonio Harvey\harvean01,PF,32,ATL,4,32,2.9,0.4,0.0,0.0,3.7,17.1,10.7,0.0,1.6,8.8,37.5,11.5,-0.1,0.0,0.0,-0.068,-10.9,2.1,-8.8,-0.1,East
160,Donnell Harvey\harvedo01,SF,22,DEN,77,1613,12.5,0.486,0.013000000000000001,0.319,8.6,21.5,14.8,11.7,1.6,1.3,16.4,20.7,-0.3,2.3,2.0,0.059000000000000004,-3.3,0.8,-2.5,-0.2,West
161,Trenton Hassell\hassetr01,SG,23,CHI,82,1999,6.0,0.41100000000000003,0.102,0.14,2.1,11.9,7.0,11.1,1.2,2.2,16.6,11.1,-1.3,1.2,-0.1,-0.003,-4.3,1.1,-3.2,-0.6,East
162,Kirk Haston\hastoki01,SF,23,NOH,12,57,-9.1,0.16,0.17600000000000002,0.235,0.0,14.4,7.1,7.6,0.0,6.3,27.2,20.6,-0.4,0.1,-0.4,-0.307,-16.4,0.9,-15.4,-0.2,East
163,Juaquin Hawkins\hawkiju01,SG,29,HOU,58,685,7.3,0.42700000000000005,0.162,0.135,2.8,10.2,6.6,10.9,2.3,0.6,15.6,12.5,-0.3,0.7,0.4,0.027000000000000003,-3.8,0.5,-3.3,-0.2,West
164,Brendan Haywood\haywobr01,C,23,WAS,81,1930,13.5,0.561,0.0,0.723,11.7,13.0,12.4,2.4,0.9,4.6,12.7,12.5,3.1,1.9,5.0,0.125,-1.1,1.0,-0.1,0.9,East
165,Alan Henderson\hendeal01,C,30,ATL,82,1494,12.1,0.508,0.006,0.42200000000000004,12.4,17.8,15.2,4.5,1.2,1.5,13.6,13.8,1.5,1.1,2.6,0.083,-2.1,-0.9,-3.0,-0.4,East
166,Nene Hilario\hilarne01,C,20,DEN,80,2258,15.4,0.545,0.005,0.551,10.2,15.3,12.7,12.2,3.0,2.3,19.1,18.7,1.3,3.8,5.0,0.107,-0.6,3.1,2.5,2.6,West
167,Grant Hill*\hillgr01,SF,30,ORL,29,843,20.8,0.568,0.013000000000000001,0.469,5.3,23.2,14.0,25.6,1.7,1.1,18.5,24.1,1.6,1.0,2.5,0.14400000000000002,0.6,1.0,1.6,0.8,East
168,Tyrone Hill\hillty01,PF,34,TOT,56,1351,9.9,0.457,0.0,0.261,10.5,22.7,16.5,4.8,1.8,1.4,16.6,13.3,-0.1,1.5,1.4,0.049,-3.8,0.4,-3.4,-0.5,NaN
168,Tyrone Hill\hillty01,PF,34,CLE,32,855,10.3,0.46799999999999997,0.0,0.228,9.0,26.3,17.5,6.0,1.9,1.6,19.3,13.7,-0.3,0.9,0.6,0.036000000000000004,-4.4,0.8,-3.7,-0.4,East
168,Tyrone Hill\hillty01,PF,34,PHI,24,496,9.3,0.43799999999999994,0.0,0.321,13.0,16.4,14.7,2.7,1.6,1.1,11.4,12.7,0.2,0.5,0.7,0.07200000000000001,-2.7,-0.3,-3.1,-0.1,East
169,Fred Hoiberg\hoibefr01,SG,30,CHI,63,784,10.2,0.486,0.16699999999999998,0.397,1.6,17.5,9.7,13.0,2.6,0.5,14.5,9.8,0.4,0.9,1.3,0.077,-2.9,1.3,-1.7,0.1,East
170,Robert Horry\horryro01,PF,32,LAL,80,2343,12.4,0.488,0.37200000000000005,0.282,8.6,16.1,12.3,14.3,2.1,1.9,17.3,12.2,2.3,2.5,4.8,0.098,0.2,1.8,2.0,2.3,West
171,Eddie House\houseed01,SG,24,MIA,55,1025,12.1,0.447,0.27,0.081,1.9,9.7,5.7,16.6,2.3,0.1,9.1,23.2,-0.4,1.1,0.7,0.032,-1.3,-1.0,-2.3,-0.1,East
172,Allan Houston\houstal01,SG,31,NYK,82,3108,17.7,0.563,0.307,0.27,1.0,7.9,4.4,13.2,0.9,0.2,9.8,27.0,6.6,0.6,7.2,0.111,3.2,-3.1,0.2,1.7,East
173,Juwan Howard\howarju01,PF,29,DEN,77,2730,17.2,0.501,0.003,0.278,7.4,18.1,12.5,18.1,1.5,0.8,11.8,26.1,2.7,3.4,6.0,0.106,0.7,0.5,1.2,2.2,West
174,Troy Hudson\hudsotr01,PG,26,MIN,79,2600,15.2,0.531,0.278,0.242,1.9,6.0,4.0,27.0,1.2,0.2,14.7,21.6,4.0,1.1,5.1,0.094,1.8,-2.8,-1.0,0.6,West
175,Nate Huffman\huffmna01,C,27,TOR,7,76,11.8,0.40299999999999997,0.0,0.32,12.9,21.9,17.2,11.0,0.7,2.8,9.5,18.9,0.0,0.1,0.1,0.04,-3.8,-0.8,-4.5,0.0,East
176,Larry Hughes\hughela01,PG,24,WAS,67,2137,15.5,0.521,0.107,0.251,3.7,13.4,8.5,17.5,2.2,0.8,14.2,21.2,1.6,2.1,3.7,0.08199999999999999,0.2,0.2,0.4,1.3,East
177,Ryan Humphrey\humphry01,PF,23,TOT,48,444,4.1,0.33899999999999997,0.0,0.325,8.6,16.8,12.7,3.7,1.0,3.0,14.4,16.2,-0.9,0.4,-0.5,-0.052000000000000005,-7.8,-0.7,-8.5,-0.7,NaN
177,Ryan Humphrey\humphry01,PF,23,ORL,35,322,2.9,0.32899999999999996,0.0,0.32899999999999996,10.4,14.3,12.3,3.2,0.6,3.7,17.7,16.4,-0.7,0.3,-0.5,-0.071,-8.3,-0.7,-9.1,-0.6,East
177,Ryan Humphrey\humphry01,PF,23,MEM,13,122,7.2,0.364,0.0,0.314,3.7,23.6,13.8,4.9,2.1,1.1,4.8,15.4,-0.1,0.1,0.0,-0.001,-6.4,-0.6,-6.9,-0.2,West
178,Lindsey Hunter\hunteli01,PG,32,TOR,29,673,10.6,0.434,0.354,0.156,2.4,7.8,5.0,18.8,2.8,0.5,15.0,25.8,-0.9,0.4,-0.6,-0.040999999999999995,-1.9,-2.2,-4.1,-0.4,East
179,Steven Hunter\huntest01,C,21,ORL,33,447,13.4,0.531,0.0,0.42700000000000005,9.5,14.5,11.9,2.2,1.0,5.9,10.9,13.7,0.4,0.5,0.9,0.099,-3.2,0.9,-2.3,0.0,East
180,Zydrunas Ilgauskas\ilgauzy01,C,27,CLE,81,2432,19.4,0.516,0.004,0.456,10.8,17.4,14.1,10.1,1.2,4.4,13.5,27.8,2.9,2.1,5.0,0.099,-0.5,-0.4,-0.9,0.7,East
181,Allen Iverson*\iversal01,SG,27,PHI,82,3485,21.2,0.5,0.156,0.379,2.3,9.5,5.8,25.1,3.4,0.3,11.2,32.9,5.0,4.2,9.2,0.127,3.1,-0.3,2.8,4.2,East
182,Bobby Jackson\jacksbo01,PG,29,SAC,59,1676,18.4,0.561,0.321,0.204,3.8,9.8,7.0,17.7,2.1,0.1,11.7,23.8,3.3,2.2,5.5,0.157,3.0,-0.6,2.4,1.9,West
183,Jermaine Jackson\jacksje01,SG,26,TOT,53,559,9.0,0.451,0.091,0.5,3.9,7.7,5.8,20.5,1.8,0.8,20.2,13.8,0.0,0.2,0.2,0.016,-3.7,-1.6,-5.3,-0.5,NaN
183,Jermaine Jackson\jacksje01,SG,26,TOR,24,286,8.2,0.413,0.132,0.397,3.8,6.2,5.0,21.1,1.7,0.7,19.2,15.8,-0.2,0.1,-0.1,-0.017,-4.3,-2.2,-6.5,-0.3,East
183,Jermaine Jackson\jacksje01,SG,26,ATL,29,273,9.9,0.506,0.024,0.667,3.9,9.2,6.7,19.8,1.9,0.8,21.6,11.6,0.2,0.1,0.3,0.051,-3.0,-1.0,-4.0,-0.1,East
184,Jim Jackson\jacksji01,SF,32,SAC,63,1309,12.4,0.501,0.154,0.11900000000000001,7.2,13.8,10.7,13.6,1.2,0.2,14.1,19.1,0.8,1.7,2.5,0.09,-1.2,-0.1,-1.3,0.2,West
185,Marc Jackson\jacksma02,C,28,MIN,77,1041,13.4,0.508,0.003,0.42700000000000005,9.6,14.7,12.2,5.4,1.2,2.1,12.5,20.6,1.0,1.0,2.0,0.092,-2.4,-1.3,-3.7,-0.4,West
186,Mark Jackson\jacksma01,PG,37,UTA,82,1467,12.2,0.473,0.257,0.217,2.9,11.3,7.3,40.5,1.8,0.2,27.3,17.4,-0.1,1.2,1.1,0.037000000000000005,-1.7,-2.0,-3.7,-0.6,West
187,Stephen Jackson\jacksst02,SG,24,SAS,80,2254,14.5,0.526,0.363,0.22399999999999998,3.6,10.8,7.4,14.1,3.0,0.9,16.4,22.1,1.2,3.6,4.8,0.102,0.6,1.1,1.7,2.1,West
188,Casey Jacobsen\jacobca01,SF,21,PHO,72,1147,9.2,0.493,0.505,0.321,2.8,5.4,4.1,9.8,1.6,0.4,12.8,16.7,0.5,0.7,1.2,0.051,-1.0,-1.7,-2.7,-0.2,West
189,Jerome James\jamesje01,C,27,SEA,51,766,13.1,0.506,0.0,0.397,11.8,21.5,16.6,6.1,0.9,8.4,21.6,21.3,-0.5,1.3,0.8,0.052000000000000005,-5.2,3.0,-2.1,0.0,West
190,Mike James\jamesmi01,PG,27,MIA,78,1722,11.8,0.469,0.39,0.243,1.7,8.5,5.0,25.9,2.0,0.2,14.3,20.6,0.2,1.6,1.8,0.051,-0.4,-1.1,-1.5,0.2,East
191,Antawn Jamison\jamisan01,SF,26,GSW,82,3226,19.0,0.542,0.142,0.32299999999999995,6.5,12.5,9.5,8.6,1.2,0.9,9.5,24.5,8.2,0.3,8.5,0.126,2.7,-2.4,0.3,1.9,West
192,Marko Jaric\jaricma01,SF,24,LAC,66,1379,14.4,0.498,0.37200000000000005,0.235,2.9,10.2,6.6,23.8,3.7,0.6,17.3,19.5,0.6,1.3,1.9,0.067,0.6,0.0,0.6,0.9,West
193,Chris Jefferies\jeffech01,SF,22,TOR,51,666,6.8,0.46299999999999997,0.278,0.222,2.6,7.7,5.0,5.4,1.5,1.7,17.4,17.7,-0.8,0.2,-0.5,-0.039,-4.8,-1.8,-6.7,-0.8,East
194,Richard Jefferson\jefferi01,SF,22,NJN,80,2879,16.6,0.563,0.026000000000000002,0.479,6.0,14.4,10.2,12.1,1.5,1.1,12.4,19.7,5.4,4.4,9.9,0.16399999999999998,0.7,1.2,1.9,2.9,East
195,Jared Jeffries\jeffrja01,SF,21,WAS,20,292,11.1,0.521,0.095,0.46,10.5,13.0,11.7,9.0,1.5,1.3,21.7,15.6,0.1,0.2,0.3,0.049,-2.2,-0.2,-2.4,0.0,East
196,Anthony Johnson\johnsan02,PG,28,NJN,66,842,11.3,0.512,0.152,0.32,1.8,8.8,5.3,16.7,2.3,0.4,13.5,16.3,0.6,1.3,1.8,0.105,-2.2,-0.2,-2.4,-0.1,East
197,Avery Johnson\johnsav01,PG,37,DAL,48,430,12.2,0.467,0.013000000000000001,0.26,2.6,5.4,4.0,22.8,1.8,0.2,14.8,20.7,0.1,0.3,0.4,0.044000000000000004,-3.0,-2.4,-5.4,-0.4,West
198,Ervin Johnson\johnser02,C,35,MIL,69,1170,9.4,0.49200000000000005,0.0,0.326,11.7,17.8,14.7,2.9,1.5,4.0,18.1,7.5,1.0,0.9,1.9,0.079,-2.4,1.6,-0.8,0.4,East
199,Joe Johnson\johnsjo02,SG,21,PHO,82,2255,11.6,0.47200000000000003,0.258,0.156,2.8,10.5,6.6,15.1,1.4,0.6,11.3,19.1,0.9,1.9,2.8,0.06,-1.0,-0.6,-1.6,0.2,West
200,Ken Johnson\johnske03,C,24,MIA,16,156,6.1,0.40399999999999997,0.0,0.162,2.9,21.3,11.8,0.0,0.4,6.0,13.1,13.8,-0.2,0.2,0.0,-0.002,-9.9,-0.1,-10.0,-0.3,East
201,Damon Jones\jonesda01,PG,26,SAC,49,709,11.5,0.505,0.5760000000000001,0.129,1.8,8.5,5.3,16.0,1.3,0.4,9.4,15.2,0.8,0.7,1.5,0.10300000000000001,-0.1,-1.3,-1.4,0.1,West
202,Eddie Jones\jonesed02,SG,31,MIA,47,1789,18.9,0.551,0.35,0.33399999999999996,2.2,12.7,7.3,18.8,2.0,1.4,9.7,23.0,3.9,2.1,6.0,0.162,3.8,0.9,4.7,3.0,East
203,Fred Jones\jonesfr01,SG,23,IND,19,115,5.5,0.446,0.292,0.16699999999999998,4.0,4.8,4.4,6.7,2.7,0.6,18.9,12.5,-0.1,0.1,0.0,0.019,-4.0,0.3,-3.7,0.0,East
