Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Conference
1,Tariq Abdul-Wahad\abdulta01,SG,25,TOT,61,1578,13.6,0.47700000000000004,0.036000000000000004,0.299,7.0,13.1,10.0,10.0,1.8,1.2,12.7,22.5,,0.4,1.8,2.2,0.068,,-1.6,0.1,-1.5,0.2,NaN
1,Tariq Abdul-Wahad\abdulta01,SG,25,ORL,46,1205,14.4,0.484,0.040999999999999995,0.293,7.0,14.6,10.8,9.7,2.2,0.9,13.0,23.3,,0.4,1.6,2.0,0.08199999999999999,,-1.3,0.4,-0.8,0.4,East
1,Tariq Abdul-Wahad\abdulta01,SG,25,DEN,15,373,10.8,0.44799999999999995,0.015,0.321,6.9,8.2,7.6,11.0,0.8,2.2,11.3,19.7,,0.0,0.2,0.2,0.023,,-2.8,-1.0,-3.8,-0.2,West
2,Shareef Abdur-Rahim\abdursh01,SF,23,VAN,82,3223,20.2,0.547,0.075,0.431,8.0,22.7,15.3,15.5,1.5,1.9,14.1,25.0,,6.2,2.6,8.8,0.132,,1.8,0.5,2.3,3.5,West
3,Cory Alexander\alexaco01,PG,26,DEN,29,329,8.8,0.381,0.35700000000000004,0.22399999999999998,2.6,11.3,6.9,25.7,3.7,0.4,20.6,18.0,,-0.5,0.4,-0.1,-0.012,,-3.6,0.1,-3.5,-0.1,West
4,Ray Allen*\allenra02,SG,24,MIL,82,3070,20.6,0.57,0.28800000000000003,0.282,3.2,10.5,6.8,17.0,1.9,0.5,10.3,25.6,,9.0,1.0,10.1,0.157,,5.0,-2.0,3.0,3.9,East
5,Rafer Alston\alstora01,PG,23,MIL,27,361,4.3,0.31,0.147,0.042,1.6,5.8,3.7,26.8,1.7,0.0,23.1,15.5,,-0.7,0.0,-0.7,-0.095,,-6.0,-3.4,-9.5,-0.7,East
6,John Amaechi\amaecjo01,C,29,ORL,80,1684,13.2,0.505,0.009000000000000001,0.41600000000000004,4.0,13.2,8.6,9.1,1.0,1.5,14.4,24.1,,0.6,1.8,2.4,0.067,,-2.7,-0.9,-3.6,-0.7,East
7,Derek Anderson\anderde01,SG,25,LAC,64,2201,16.9,0.542,0.207,0.359,3.9,9.3,6.5,17.9,2.1,0.3,14.4,23.4,,3.1,0.3,3.3,0.073,,1.7,-1.9,-0.2,1.0,West
8,Kenny Anderson\anderke01,PG,29,BOS,82,2593,17.4,0.524,0.223,0.257,2.3,7.9,4.9,26.7,2.7,0.2,10.6,20.5,,5.4,1.9,7.3,0.136,,2.6,-1.4,1.2,2.1,East
9,Nick Anderson\anderni01,SG,32,SAC,72,2094,11.8,0.479,0.508,0.09699999999999999,4.1,12.8,8.4,8.6,2.2,0.5,10.4,18.1,,0.3,2.5,2.8,0.064,,-0.1,0.4,0.3,1.2,West
10,Shandon Anderson\andersh01,SF,26,HOU,82,2700,13.8,0.5670000000000001,0.289,0.325,3.9,11.9,8.0,14.3,1.8,0.8,17.9,17.6,,3.0,1.9,4.9,0.087,,0.7,0.2,0.9,2.0,West
11,Chris Anstey\anstech01,C,25,CHI,73,1007,15.1,0.512,0.016,0.40399999999999997,10.3,22.5,16.3,13.2,1.5,1.8,15.7,23.1,,0.6,1.3,1.9,0.09,,-2.4,-0.2,-2.5,-0.1,East
12,Greg Anthony\anthogr01,PG,32,POR,82,1548,13.0,0.551,0.56,0.27399999999999997,1.4,8.4,5.1,20.5,2.0,0.4,15.4,16.4,,2.3,1.8,4.1,0.128,,1.3,-0.9,0.4,0.9,West
13,B.J. Armstrong\armstbj01,PG,32,CHI,27,583,10.7,0.51,0.156,0.134,0.4,9.2,4.7,26.5,0.6,0.1,16.9,18.6,,0.2,0.2,0.4,0.03,,-2.8,-3.6,-6.4,-0.6,East
14,Darrell Armstrong\armstda01,PG,31,ORL,82,2590,19.5,0.542,0.36,0.221,2.7,8.6,5.7,31.4,3.2,0.2,16.8,23.9,,4.6,3.4,8.0,0.149,,4.3,0.0,4.4,4.2,East
15,Chucky Atkins\atkinch01,PG,25,ORL,82,1626,14.4,0.489,0.22,0.179,1.3,7.1,4.2,30.9,1.6,0.1,15.1,24.3,,1.1,1.3,2.4,0.07200000000000001,,0.4,-2.6,-2.3,-0.1,East
16,Stacey Augmon\augmost01,SG,31,POR,59,692,12.2,0.51,0.011000000000000001,0.314,7.5,12.0,9.9,11.9,2.1,1.2,16.0,15.8,,0.5,1.0,1.5,0.102,,-1.6,1.1,-0.5,0.3,West
17,Isaac Austin\austiis01,C,30,WAS,59,1173,10.2,0.48100000000000004,0.011000000000000001,0.389,6.2,21.7,13.8,10.0,0.8,2.3,20.6,19.6,,-0.9,0.9,0.0,0.001,,-4.4,0.4,-4.0,-0.6,East
18,Anthony Avent\aventan01,PF,30,LAC,49,377,5.5,0.368,0.0,0.33299999999999996,6.6,15.6,10.9,4.5,2.2,2.7,17.9,15.8,,-0.7,0.2,-0.5,-0.065,,-7.5,-0.2,-7.7,-0.5,West
19,William Avery\averywi01,PG,20,MIN,59,484,6.7,0.391,0.348,0.19899999999999998,1.9,7.8,4.8,26.2,1.5,0.3,17.6,22.3,,-0.8,0.3,-0.5,-0.046,,-4.2,-3.4,-7.5,-0.7,West
20,Toby Bailey\baileto01,SG,24,PHO,46,449,10.8,0.483,0.071,0.46399999999999997,6.6,11.2,8.9,10.3,1.5,0.6,12.5,18.9,,0.2,0.6,0.8,0.08800000000000001,,-3.1,-0.6,-3.7,-0.2,West
21,Vin Baker\bakervi01,C,28,SEA,79,2849,14.0,0.5,0.006999999999999999,0.365,8.6,14.7,11.6,8.6,0.8,1.6,14.0,23.6,,1.2,2.2,3.5,0.059000000000000004,,-2.1,-0.7,-2.8,-0.6,West
22,Charles Barkley*\barklch01,PF,36,HOU,20,620,19.8,0.534,0.11699999999999999,0.495,13.1,24.4,18.9,17.3,1.2,0.4,14.0,22.3,,1.3,0.6,1.9,0.14800000000000002,,2.1,0.3,2.4,0.7,West
23,Dana Barros\barroda01,PG,32,BOS,72,1139,15.1,0.552,0.331,0.175,1.2,9.1,5.0,19.4,1.4,0.3,12.3,20.4,,2.0,0.5,2.4,0.10300000000000001,,0.9,-3.1,-2.3,-0.1,East
24,Brent Barry\barrybr01,SG,28,SEA,80,2726,14.6,0.609,0.564,0.222,2.0,13.1,7.5,16.0,1.9,0.8,15.5,14.9,,4.9,2.5,7.5,0.131,,2.0,0.4,2.4,3.0,West
25,Drew Barry\barrydr01,PG,26,TOT,16,159,9.5,0.5820000000000001,0.545,0.152,0.0,8.4,4.0,31.3,0.6,0.0,27.0,13.1,,0.2,0.0,0.1,0.042,,-2.3,-5.3,-7.6,-0.2,NaN
25,Drew Barry\barrydr01,PG,26,GSW,8,85,10.1,0.583,0.5,0.111,0.0,10.5,4.9,30.7,1.2,0.0,24.1,12.3,,0.1,0.0,0.1,0.055,,-2.3,-4.4,-6.6,-0.1,West
25,Drew Barry\barrydr01,PG,26,ATL,8,74,8.8,0.5820000000000001,0.6,0.2,0.0,5.9,3.0,32.0,0.0,0.0,30.0,14.0,,0.1,0.0,0.0,0.027000000000000003,,-2.4,-6.3,-8.7,-0.1,East
26,Jon Barry\barryjo01,SG,30,SAC,62,1281,15.9,0.623,0.445,0.335,3.1,9.9,6.5,16.7,2.8,0.4,17.6,15.7,,2.6,1.6,4.2,0.157,,1.9,0.7,2.6,1.5,West
27,Tony Battie\battito01,C,23,BOS,82,1505,15.1,0.515,0.017,0.32899999999999996,10.9,20.6,15.5,6.7,1.6,3.5,11.3,17.1,,2.0,1.7,3.8,0.12,,-1.4,0.8,-0.6,0.5,East
28,Jonathan Bender\bendejo01,SF,19,IND,24,130,7.6,0.397,0.171,0.34299999999999997,3.6,14.1,9.1,3.9,0.4,2.5,8.0,30.6,,-0.3,0.1,-0.2,-0.07400000000000001,,-7.7,-4.3,-12.0,-0.3,East
29,Benoit Benjamin\benjabe01,C,35,CLE,3,8,5.5,0.33299999999999996,0.0,0.0,0.0,14.1,7.0,0.0,0.0,9.0,0.0,16.3,,0.0,0.0,0.0,-0.036000000000000004,,-10.6,-0.4,-11.0,0.0,East
30,Corey Benjamin\benjaco01,SG,21,CHI,48,862,9.7,0.479,0.254,0.23399999999999999,2.8,9.3,6.0,13.1,1.9,1.9,16.1,24.4,,-1.0,0.7,-0.2,-0.013000000000000001,,-3.4,-1.5,-4.9,-0.6,East
31,Mario Bennett\bennema01,PF,26,LAC,1,3,-25.5,0.0,0.0,0.0,36.0,38.5,37.2,0.0,0.0,0.0,0.0,44.4,,-0.1,0.0,-0.1,-0.8590000000000001,,-30.3,-19.2,-49.5,0.0,West
32,Travis Best\besttr01,PG,27,IND,82,1691,16.5,0.569,0.166,0.33899999999999997,1.1,8.1,4.7,26.3,2.3,0.2,14.2,20.2,,3.5,1.6,5.1,0.145,,1.6,-1.0,0.6,1.1,East
33,Mike Bibby\bibbymi01,PG,21,VAN,82,3155,16.7,0.521,0.20600000000000002,0.242,2.8,8.9,5.8,36.2,2.2,0.3,17.8,20.0,,4.5,1.1,5.6,0.086,,2.0,-1.9,0.2,1.7,West
34,Chauncey Billups\billuch01,SG,23,DEN,13,305,10.5,0.465,0.406,0.436,2.8,9.4,6.1,19.4,1.7,0.4,16.6,20.6,,0.0,0.2,0.1,0.023,,-1.4,-1.9,-3.3,-0.1,West
35,Mookie Blaylock\blaylmo01,PG,32,GSW,73,2459,15.1,0.46799999999999997,0.36,0.114,2.2,9.8,5.8,31.8,3.0,0.6,14.0,17.5,,1.9,1.4,3.3,0.065,,1.0,-0.8,0.2,1.4,West
36,Corie Blount\blounco01,PF,31,PHO,38,446,9.0,0.517,0.022000000000000002,0.371,13.2,14.9,14.1,3.3,1.7,1.1,21.3,13.0,,0.1,0.7,0.8,0.09,,-3.3,0.6,-2.7,-0.1,West
37,Muggsy Bogues\boguemu01,PG,35,TOR,80,1731,12.5,0.517,0.142,0.243,1.6,7.4,4.4,26.0,1.9,0.2,13.0,11.6,,2.7,0.9,3.7,0.102,,-1.1,-2.0,-3.0,-0.4,East
38,Etdrick Bohannon\bohanet01,PF,26,TOT,13,118,10.5,0.615,0.0,1.8459999999999999,12.0,17.6,14.7,6.3,0.9,3.5,29.8,12.7,,0.1,0.1,0.1,0.059000000000000004,,-3.5,0.0,-3.6,0.0,NaN
38,Etdrick Bohannon\bohanet01,PF,26,NYK,2,5,7.8,0.852,,,24.5,0.0,11.9,0.0,0.0,0.0,53.2,35.6,,0.0,0.0,0.0,-0.049,,-7.9,-6.6,-14.5,0.0,East
38,Etdrick Bohannon\bohanet01,PF,26,LAC,11,113,10.6,0.596,0.0,1.538,11.5,18.4,14.8,6.6,0.9,3.6,26.8,11.7,,0.1,0.1,0.2,0.064,,-3.3,0.2,-3.1,0.0,West
39,Calvin Booth\boothca01,C,23,WAS,11,143,11.9,0.40299999999999997,0.0,0.304,11.9,13.8,12.9,7.6,1.1,7.1,10.3,18.0,,0.0,0.2,0.1,0.043,,-3.5,2.2,-1.3,0.0,East
40,Lazaro Borrell\borrela01,SF,27,SEA,17,167,15.0,0.457,0.048,0.175,9.1,17.3,13.1,9.7,1.8,1.3,8.1,19.5,,0.1,0.2,0.3,0.079,,-2.8,-0.7,-3.5,-0.1,West
41,Cal Bowdler\bowdlca01,SF,22,ATL,46,423,10.0,0.46299999999999997,0.009000000000000001,0.33,5.7,16.3,11.0,5.2,1.7,1.4,13.8,16.0,,-0.1,0.3,0.2,0.027000000000000003,,-4.2,-0.6,-4.8,-0.3,East
42,Bruce Bowen\bowenbr01,SF,28,TOT,69,878,6.7,0.46,0.299,0.222,3.5,8.7,6.2,5.8,1.4,1.2,8.2,12.1,,0.2,0.9,1.2,0.064,,-2.6,0.2,-2.4,-0.1,NaN
42,Bruce Bowen\bowenbr01,SF,28,PHI,42,311,6.0,0.377,0.027000000000000003,0.16399999999999998,4.9,7.9,6.4,7.7,1.5,1.2,6.0,11.7,,-0.1,0.3,0.3,0.039,,-4.4,0.6,-3.8,-0.1,East
42,Bruce Bowen\bowenbr01,SF,28,MIA,27,567,7.1,0.509,0.46299999999999997,0.256,2.8,9.1,6.1,4.7,1.3,1.3,9.4,12.2,,0.3,0.6,0.9,0.078,,-1.6,0.1,-1.6,0.1,East
43,Ryan Bowen\bowenry01,SF,24,DEN,52,589,11.8,0.467,0.077,0.45299999999999996,13.7,7.3,10.5,4.9,3.4,1.5,9.1,11.4,,0.8,0.6,1.4,0.111,,-0.3,1.4,1.1,0.5,West
44,Ira Bowman\bowmair01,SG,26,PHI,11,20,13.3,0.868,0.0,1.0,0.0,11.2,5.5,7.6,2.6,0.0,25.8,8.5,,0.0,0.0,0.1,0.128,,-1.8,0.9,-1.0,0.0,East
45,Earl Boykins\boykiea01,PG,23,TOT,26,261,20.0,0.547,0.172,0.198,5.1,6.1,5.6,34.6,2.3,0.3,11.9,23.8,,0.6,0.2,0.8,0.153,,3.3,-2.6,0.7,0.2,NaN
