Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Conference
1,Kareem Abdul-Jabbar*\abdulka01,C,38,LAL,79,2629,22.7,0.603,0.001,0.32799999999999996,6.0,14.2,10.3,15.7,1.2,2.7,11.7,26.6,,7.6,3.2,10.8,0.19699999999999998,,3.7,0.8,4.5,4.3,West
2,Alvan Adams\adamsal01,C,31,PHO,78,2005,15.3,0.547,0.003,0.299,8.9,18.1,13.7,22.5,2.4,1.3,21.1,19.4,,1.2,2.7,3.9,0.094,,0.1,2.3,2.4,2.2,West
3,Michael Adams\adamsmi01,PG,23,SAC,18,139,8.0,0.406,0.068,0.273,1.6,3.2,2.4,20.3,3.0,0.4,18.2,17.5,,-0.2,0.1,-0.1,-0.027999999999999997,,-5.2,-1.9,-7.1,-0.2,West
4,Mark Aguirre\aguirma01,SF,26,DAL,74,2501,19.2,0.547,0.042,0.34,7.9,11.6,9.8,20.9,1.2,0.3,14.2,29.0,,3.7,0.9,4.7,0.09,,3.0,-1.5,1.5,2.2,West
5,Danny Ainge\aingeda01,SG,26,BOS,80,2407,13.6,0.562,0.10400000000000001,0.19399999999999998,2.3,8.1,5.4,21.3,1.9,0.2,14.5,15.2,,3.6,3.2,6.8,0.136,,0.9,0.3,1.2,1.9,East
6,Ron Anderson\anderro01,SF,27,TOT,77,1676,14.0,0.517,0.013999999999999999,0.20199999999999999,8.5,9.3,8.9,12.5,1.6,0.2,10.7,18.7,,1.6,1.5,3.1,0.09,,0.2,-0.3,-0.1,0.8,NaN
6,Ron Anderson\anderro01,SF,27,CLE,17,207,10.4,0.531,0.013999999999999999,0.21600000000000003,2.7,11.2,6.9,5.5,0.2,0.0,6.9,17.2,,0.2,0.1,0.3,0.064,,-2.4,-2.6,-5.0,-0.2,East
6,Ron Anderson\anderro01,SF,27,IND,60,1469,14.5,0.515,0.013999999999999999,0.2,9.3,9.0,9.2,13.5,1.8,0.2,11.2,19.0,,1.4,1.4,2.9,0.094,,0.6,0.1,0.6,1.0,East
7,John Bagley\baglejo01,PG,25,CLE,78,2472,15.2,0.475,0.043,0.249,3.4,8.9,6.1,40.7,2.3,0.2,19.9,19.8,,1.0,2.0,3.0,0.059000000000000004,,0.2,-0.4,-0.2,1.1,East
8,James Bailey\baileja01,PF,28,NYK,48,1245,12.6,0.516,0.009000000000000001,0.377,8.8,22.1,15.2,6.1,1.3,2.0,16.1,20.7,,0.0,2.0,1.9,0.075,,-3.0,1.0,-2.0,0.0,East
9,Thurl Bailey\baileth01,PF,24,UTA,82,2358,15.0,0.499,0.006,0.257,6.9,15.7,11.4,9.7,0.8,2.7,10.7,23.0,,1.0,3.0,4.0,0.081,,-1.9,0.4,-1.4,0.3,West
10,Greg Ballard\ballagr01,SF,31,GSW,75,1792,13.4,0.529,0.061,0.221,7.7,17.9,12.6,6.0,1.7,0.2,7.9,14.9,,2.6,1.0,3.6,0.09699999999999999,,-0.1,-0.5,-0.6,0.6,West
