Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Conference
1,Shareef Abdur-Rahim\abdursh01,PF,31,SAC,6,51,5.5,0.317,0.0,0.28600000000000003,14.2,9.1,11.6,11.1,1.0,0.0,6.0,14.7,,0.0,0.0,0.0,-0.005,,-3.6,-2.1,-5.7,0.0,West
2,Arron Afflalo\afflaar01,SG,22,DET,75,970,10.2,0.494,0.19899999999999998,0.361,4.4,12.5,8.4,8.1,1.8,0.7,10.9,15.2,,0.5,1.4,1.9,0.092,,-2.3,0.6,-1.6,0.1,East
3,Maurice Ager\agerma01,SG,23,TOT,26,165,1.8,0.363,0.292,0.185,2.8,6.3,4.6,8.0,0.0,0.4,7.9,21.3,,-0.4,0.0,-0.4,-0.114,,-6.8,-4.5,-11.3,-0.4,NaN
3,Maurice Ager\agerma01,SG,23,DAL,12,77,-4.4,0.253,0.29600000000000004,0.222,1.6,4.4,3.0,7.4,0.0,1.0,9.2,19.8,,-0.3,0.0,-0.3,-0.18100000000000002,,-9.6,-3.5,-13.1,-0.2,West
3,Maurice Ager\agerma01,SG,23,NJN,14,88,7.1,0.44299999999999995,0.289,0.158,3.9,7.9,5.9,8.4,0.0,0.0,6.9,22.7,,-0.1,0.0,-0.1,-0.055999999999999994,,-4.4,-5.4,-9.8,-0.2,East
4,Blake Ahearn\ahearbl01,PG,23,MIA,12,177,9.0,0.495,0.596,0.544,0.7,12.4,6.4,17.2,1.8,0.0,18.5,23.2,,-0.1,0.1,0.0,-0.006,,-2.8,-2.8,-5.6,-0.2,East
5,LaMarcus Aldridge\aldrila01,PF,22,POR,76,2649,18.5,0.523,0.006,0.257,9.8,15.8,12.8,8.8,1.1,2.8,8.9,25.3,,3.5,2.8,6.2,0.113,,0.1,0.7,0.8,1.8,West
6,Malik Allen\allenma01,PF,29,TOT,73,1096,9.8,0.5,0.006,0.076,7.0,13.6,10.4,6.8,0.9,2.2,11.7,16.1,,0.1,0.9,1.0,0.045,,-3.6,-0.3,-3.9,-0.5,NaN
6,Malik Allen\allenma01,PF,29,NJN,48,763,10.1,0.489,0.008,0.05,6.4,13.1,9.7,6.8,1.0,2.1,10.7,17.9,,-0.2,0.5,0.4,0.023,,-4.3,-0.9,-5.1,-0.6,East
6,Malik Allen\allenma01,PF,29,DAL,25,333,9.1,0.54,0.0,0.182,8.6,14.8,11.8,6.7,0.6,2.2,15.4,11.8,,0.3,0.4,0.7,0.096,,-2.2,1.0,-1.1,0.1,West
7,Ray Allen*\allenra02,SG,32,BOS,73,2624,16.4,0.584,0.45799999999999996,0.24,3.6,8.3,6.1,14.6,1.3,0.5,10.4,21.6,,5.6,4.1,9.7,0.177,,3.2,-0.1,3.1,3.4,East
8,Tony Allen\allento01,SG,26,BOS,75,1373,10.7,0.527,0.147,0.465,3.1,11.0,7.3,13.1,2.4,1.3,18.9,19.6,,-0.1,2.8,2.7,0.09300000000000001,,-3.2,1.8,-1.4,0.2,East
9,Lance Allred\allrela01,C,26,CLE,3,10,-1.0,0.307,0.0,0.5,0.0,11.8,5.7,0.0,0.0,0.0,0.0,22.1,,0.0,0.0,0.0,-0.125,,-12.6,-7.1,-19.7,0.0,East
