Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Conference
1,Kareem Abdul-Jabbar*\abdulka01,C,31,LAL,80,3157,25.5,0.612,,0.35200000000000004,7.6,26.7,17.6,18.9,1.1,5.0,15.3,23.3,,8.8,5.6,14.4,0.21899999999999997,,3.9,3.9,7.8,7.8,West
2,Tom Abernethy\abernto01,PF,24,GSW,70,1219,13.6,0.55,,0.275,6.5,12.6,9.5,8.4,1.5,0.6,7.7,13.8,,2.3,1.3,3.7,0.14400000000000002,,0.1,0.4,0.5,0.8,West
3,Alvan Adams\adamsal01,C,24,PHO,77,2364,20.4,0.57,,0.26899999999999996,10.5,22.4,16.6,20.8,2.1,1.4,18.9,24.1,,3.9,3.7,7.6,0.154,,2.5,2.3,4.8,4.1,West
4,Lucius Allen\allenlu01,PG,31,KCK,31,413,8.7,0.41600000000000004,,0.19,3.6,8.6,6.1,13.6,2.3,0.8,13.7,20.3,,-0.4,0.5,0.1,0.006999999999999999,,-3.8,-0.2,-3.9,-0.2,West
5,Kim Anderson\anderki01,SF,23,POR,21,224,3.0,0.353,,0.364,8.3,14.1,11.2,8.5,0.8,1.3,19.8,19.6,,-0.6,0.2,-0.4,-0.078,,-6.8,-1.5,-8.3,-0.4,West
6,Tiny Archibald*\architi01,PG,30,BOS,69,1662,13.1,0.537,,0.536,1.7,5.3,3.4,26.3,1.5,0.2,21.8,21.3,,1.0,0.6,1.6,0.046,,-1.5,-3.1,-4.7,-1.1,East
7,Tate Armstrong\armstta01,SG,23,CHI,26,259,6.5,0.436,,0.18600000000000003,3.0,5.5,4.2,15.5,1.8,0.0,21.7,14.9,,-0.2,0.2,-0.1,-0.012,,-4.8,-1.5,-6.3,-0.3,West
8,Dennis Awtrey\awtrede01,C,30,TOT,63,746,6.7,0.49,,0.523,6.0,15.7,10.8,11.1,1.0,0.9,28.3,9.6,,-0.1,0.9,0.7,0.046,,-4.0,1.2,-2.7,-0.1,NaN
8,Dennis Awtrey\awtrede01,C,30,BOS,23,247,5.4,0.473,,0.455,5.8,15.4,10.6,9.8,0.5,1.3,28.5,11.7,,-0.2,0.1,0.0,-0.006,,-5.0,-0.2,-5.2,-0.2,East
8,Dennis Awtrey\awtrede01,C,30,SEA,40,499,7.3,0.501,,0.5710000000000001,6.1,15.8,11.0,11.8,1.2,0.7,28.2,8.6,,0.0,0.7,0.8,0.073,,-3.5,1.9,-1.5,0.1,West
9,Gus Bailey\bailegu01,SG,27,NOJ,2,9,6.1,0.28600000000000003,,0.0,22.5,0.0,10.9,33.2,0.0,0.0,12.5,33.9,,0.0,0.0,0.0,-0.201,,-2.0,-4.6,-6.6,0.0,East
