Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Conference
1,Alex Acker\ackeral01,SG,26,TOT,25,199,10.4,0.44799999999999995,0.263,0.132,4.5,9.6,7.0,10.2,1.3,1.5,8.0,20.1,,-0.1,0.1,0.0,-0.011000000000000001,,-3.6,-2.4,-6.0,-0.2,NaN
1,Alex Acker\ackeral01,SG,26,DET,7,20,16.0,0.379,0.364,0.182,0.0,12.0,5.9,9.1,5.5,3.9,0.0,28.3,,0.0,0.0,0.0,0.009000000000000001,,-3.2,1.0,-2.3,0.0,East
1,Alex Acker\ackeral01,SG,26,LAC,18,179,9.8,0.46,0.24600000000000002,0.12300000000000001,5.0,9.3,7.1,10.3,0.9,1.2,9.3,19.2,,-0.1,0.0,0.0,-0.013000000000000001,,-3.6,-2.8,-6.4,-0.2,West
2,Hassan Adams\adamsha01,SG,24,TOR,12,52,0.4,0.35200000000000004,0.0,0.462,2.3,13.4,7.9,2.8,1.0,1.5,20.4,17.4,,-0.2,0.0,-0.2,-0.14400000000000002,,-10.6,-1.3,-12.0,-0.1,East
3,Arron Afflalo\afflaar01,SG,23,DET,74,1234,8.9,0.5479999999999999,0.35700000000000004,0.237,2.8,10.1,6.4,5.5,1.3,0.8,11.5,14.5,,0.8,1.0,1.8,0.069,,-1.7,-0.7,-2.4,-0.1,East
4,Maurice Ager\agerma01,SG,24,NJN,20,97,2.2,0.365,0.14,0.18600000000000003,3.6,8.7,6.1,5.3,0.6,1.7,7.9,24.4,,-0.3,0.0,-0.3,-0.133,,-8.5,-4.3,-12.8,-0.3,East
5,Blake Ahearn\ahearbl01,PG,24,SAS,3,19,12.9,0.581,0.667,0.33299999999999996,0.0,6.2,3.1,16.0,2.9,0.0,12.7,20.1,,0.0,0.0,0.1,0.149,,0.6,-1.8,-1.1,0.0,West
6,Alexis Ajinca\ajincal01,PF,20,CHA,31,182,7.0,0.43,0.028999999999999998,0.406,6.2,14.2,10.2,2.8,2.1,2.7,12.9,24.2,,-0.3,0.3,-0.1,-0.018000000000000002,,-8.1,-1.2,-9.3,-0.3,East
7,LaMarcus Aldridge\aldrila01,PF,23,POR,81,3004,19.1,0.529,0.023,0.26899999999999996,9.5,15.6,12.5,9.3,1.4,2.0,8.0,23.7,,6.1,3.3,9.5,0.151,,1.2,0.7,1.9,3.0,West
8,Joe Alexander\alexajo01,SF,22,MIL,59,716,10.1,0.494,0.188,0.33899999999999997,6.9,12.3,9.5,9.5,1.1,3.4,15.6,20.9,,-0.3,0.7,0.4,0.03,,-3.4,0.2,-3.3,-0.2,East
9,Malik Allen\allenma01,PF,30,MIL,49,579,7.3,0.435,0.006,0.124,6.8,14.5,10.5,9.5,0.6,1.7,10.0,15.4,,-0.2,0.5,0.3,0.024,,-4.5,-0.1,-4.6,-0.4,East
10,Ray Allen*\allenra02,SG,33,BOS,79,2876,17.3,0.624,0.467,0.239,2.9,8.6,5.9,12.6,1.3,0.4,10.4,20.8,,7.4,3.7,11.1,0.18600000000000003,,4.3,-0.3,3.9,4.3,East
11,Tony Allen\allento01,SG,27,BOS,46,887,12.9,0.541,0.095,0.384,3.2,10.7,7.1,12.0,3.2,2.1,18.8,21.5,,-0.2,1.8,1.6,0.085,,-2.7,2.5,-0.3,0.4,East
12,Morris Almond\almonmo01,SG,23,UTA,25,255,7.3,0.498,0.21,0.321,4.2,12.6,8.4,4.2,0.8,1.2,14.8,19.1,,-0.1,0.2,0.1,0.01,,-4.7,-2.1,-6.8,-0.3,West
13,Rafer Alston\alstora01,PG,32,TOT,77,2447,13.8,0.494,0.40399999999999997,0.254,1.6,8.8,5.3,27.0,2.3,0.3,13.3,19.9,,1.7,3.7,5.3,0.10400000000000001,,0.4,0.6,1.0,1.9,NaN
13,Rafer Alston\alstora01,PG,32,HOU,48,1591,12.8,0.484,0.441,0.209,1.9,8.4,5.3,25.9,1.9,0.3,13.4,19.2,,0.9,2.1,2.9,0.08800000000000001,,0.3,0.1,0.4,1.0,West
13,Rafer Alston\alstora01,PG,32,ORL,29,856,15.6,0.509,0.33899999999999997,0.332,1.1,9.6,5.5,28.9,3.1,0.3,13.2,21.2,,0.8,1.6,2.4,0.135,,0.7,1.4,2.1,0.9,East
14,Lou Amundson\amundlo01,PF,26,PHO,76,1044,13.3,0.53,0.004,0.48,14.9,15.3,15.1,3.7,1.5,4.6,15.6,15.1,,0.8,1.0,1.8,0.08199999999999999,,-1.3,0.8,-0.5,0.4,West
15,Chris Andersen\anderch01,C,30,DEN,71,1460,18.1,0.608,0.034,0.62,13.4,21.6,17.6,3.2,1.4,9.3,15.7,13.4,,2.5,2.8,5.4,0.17600000000000002,,-1.2,4.6,3.4,2.0,West
16,Ryan Anderson\anderry01,PF,20,NJN,66,1312,13.6,0.532,0.46399999999999997,0.285,9.3,19.0,14.1,6.4,1.8,1.2,12.1,18.6,,1.3,1.2,2.5,0.09,,-0.1,-1.0,-1.1,0.3,East
17,Carmelo Anthony\anthoca01,SF,24,DEN,66,2277,19.0,0.532,0.141,0.38799999999999996,5.6,17.0,11.5,18.1,1.7,0.8,12.3,31.5,,2.4,2.6,5.0,0.105,,0.8,-0.5,0.3,1.3,West
18,Joel Anthony\anthojo01,C,26,MIA,65,1048,9.3,0.521,0.0,0.39,10.1,12.4,11.2,3.7,1.0,7.2,22.9,8.0,,0.4,1.4,1.7,0.079,,-4.0,4.1,0.2,0.6,East
19,Gilbert Arenas\arenagi01,PG,27,WAS,2,63,18.9,0.433,0.304,0.696,1.8,15.3,8.4,47.8,0.0,1.3,3.2,22.4,,0.2,0.0,0.2,0.115,,2.5,-4.1,-1.7,0.0,East
20,Trevor Ariza\arizatr01,SF,23,LAL,82,1999,15.5,0.544,0.32,0.284,6.4,13.5,10.0,10.4,3.5,0.9,11.5,16.6,,2.5,3.5,6.1,0.146,,1.0,2.1,3.1,2.6,West
21,Hilton Armstrong\armsthi01,C,24,NOH,70,1092,10.7,0.585,0.008,0.39799999999999996,9.0,12.6,10.8,4.4,1.3,3.5,21.7,16.3,,0.2,1.3,1.5,0.068,,-3.4,1.1,-2.3,-0.1,West
22,Darrell Arthur\arthuda01,PF,20,MEM,76,1464,11.3,0.456,0.005,0.138,8.9,20.3,14.5,5.0,1.9,2.9,9.2,16.3,,-0.1,1.8,1.7,0.055,,-3.9,0.8,-3.1,-0.4,West
23,Chucky Atkins\atkinch01,PG,34,TOT,33,412,6.2,0.408,0.504,0.142,1.4,5.3,3.4,20.9,1.2,0.4,16.1,15.4,,-0.3,0.2,-0.2,-0.018000000000000002,,-3.9,-3.2,-7.2,-0.5,NaN
23,Chucky Atkins\atkinch01,PG,34,DEN,14,115,8.9,0.469,0.63,0.14800000000000002,0.0,5.9,3.0,34.9,0.9,0.7,25.8,15.0,,0.0,0.1,0.0,0.019,,-3.6,-5.0,-8.6,-0.2,West
23,Chucky Atkins\atkinch01,PG,34,OKC,19,297,5.1,0.389,0.465,0.14,1.9,5.1,3.5,15.5,1.4,0.2,12.5,15.5,,-0.3,0.1,-0.2,-0.032,,-4.1,-2.6,-6.6,-0.3,West
24,D.J. Augustin\augusdj01,PG,21,CHA,72,1908,14.9,0.5870000000000001,0.396,0.375,1.1,7.5,4.3,22.6,1.2,0.1,14.1,20.8,,3.6,1.5,5.1,0.128,,1.6,-2.3,-0.7,0.6,East
25,Kelenna Azubuike\azubuke01,SF,25,GSW,74,2375,14.7,0.562,0.249,0.271,5.1,11.8,8.5,7.6,1.2,1.5,9.1,18.7,,3.6,0.5,4.1,0.083,,0.9,-1.6,-0.7,0.8,West
26,Renaldo Balkman\balkmre01,PF,24,DEN,53,780,16.8,0.585,0.036000000000000004,0.33,13.2,16.9,15.1,6.9,3.1,2.3,13.4,14.9,,1.3,1.3,2.6,0.162,,0.5,2.2,2.7,0.9,West
27,Marcus Banks\banksma01,PG,27,TOT,22,206,7.8,0.431,0.33299999999999996,0.316,0.6,9.9,5.2,20.6,2.8,0.8,17.7,17.9,,-0.3,0.2,0.0,-0.008,,-4.6,-0.7,-5.4,-0.2,NaN
27,Marcus Banks\banksma01,PG,27,MIA,16,166,8.7,0.461,0.359,0.385,0.0,10.9,5.4,19.8,3.2,1.0,19.4,16.0,,-0.1,0.2,0.1,0.023,,-4.4,0.1,-4.3,-0.1,East
27,Marcus Banks\banksma01,PG,27,TOR,6,40,4.0,0.36200000000000004,0.278,0.16699999999999998,3.0,5.8,4.4,24.2,1.3,0.0,13.4,25.7,,-0.1,0.0,-0.1,-0.139,,-5.6,-4.1,-9.7,-0.1,East
28,Leandro Barbosa\barbole01,SG,26,PHO,70,1705,19.4,0.588,0.316,0.256,2.4,9.7,6.2,14.9,2.4,0.3,9.9,24.2,,4.0,1.0,5.0,0.141,,3.2,-2.0,1.2,1.4,West
