Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Conference
1,Kareem Abdul-Jabbar*\abdulka01,C,35,LAL,79,2554,23.6,0.619,0.002,0.302,7.6,17.6,12.8,10.8,1.1,3.5,12.6,24.6,,8.0,2.9,10.9,0.205,,3.6,0.3,3.8,3.8,West
2,Alvan Adams\adamsal01,C,28,PHO,80,2447,16.8,0.527,0.003,0.221,7.6,16.7,12.4,21.8,2.2,1.7,18.4,22.0,,2.0,4.5,6.5,0.128,,0.6,2.7,3.2,3.2,West
3,Mark Aguirre\aguirma01,SF,23,DAL,81,2784,20.5,0.535,0.048,0.371,7.3,12.5,9.8,18.2,1.3,0.5,12.4,30.0,,5.9,1.0,6.9,0.11800000000000001,,3.6,-2.0,1.7,2.6,West
4,Danny Ainge\aingeda01,SG,23,BOS,80,2048,13.2,0.519,0.04,0.135,4.4,6.8,5.6,16.1,2.5,0.2,11.4,16.5,,2.8,2.4,5.2,0.121,,0.8,0.4,1.1,1.6,East
5,Dwight Anderson\anderdw01,PG,22,DEN,5,33,10.6,0.5710000000000001,0.0,0.7140000000000001,0.0,6.1,3.1,11.5,1.3,0.0,21.4,26.2,,0.0,0.0,0.0,0.001,,-3.9,-5.1,-9.0,-0.1,West
6,J.J. Anderson\anderjj01,SF,22,TOT,65,1202,13.7,0.526,0.011000000000000001,0.462,10.4,14.4,12.5,7.6,2.3,0.9,14.8,17.4,,0.9,1.4,2.3,0.094,,-0.7,0.3,-0.3,0.5,NaN
6,J.J. Anderson\anderjj01,SF,22,PHI,13,48,3.9,0.364,0.045,0.136,9.2,16.9,13.2,2.8,1.0,0.0,17.7,23.4,,-0.1,0.1,-0.1,-0.08199999999999999,,-8.2,-3.3,-11.5,-0.1,East
6,J.J. Anderson\anderjj01,SF,22,UTA,52,1154,14.2,0.535,0.008,0.48200000000000004,10.5,14.3,12.5,7.8,2.4,0.9,14.6,17.2,,1.0,1.4,2.4,0.10099999999999999,,-0.4,0.5,0.1,0.6,West
7,Richard Anderson\anderri01,C,22,SDC,78,1274,10.4,0.43700000000000006,0.044000000000000004,0.16,9.2,15.6,12.2,12.1,2.1,1.2,16.8,16.9,,-0.3,0.8,0.5,0.017,,-2.4,-0.2,-2.6,-0.2,West
8,Tiny Archibald*\architi01,PG,34,BOS,66,1811,12.3,0.509,0.043,0.535,1.5,3.9,2.7,28.0,1.0,0.1,19.3,18.3,,1.7,1.2,2.9,0.077,,-1.3,-3.0,-4.4,-1.1,East
9,John Bagley\baglejo01,PG,22,CLE,68,990,11.7,0.47100000000000003,0.038,0.225,1.9,9.3,5.5,25.5,2.7,0.3,22.4,22.4,,-1.1,0.8,-0.2,-0.011000000000000001,,-3.3,-0.9,-4.3,-0.6,East
10,James Bailey\baileja01,PF,25,TOT,75,1765,15.6,0.544,0.001,0.41600000000000004,9.8,19.6,14.4,6.0,1.1,1.9,17.6,25.2,,0.6,1.4,2.0,0.055,,-1.7,-1.5,-3.1,-0.5,NaN
10,James Bailey\baileja01,PF,25,NJN,6,50,5.0,0.53,0.0,0.111,6.9,6.7,6.8,5.6,0.9,1.2,24.1,19.6,,0.0,0.1,0.0,0.018000000000000002,,-4.9,-1.4,-6.3,-0.1,East
10,James Bailey\baileja01,PF,25,HOU,69,1715,16.0,0.544,0.001,0.423,9.9,20.0,14.6,6.0,1.2,1.9,17.5,25.3,,0.6,1.4,2.0,0.055999999999999994,,-1.6,-1.5,-3.0,-0.4,West
11,Greg Ballard\ballagr01,SF,28,WSB,78,2840,16.8,0.509,0.028999999999999998,0.183,4.7,15.2,9.9,14.8,2.3,0.5,10.2,22.4,,2.8,5.1,7.9,0.133,,0.7,2.0,2.8,3.4,East
