Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Mark Acres\acresma01,C,27,ORL,80,1691,8.3,0.536,0.014,0.421,9.3,17.8,13.4,5,1,0.8,17.2,9.4,,1.1,0.6,1.6,0.047,,-2.2,0.2,-2,0
2,Michael Adams\adamsmi01,PG,27,DEN,79,2690,15.4,0.542,0.437,0.317,1.8,7.3,4.4,23.3,2,0.1,11.1,18.5,,4.4,2.5,6.9,0.124,,2.7,-0.9,1.7,2.5
3,Mark Aguirre\aguirma01,SF,30,DET,78,2005,15.8,0.544,0.104,0.283,6.7,10.6,8.7,11.6,0.9,0.6,10.7,24.3,,3.1,2.5,5.7,0.136,,1.1,-0.5,0.6,1.3
4,Danny Ainge\aingeda01,PG,30,SAC,75,2727,16.1,0.528,0.25,0.231,2.9,10.6,6.8,25.5,2.1,0.4,12.7,23,,2.7,2.1,4.8,0.085,,2.2,-0.6,1.6,2.5
5,Mark Alarie\alarima01,PF,26,WSB,82,1893,14.1,0.51,0.062,0.169,8.5,12.8,10.7,10.5,1.5,1.2,10.7,20.4,,1.5,1.6,3.1,0.079,,-0.4,-0.6,-1,0.5
6,Steve Alford\alforst01,PG,25,DAL,41,302,18.7,0.544,0.159,0.268,0.8,8.5,4.7,21.2,2.5,0.6,9.4,24.7,,0.6,0.3,0.9,0.144,,1,-2,-1,0.1
7,Randy Allen\allenra01,SG,25,SAC,63,746,8.4,0.456,0.029,0.18,7.5,13.4,10.5,4.4,1.1,1.5,9.8,16.5,,-0.3,0.6,0.2,0.014,,-4.6,-1.3,-5.9,-0.7
8,Greg Anderson\andergr01,PF,25,MIL,60,1291,13,0.522,0,0.394,9.8,23.6,16.6,2.7,1.2,2.6,13.6,19.1,,0.2,1.7,2,0.073,,-4,-0.8,-4.8,-0.9
9,Nick Anderson\anderni01,SG,22,ORL,81,1785,14.9,0.536,0.023,0.351,6.1,12.7,9.3,10.5,1.8,1,13.7,22.1,,1.2,0.7,1.8,0.049,,-0.7,-1,-1.7,0.1
10,Richard Anderson\anderri01,PF,29,CHH,54,604,13.3,0.522,0.474,0.109,5.9,18.8,11.9,13.4,1.6,0.9,10.5,17.4,,0.4,0.5,1,0.077,,0,-0.1,-0.1,0.3
11,Ron Anderson\anderro01,SF,31,PHI,78,2089,13.9,0.499,0.025,0.234,4.4,11.5,8,10,1.7,0.4,7.8,20.4,,2,1.7,3.8,0.086,,-0.8,-0.8,-1.6,0.2
12,Willie Anderson\anderwi01,SG,23,SAS,82,2788,15.2,0.532,0.024,0.268,4.8,10.1,7.5,19.6,1.9,1.3,14.1,20.9,,2.8,3.7,6.5,0.111,,0.6,0.8,1.4,2.4
13,Michael Ansley\anslemi01,SF,22,ORL,72,1221,17.3,0.554,0,0.488,15.7,15.6,15.6,4.8,0.9,0.8,8.1,19.7,,3,0.3,3.3,0.129,,1.3,-2.8,-1.5,0.1
14,B.J. Armstrong\armstbj01,PG,22,CHI,81,1291,11.9,0.53,0.015,0.199,1.7,7.6,4.7,20.7,1.8,0.3,16.3,16.9,,1,0.8,1.7,0.064,,-2.5,-2.4,-4.8,-0.9
15,John Bagley\baglejo01,PG,29,BOS,54,1095,10.8,0.489,0.083,0.179,2.8,6,4.5,33.3,1.8,0.2,27.7,12.5,,0.3,0.8,1.1,0.047,,-2.4,-1.8,-4.2,-0.6
16,Thurl Bailey\baileth01,SF,28,UTA,82,2583,13.4,0.527,0.008,0.292,5.6,12.5,9.3,8.1,0.6,2.4,11.2,21,,1.7,2.8,4.6,0.085,,-1.4,0.7,-0.7,0.8
17,Ken Bannister\bannike01,PF,29,LAC,52,589,7.6,0.492,0.006,0.683,7.7,14,10.9,4.3,1.4,0.7,17.4,18,,-0.5,0.5,0.1,0.005,,-4.8,-1.5,-6.2,-0.6
18,Charles Barkley*\barklch01,SF,26,PHI,79,3085,27.1,0.661,0.078,0.632,13.4,20,16.7,15.6,2.4,1,13.9,24,,13.1,4.2,17.3,0.269,,8,1.7,9.8,9.2
19,Dana Barros\barroda01,PG,22,SEA,81,1630,12.8,0.497,0.322,0.149,2.4,7.3,4.7,18.3,1.6,0,13.5,23.3,,1.1,0.7,1.8,0.053,,0.5,-2.7,-2.1,0
20,John Battle\battljo01,SG,27,ATL,60,1477,12.6,0.542,0.024,0.248,2.1,5.8,3.9,15.3,0.9,0.1,12.9,19.7,,1.7,0,1.7,0.055,,-0.2,-3,-3.2,-0.5
21,Kenny Battle\battlke01,SG,25,PHO,59,729,12.2,0.587,0.024,0.482,7.1,11.3,9.3,6.8,2.3,0.9,13.4,13.5,,1,1,1.9,0.127,,-0.3,1.2,0.9,0.5
22,William Bedford\bedfowi01,C,26,DET,42,246,9.5,0.438,0.048,0.176,7,19.8,13.4,2.6,0.6,4.4,13.5,27.2,,-0.5,0.5,-0.1,-0.016,,-8,-1.2,-9.2,-0.4
23,Benoit Benjamin\benjabe01,C,25,LAC,71,2313,16.7,0.578,0.001,0.467,7.8,24.4,16.2,10.1,1.2,4.8,18.4,18.4,,1.7,3.7,5.4,0.113,,-1.3,3.2,1.9,2.3
24,Winston Bennett\bennewi01,SF,24,CLE,55,990,10,0.515,0,0.336,9.4,11.9,10.6,8.1,1.2,0.6,15.9,17.1,,0.2,0.9,1.1,0.055,,-2.8,-0.4,-3.2,-0.3
25,Larry Bird*\birdla01,SF,33,BOS,75,2944,21.9,0.546,0.129,0.226,3.6,22.2,13.4,28.9,1.8,1.2,12.7,27.4,,5.3,4.1,9.5,0.154,,3.9,2.2,6.1,6.1
26,Uwe Blab\blabuw01,C,27,TOT,47,531,3.3,0.429,0,0.378,6.1,15.2,10.9,5.8,0.1,2.3,23.4,11.3,,-0.6,0.2,-0.4,-0.039,,-5.9,-0.5,-6.4,-0.6
26,Uwe Blab\blabuw01,C,27,GSW,40,481,3.3,0.412,0,0.356,6.5,15,11,6.1,0.1,2.5,23,10.8,,-0.6,0.1,-0.4,-0.041,,-5.7,-0.3,-6,-0.5
26,Uwe Blab\blabuw01,C,27,SAS,7,50,3.1,0.55,0,0.545,2.3,17.5,10.1,2.7,0,0,26.8,15.5,,-0.1,0.1,0,-0.022,,-7.5,-2.5,-10,-0.1
27,Rolando Blackman\blackro01,SG,30,DAL,80,2934,17,0.552,0.034,0.271,3.5,7.3,5.4,16.3,1.3,0.4,11,23.6,,4.6,2.2,6.8,0.111,,1.5,-1,0.5,1.9
28,Mookie Blaylock\blaylmo01,PG,22,NJN,50,1267,11.5,0.416,0.14,0.142,3.3,8.8,5.9,26.2,3.1,0.7,15.5,22.8,,-1.6,1.3,-0.3,-0.011,,-2.1,0.1,-2,0
29,Muggsy Bogues\boguemu01,PG,25,CHH,81,2743,16.9,0.528,0.039,0.202,1.9,7,4.3,44.6,3,0.1,16.8,13.5,,4.6,2.1,6.7,0.117,,0.4,-1.4,-0.9,0.7
30,Manute Bol\bolma01,C,27,GSW,75,1310,7.2,0.383,0.284,0.29,2.8,18.8,11.2,3.3,0.4,10,21.1,7.4,,-1.4,1.4,0,0.001,,-6.1,5,-1.1,0.3
31,Anthony Bowie\bowiean01,SG,26,HOU,66,918,8.8,0.448,0.072,0.184,4.2,9.3,6.8,13.9,2.2,0.3,15.7,16.6,,-0.6,1.3,0.7,0.037,,-4,0.4,-3.6,-0.4
32,Sam Bowie\bowiesa01,C,28,NJN,68,2207,16.2,0.499,0.037,0.454,9.3,24.9,16.6,6.4,0.8,3.3,11.1,20.5,,1.9,2.8,4.7,0.103,,-2,0.7,-1.2,0.4
33,Adrian Branch\brancad01,SF,26,MIN,11,91,16.9,0.46,0.016,0.361,9.9,16.9,13.2,8.8,3.5,0,10.2,38.1,,-0.1,0.1,0,0.014,,-2.6,-3.7,-6.3,-0.1
34,Randy Breuer\breuera01,C,29,TOT,81,1879,13,0.462,0.001,0.277,9.3,17.4,13.1,8.3,1.2,3.7,10.9,20.3,,-0.2,2.2,2,0.051,,-3.1,0.6,-2.5,-0.2
34,Randy Breuer\breuera01,C,29,MIL,30,554,11.6,0.489,0,0.274,8.8,17.7,13.1,3.4,0.8,3.7,11.8,17.9,,0,0.6,0.6,0.053,,-4.4,-0.3,-4.7,-0.4
34,Randy Breuer\breuera01,C,29,MIN,51,1325,13.6,0.452,0.002,0.278,9.5,17.3,13.1,10.4,1.3,3.7,10.6,21.3,,-0.2,1.6,1.4,0.05,,-2.6,1,-1.6,0.1
35,Frank Brickowski\brickfr01,C,30,SAS,78,1438,13.3,0.576,0.005,0.364,7.2,18.1,12.8,10.3,2.2,1.6,17.2,15.6,,1.3,2.5,3.8,0.126,,-1.1,1.9,0.8,1
36,Scott Brooks\brooksc01,PG,24,PHI,72,975,14.2,0.53,0.286,0.207,1.8,5.7,3.7,28.5,2.4,0,11.2,14.7,,1.9,0.7,2.7,0.131,,1,-2.6,-1.6,0.1
37,Chucky Brown\brownch01,SF,21,CLE,75,1339,11.9,0.525,0.016,0.367,6.9,12.5,9.7,5.7,1.2,1.2,11.7,19,,0.9,1.3,2.2,0.078,,-2.9,-0.9,-3.8,-0.6
38,Mike Brown\brownmi01,C,26,UTA,82,1397,12.8,0.593,0.006,0.578,10,20.7,15.7,4.7,1.1,1.2,16.9,16.2,,1.7,2,3.7,0.128,,-1.4,0.5,-0.9,0.4
39,Raymond Brown\brownra01,PF,24,UTA,16,56,-0.9,0.277,0,0.071,22.4,9.8,15.7,10.3,0,0,17.2,27.2,,-0.3,0,-0.2,-0.2,,-8.2,-3.2,-11.4,-0.1
40,Tony Brown\brownto01,SF,29,MIL,61,635,8.2,0.475,0.097,0.272,6.9,6.1,6.5,9,2.5,0.4,18.1,18.6,,-0.5,0.5,0,0,,-3.8,-0.8,-4.7,-0.4
41,Stanley Brundy\brundst01,SF,22,NJN,16,128,10.1,0.488,0,0.6,11.7,9.8,10.8,3.4,2.3,2.3,13.7,13.8,,0,0.1,0.2,0.057,,-3,0.6,-2.5,0
42,Mark Bryant\bryanma01,PF,24,POR,58,562,9.1,0.48,0,0.327,10.3,18,14.1,3,1.5,1,12.5,14,,0.2,0.9,1,0.088,,-3.4,0.3,-3.1,-0.2
43,Torgeir Bryn\brynto01,C,25,LAC,3,10,9.1,0.431,0,3,0,22.6,11.4,0,9.7,6,17.7,23.6,,0,0,0,0.065,,-9.7,5.2,-4.5,0
44,Steve Bucknall\bucknst01,SG,23,LAL,18,75,0,0.323,0.03,0.182,7.9,2.9,5.3,17.9,1.3,0.8,23.6,26.6,,-0.4,0,-0.3,-0.199,,-9.6,-2.8,-12.3,-0.2
45,Greg Butler\butlegr01,C,23,NYK,13,33,-4.9,0.233,0,0.167,10.4,19.6,15.1,3.9,0,0,18.9,20,,-0.2,0,-0.1,-0.206,,-12.4,-3.6,-16.1,-0.1
46,Michael Cage\cagemi01,C,28,SEA,82,2595,14.5,0.54,0,0.329,13.3,24.2,18.6,3.6,1.5,1.1,11.3,13.4,,3.9,2.8,6.8,0.125,,0.3,0.7,1,2
47,Adrian Caldwell\caldwad01,PF,23,HOU,51,331,9.5,0.549,0,0.368,11.7,22.9,17.4,2.8,1.6,3.2,26.6,14.8,,-0.3,0.7,0.4,0.061,,-5.6,1.3,-4.3,-0.2
48,Tony Campbell\campbto01,SG,27,MIN,82,3164,17.1,0.52,0.034,0.36,7.5,9.8,8.5,12.4,1.8,0.6,12.1,29,,2.8,2.5,5.3,0.081,,1.3,-1.4,-0.1,1.5
49,Rick Carlisle\carliri01,SG,30,NJN,5,21,-9.2,0.143,0.429,0,0,0,0,31.6,2.3,2.8,36.4,21,,-0.2,0,-0.2,-0.344,,-15.6,-6.3,-21.9,-0.1
50,Antoine Carr\carran01,PF,28,TOT,77,1727,16.4,0.557,0.01,0.413,7.5,13.8,10.6,10.8,0.9,2.4,12.8,24.2,,2.4,1.1,3.5,0.097,,0.1,-1.1,-1,0.5
50,Antoine Carr\carran01,PF,28,ATL,44,803,13.7,0.572,0.016,0.411,7,14.6,10.7,9.3,0.9,2.6,15.6,18.1,,1.1,0.4,1.5,0.092,,-0.3,-0.4,-0.7,0.3
50,Antoine Carr\carran01,PF,28,SAC,33,924,18.8,0.549,0.006,0.414,8,13.2,10.6,12.1,0.8,2.2,11.3,29.4,,1.3,0.7,1.9,0.101,,0.5,-1.7,-1.2,0.2
51,Joe Barry Carroll\carrojo01,C,31,TOT,76,1721,12.6,0.455,0.003,0.233,7.7,20.3,13.6,8.2,1.3,3.9,14.5,22.6,,-1.7,2.4,0.7,0.019,,-4.6,1.2,-3.4,-0.6
51,Joe Barry Carroll\carrojo01,C,31,NJN,46,1002,11.8,0.446,0.005,0.264,8.2,19.1,13.3,6.7,0.9,3.3,12.4,20.7,,-0.5,1.1,0.6,0.028,,-4.4,0.2,-4.2,-0.6
51,Joe Barry Carroll\carrojo01,C,31,DEN,30,719,13.8,0.465,0,0.198,7,22,14,10.4,1.8,4.8,16.9,25.2,,-1.2,1.3,0.1,0.006,,-4.8,2.6,-2.3,0
52,Bill Cartwright\cartwbi01,C,32,CHI,71,2160,12.8,0.562,0,0.468,7.5,18,12.7,8.9,0.9,1,14.6,16.7,,2.8,1.7,4.5,0.1,,-1.2,-0.5,-1.7,0.2
53,Terry Catledge\catlete01,PF,26,ORL,74,2462,15,0.525,0.007,0.422,11.3,12.9,12.1,4.5,0.7,0.4,11.7,24.6,,2.4,0.1,2.5,0.049,,-0.2,-3.2,-3.4,-0.9
54,Tom Chambers\chambto01,PF,30,PHO,81,3046,20.9,0.579,0.053,0.4,4.7,15.2,10.3,10,1.4,0.9,10.3,28.8,,7.5,3.7,11.2,0.176,,2.4,-0.6,1.8,2.9
55,Rex Chapman\chapmre01,SG,22,CHH,54,1762,11.9,0.469,0.154,0.208,3.2,8.7,5.8,12.2,1.3,0.2,9,26.8,,-1.4,0.7,-0.7,-0.018,,-1.4,-2.1,-3.5,-0.7
