Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Kareem Abdul-Jabbar*\abdulka01,C,36,LAL,80,2622,21.3,0.608,0.001,0.318,7.8,16.8,12.7,11.5,1,2.9,13.5,25.1,,5.9,3.1,8.9,0.163,,2.4,0.4,2.8,3.2
2,Alvan Adams\adamsal01,C,29,PHO,70,1452,16.6,0.513,0.007,0.275,9.5,16.3,12.9,20.3,2.4,1.2,15.2,21.7,,1.5,1.8,3.3,0.109,,0.7,1.3,2,1.5
3,Mark Aguirre\aguirma01,SF,24,DAL,79,2900,23.5,0.572,0.032,0.352,6.4,12.3,9.4,21,1.3,0.4,12.3,33.4,,7,2,9,0.149,,5,-1.7,3.3,3.9
4,Danny Ainge\aingeda01,SG,24,BOS,71,1154,10.4,0.498,0.061,0.155,3,8.3,5.7,18.4,1.7,0.2,15.4,16.2,,0.5,1.3,1.8,0.076,,-1.8,-0.6,-2.4,-0.1
5,J.J. Anderson\anderjj01,SF,23,UTA,48,311,11.6,0.427,0.023,0.223,13.6,8,10.6,9.6,2.2,1.5,12.3,20.8,,-0.2,0.3,0.1,0.013,,-2.4,-0.8,-3.2,-0.1
6,Richard Anderson\anderri01,PF,23,DEN,78,1380,14.6,0.471,0.03,0.235,10.1,21.1,15.5,17.6,1.4,1.1,13.4,22.2,,0.3,1,1.3,0.044,,-1,-0.5,-1.5,0.2
7,Tiny Archibald*\architi01,PG,35,MIL,46,1038,10.6,0.526,0.065,0.362,1.8,6.3,4.2,21.1,1.6,0,19.4,16.3,,0.3,1.1,1.4,0.065,,-2.1,-1,-3.1,-0.3
8,Ken Austin\austike01,SF,22,DET,7,28,5.6,0.462,0,0,7.3,4,5.7,4.8,1.7,2,18.8,22,,0,0,0,-0.046,,-5.1,-1.7,-6.9,0
9,John Bagley\baglejo01,PG,23,CLE,76,1712,12.8,0.485,0.028,0.326,3.1,7.4,5.2,27.9,2.2,0.1,19.7,21,,-0.4,1.3,0.9,0.025,,-1.7,-1.1,-2.8,-0.3
10,James Bailey\baileja01,PF,26,HOU,73,1174,15.5,0.537,0.002,0.371,9.6,17.4,13.5,9.3,1.3,1.9,14.4,23.6,,1,1.3,2.3,0.093,,-1,-0.5,-1.5,0.1
11,Thurl Bailey\baileth01,PF,22,UTA,81,2009,12.9,0.539,0,0.198,6.4,17.3,12.1,8.4,0.9,3.1,14.1,14.8,,1.3,2.3,3.6,0.086,,-1.8,1.5,-0.3,0.9
12,Greg Ballard\ballagr01,SF,29,WSB,82,2701,15.3,0.515,0.014,0.196,6.1,15,10.5,16.5,1.7,0.7,11,20.5,,2.4,3.2,5.6,0.099,,0.1,1.1,1.2,2.2
13,Gene Banks\banksge01,PF,24,SAS,80,2600,15.4,0.606,0.008,0.361,8.5,15.2,11.9,12,1.8,0.5,16.1,15.4,,4.5,1.7,6.2,0.115,,2.3,1.2,3.6,3.6
14,Dave Batton\battoda01,C,27,SAS,4,31,6.4,0.5,0,0,3.5,10.1,6.9,11.8,0,5,28.6,17.5,,-0.1,0,0,-0.068,,-6.1,0.2,-5.9,0
15,Kent Benson\bensoke01,C,29,DET,82,1734,14,0.584,0.002,0.224,6.9,18.6,12.6,9.2,1.9,1.7,13.8,12.8,,2.5,2.2,4.7,0.131,,0,2,1.9,1.7
16,Larry Bird*\birdla01,PF,27,BOS,79,3028,24.2,0.552,0.047,0.273,7,22.3,14.9,26.2,2.3,1.3,12.1,26.7,,7.9,5.6,13.6,0.215,,4.7,3,7.8,7.4
17,Otis Birdsong\birdsot01,SG,28,NJN,69,2168,16.8,0.53,0.017,0.278,3.8,5.1,4.5,19.1,1.8,0.5,11.7,26.7,,2.4,2.1,4.5,0.1,,1.3,-1.4,-0.1,1
18,Rolando Blackman\blackro01,SG,24,DAL,81,3025,19.8,0.596,0.008,0.347,4.8,9.5,7.2,14.2,0.9,0.7,10,23.3,,8.3,1.5,9.8,0.155,,3.4,-1.5,1.9,3
19,Tom Boswell\bosweto01,PF,30,UTA,38,261,10.2,0.596,0.019,0.404,11.9,13.7,12.9,7.6,1.6,0,17.5,11.3,,0.4,0.3,0.6,0.115,,-0.4,-0.3,-0.8,0.1
20,Charles Bradley\bradlch01,SG,24,SEA,8,39,0.5,0.546,0,1,0,8.7,4.4,16.1,0,1.4,44.2,19.3,,-0.1,0,-0.1,-0.152,,-10.3,-2.1,-12.4,-0.1
21,Mike Bratz\bratzmi01,PG,28,GSW,82,1428,12.9,0.483,0.098,0.263,2.9,8.4,5.5,23.9,2.7,0.2,15.8,18.8,,0.6,1.3,1.9,0.063,,-1.4,-1.2,-2.6,-0.2
22,Randy Breuer\breuera01,C,23,MIL,57,472,9.2,0.426,0,0.26,12,14.1,13.1,5,1.2,4.7,15.1,20.8,,-0.5,0.8,0.3,0.029,,-5.3,0.8,-4.5,-0.3
23,Ron Brewer\brewero01,SG,28,TOT,53,992,9.6,0.477,0.035,0.166,2.4,4.4,3.4,6.5,1.1,1.1,8.5,18.5,,0.1,0.2,0.3,0.016,,-2.7,-2.2,-4.9,-0.7
23,Ron Brewer\brewero01,SG,28,GSW,13,210,8.6,0.496,0.017,0.293,2.4,4.5,3.4,3.8,1.3,1.3,9.7,13.4,,0.1,0.1,0.2,0.038,,-3.7,-1.3,-5,-0.2
23,Ron Brewer\brewero01,SG,28,SAS,40,782,9.9,0.474,0.038,0.145,2.4,4.4,3.4,7.2,1,1.1,8.3,19.8,,0.1,0.1,0.2,0.011,,-2.4,-2.5,-4.9,-0.6
24,Junior Bridgeman\bridgju01,SF,30,MIL,81,2431,14.3,0.508,0.028,0.222,3.9,11.3,7.8,16.7,1.1,0.3,11,23.4,,2.1,3,5.1,0.1,,-0.4,-0.6,-1,0.6
25,Michael Brooks\brookmi01,SF,25,SDC,47,1405,14,0.518,0.011,0.339,11.5,16.1,13.8,8.1,1.7,0.5,13.2,16.7,,1.6,0.8,2.4,0.081,,0.9,0.3,1.1,1.1
