Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
7,Danny Ainge\aingeda01,SG,33,PHO,80,2163,14.3,0.596,0.51,0.199,2.6,8.3,5.5,16.5,1.5,0.2,12.5,17.3,,4.5,1.8,6.2,0.139,,3,-1.3,1.6,2
8,Victor Alexander\alexavi01,C,23,GSW,72,1753,14.3,0.548,0.033,0.243,8.4,18.4,13.4,7.8,0.9,1.9,14,20,,1.6,1.4,3,0.083,,-1.2,-0.5,-1.8,0.1
9,Eric Anderson\anderer01,PF,22,NYK,16,44,11.3,0.443,0,0.722,15.6,19.6,17.7,9.9,3.5,1.5,17.4,28.2,,0,0.1,0.1,0.091,,-4.5,2.2,-2.3,0
10,Kenny Anderson\anderke01,PG,22,NJN,55,2010,16.6,0.487,0.029,0.273,2.8,9.5,6.1,34.7,2.4,0.3,13.8,23.1,,1.9,2.5,4.4,0.106,,1.2,0.2,1.4,1.7
11,Nick Anderson\anderni01,SG,25,ORL,79,2920,17.3,0.524,0.188,0.304,5,13,9.2,14.7,2.2,1.2,9.9,24.5,,4,3.7,7.7,0.126,,1.7,1,2.7,3.5
12,Ron Anderson\anderro01,SF,34,PHI,69,1263,11.8,0.481,0.221,0.164,5.3,10.4,7.9,11.7,1.2,0.2,9.7,21.6,,0,0.5,0.5,0.019,,-1.7,-2.6,-4.3,-0.7
13,Willie Anderson\anderwi01,SG,26,SAS,38,560,8.7,0.461,0.043,0.151,1.5,9.8,5.8,20.4,1.3,0.7,18.2,19,,-0.6,0.5,-0.1,-0.007,,-4.2,-1,-5.2,-0.5
14,Greg Anthony\anthogr01,PG,25,NYK,70,1699,13.7,0.469,0.072,0.379,2.8,8.1,5.6,33.3,3.4,0.5,17.5,15.1,,1,3.6,4.6,0.131,,-1.3,2.3,1.1,1.3
15,B.J. Armstrong\armstbj01,PG,25,CHI,82,2492,14.7,0.57,0.17,0.185,1.2,5.8,3.4,18.6,1.4,0.2,8.6,16.8,,5.7,1.7,7.5,0.144,,1.3,-2.2,-0.9,0.7
16,Vincent Askew\askewvi01,SG,26,TOT,73,1129,13.1,0.549,0.019,0.482,6.3,10.4,8.3,14.6,1.8,1.1,15.6,16.5,,1.5,1.2,2.7,0.114,,-0.5,0.1,-0.4,0.5
16,Vincent Askew\askewvi01,SG,26,SAC,9,76,8.9,0.572,0,0.882,9.9,6.1,8,8.8,1.3,0.8,25.3,16.9,,0,0,0,0.027,,-3.1,-1.4,-4.5,0
16,Vincent Askew\askewvi01,SG,26,SEA,64,1053,13.4,0.547,0.021,0.459,6,10.7,8.3,15,1.8,1.1,14.8,16.5,,1.4,1.2,2.6,0.12,,-0.3,0.3,-0.1,0.5
17,Keith Askins\askinke01,SF,25,MIA,69,935,9.3,0.492,0.305,0.188,8.9,15.5,12.1,4.8,1.7,2.1,13.8,12.4,,0.4,1,1.4,0.072,,-2.1,0.8,-1.3,0.2
18,Stacey Augmon\augmost01,SG,24,ATL,73,2112,15.2,0.551,0.005,0.388,7.2,8,7.6,12.1,2.1,0.5,14.5,21.2,,2.5,1.2,3.7,0.084,,0.2,-0.6,-0.4,0.9
19,Isaac Austin\austiis01,C,23,UTA,46,306,11.4,0.491,0.009,0.393,14.6,14.8,14.7,2.9,1.3,2.9,14.9,21.7,,0,0.4,0.3,0.052,,-3.7,-1.4,-5.1,-0.2
20,Anthony Avent\aventan01,PF,23,MIL,82,2285,10.2,0.459,0.002,0.214,9,17,12.9,5.9,1.2,2.1,13.8,19.1,,-1.5,1.8,0.3,0.005,,-4.3,-0.4,-4.6,-1.5
21,John Bagley\baglejo01,PG,32,BOS,10,97,2,0.416,0.04,0.24,1.2,6.9,4.1,26.4,1,0,38.1,20,,-0.4,0.1,-0.3,-0.159,,-9,-2.6,-11.6,-0.2
22,Thurl Bailey\baileth01,PF,31,MIN,70,1276,12.9,0.516,0,0.318,5,15.2,10.1,7.9,0.8,2.3,10.6,19.8,,0.6,0.6,1.2,0.046,,-3.3,-1.6,-4.9,-0.9
23,Steve Bardo\bardost01,SG,24,DAL,23,175,7.7,0.367,0.097,0.274,5.7,18.3,11.4,23.9,2.2,1.1,19.7,20.1,,-0.4,0.1,-0.3,-0.084,,-5.5,-0.3,-5.9,-0.2
24,Charles Barkley*\barklch01,PF,29,PHO,76,2859,25.9,0.596,0.16,0.423,9.5,26.3,18.1,21.2,2,1.6,12.5,26.9,,9.6,4.8,14.4,0.242,,5.9,2.4,8.3,7.5
25,Dana Barros\barroda01,PG,25,SEA,69,1243,15,0.541,0.357,0.124,1.7,8.5,5,17.2,2.5,0.2,10.4,18.9,,2.1,1.4,3.5,0.134,,1.5,-1.2,0.3,0.7
26,Jon Barry\barryjo01,SG,23,MIL,47,552,9.6,0.453,0.306,0.238,2.1,7,4.5,17.8,3.2,0.4,15.6,20.9,,-0.5,0.4,-0.1,-0.011,,-3.2,-1.8,-4.9,-0.4
27,John Battle\battljo01,SG,30,CLE,41,497,11.1,0.481,0.03,0.36,1,5.5,3.3,15.6,0.9,0.6,8.7,22.6,,0.1,0.3,0.5,0.047,,-3.6,-3.5,-7.1,-0.6
28,Kenny Battle\battlke01,SG,28,BOS,3,29,20.7,0.504,0.077,0.154,27.6,15.5,21.5,10.4,1.7,0,12.6,23.8,,0.1,0,0.1,0.143,,3.5,-1.7,1.8,0
29,William Bedford\bedfowi01,C,29,SAS,16,66,3,0.387,0.037,0.444,1.8,14.9,8.7,0,0,0.9,3,22.2,,-0.1,0.1,-0.1,-0.05,,-9.3,-6.4,-15.7,-0.2
30,Benoit Benjamin\benjabe01,C,28,TOT,59,754,13.2,0.529,0,0.384,7.7,24.5,16,4.3,2.1,4.2,19.8,22.2,,-0.5,1.4,0.9,0.057,,-5.1,0.8,-4.4,-0.5
30,Benoit Benjamin\benjabe01,C,28,SEA,31,448,14.7,0.543,0,0.411,6.9,22.8,14.7,3.8,1.9,5.2,17.9,22,,0,0.9,0.9,0.093,,-4.3,1.2,-3,-0.1
30,Benoit Benjamin\benjabe01,C,28,LAL,28,306,11,0.507,0,0.343,8.9,27.1,17.9,4.9,2.3,2.6,22.5,22.4,,-0.5,0.5,0,0.003,,-6.4,0.1,-6.4,-0.3
31,Tony Bennett\benneto01,PG,23,CHH,75,857,9.3,0.496,0.308,0.158,1.6,6.1,3.9,20.9,1.7,0,15.2,15.8,,0.3,0.4,0.7,0.039,,-1.6,-2.7,-4.3,-0.5
32,David Benoit\benoida01,SF,24,UTA,82,1712,11.3,0.504,0.166,0.257,8,17.8,13,3.6,1.3,1.6,12,18.8,,0.3,2,2.3,0.065,,-2.6,-0.6,-3.1,-0.5
33,Rolando Blackman\blackro01,SG,33,NYK,60,1434,10.6,0.501,0.135,0.167,1.8,5.9,4,17.1,0.8,0.5,10.1,19.4,,0.9,2,2.9,0.097,,-1.6,-0.4,-1.9,0
34,Alex Blackwell\blackal01,SF,22,LAL,27,109,8.2,0.373,0.071,0.19,10.4,13.7,12,9.1,1.8,1.1,9.9,19.8,,-0.1,0.1,0,-0.016,,-4.9,-1.4,-6.3,-0.1
35,Lance Blanks\blankla01,SG,26,MIN,61,642,8.4,0.491,0.287,0.213,3.4,9.3,6.4,16.9,1.3,0.5,15.9,13.5,,0,0.2,0.2,0.013,,-2.9,-2.1,-5,-0.5
36,Ricky Blanton\blantri01,SF,26,CHI,2,13,19.3,0.429,0,0,17.2,9.2,13.3,11.9,8,0,12.5,26.6,,0,0,0,0.088,,0,2.7,2.6,0
37,Mookie Blaylock\blaylmo01,PG,25,ATL,80,2820,17.1,0.515,0.327,0.175,3.4,7.8,5.5,33.6,3.5,0.5,15.3,18,,4.4,2.6,7,0.119,,2.5,-0.1,2.5,3.2
38,Muggsy Bogues\boguemu01,PG,28,CHH,81,2833,14.5,0.503,0.036,0.23,2,8.9,5.6,32.5,2.7,0.1,16.1,13.9,,3.6,2.3,5.9,0.1,,0.3,-0.1,0.2,1.5
39,Manute Bol\bolma01,C,30,PHI,58,855,8.5,0.465,0.252,0.15,5.6,18.8,12.2,2.8,0.8,8.2,27,9.2,,-0.9,1.1,0.2,0.013,,-6.6,4,-2.6,-0.1
40,Walter Bond\bondwa01,SG,23,DAL,74,1578,9,0.462,0.074,0.296,3.3,10.8,6.7,11.8,2.3,0.7,14.9,19.4,,-1.2,0.4,-0.8,-0.024,,-3.6,-1,-4.6,-1
41,Anthony Bonner\bonnean01,PF,24,SAC,70,1764,12.3,0.498,0.014,0.485,11.4,17.5,14.3,7.6,2.3,0.6,14.8,16.4,,0.6,1.8,2.4,0.067,,-1.6,0.8,-0.8,0.5
42,Anthony Bowie\bowiean01,SG,29,ORL,77,1761,11.2,0.51,0.084,0.148,2.5,9.6,6.2,14.9,1.5,0.5,12.2,16.9,,0.9,1.6,2.5,0.069,,-1.6,-0.1,-1.6,0.2
43,Sam Bowie\bowiesa01,C,31,NJN,79,2092,13.2,0.5,0.009,0.284,8.2,20.9,14.5,8.8,0.8,3.8,14.3,16.8,,0.9,3.3,4.3,0.098,,-2.5,2.5,0,1
44,Terrell Brandon\brandte01,PG,22,CLE,82,1622,16.7,0.53,0.068,0.23,2.7,9.6,6.3,27.4,2.5,1,13.5,21.6,,1.9,2.1,3.9,0.117,,0.1,-0.3,-0.2,0.7
45,Randy Breuer\breuera01,C,32,ATL,12,107,11.1,0.482,0,0.161,10,19.5,14.6,7.8,0.9,1.8,13.1,14.8,,0,0.1,0.1,0.052,,-3.5,-0.5,-4,-0.1
46,Frank Brickowski\brickfr01,C,33,MIL,66,2075,17,0.584,0.031,0.321,6.6,16,11.3,15.5,1.9,1.4,17.5,23.9,,1.9,1.8,3.7,0.085,,0.5,0.2,0.7,1.4
47,Kevin Brooks\brookke01,SF,23,DEN,55,571,8.4,0.453,0.112,0.172,4.1,11,7.5,8.7,0.8,0.2,13.5,20.7,,-0.4,0.5,0,0.002,,-4.7,-2.5,-7.2,-0.7
48,Scott Brooks\brooksc01,PG,27,HOU,82,1516,14.1,0.584,0.257,0.351,1.8,5.4,3.7,22.6,2.6,0.1,13.9,15,,2.9,1.7,4.6,0.145,,0.4,-1.1,-0.6,0.5
49,Chucky Brown\brownch01,SF,24,NJN,77,1186,11.2,0.523,0.015,0.296,8.1,13.3,10.7,6.2,0.8,1.3,13,15.2,,0.9,1.3,2.2,0.088,,-2.3,-0.1,-2.4,-0.1
50,Dee Brown\brownde01,PG,24,BOS,80,2254,17.2,0.541,0.117,0.345,2.3,10,6.2,28.1,3.1,0.9,14.4,18.2,,3.6,2.7,6.4,0.135,,1.8,1.2,3,2.9
51,Mike Brown\brownmi01,C,29,UTA,82,1551,9.4,0.483,0.002,0.401,11.2,17.3,14.4,5.6,1,1,16.5,16,,-0.1,1.6,1.5,0.047,,-3.1,0.1,-3,-0.4
52,Randy Brown\brownra02,PG,24,SAC,75,1726,11.3,0.511,0.012,0.323,4.6,9.2,6.8,15.8,3,1.2,17.8,15.9,,0.2,1.7,1.9,0.052,,-1.9,1.3,-0.7,0.6
53,Mark Bryant\bryanma01,C,27,POR,80,1396,11.2,0.547,0.003,0.4,10,15.5,12.7,4.1,1.3,1,13,14.7,,1.5,1.8,3.2,0.111,,-2,0,-2,0
54,Jud Buechler\buechju01,SF,24,GSW,70,1287,11.5,0.495,0.146,0.216,7,9.9,8.5,9.9,1.8,0.9,11.1,15.7,,1,0.8,1.8,0.067,,-1,-0.4,-1.4,0.2
55,Matt Bullard\bullama01,PF,25,HOU,79,1356,13.6,0.546,0.492,0.15,5.9,12.3,9.3,12.1,1.1,0.5,9.8,19,,1.9,1.4,3.4,0.119,,1.3,-1.4,0,0.7
56,Willie Burton\burtowi01,SF,24,MIA,26,451,10.3,0.518,0.106,0.901,5.5,12.5,8.9,5.4,1.5,2.4,20.3,23.7,,-0.3,0.4,0.1,0.012,,-4.5,-0.9,-5.4,-0.4
57,Steve Burtt\burttst01,SG,30,WSB,4,35,18.5,0.477,0.115,0.385,6.3,3.3,4.8,31.3,2.8,0,11.6,41.8,,0,0,0,0.011,,2.1,-4.5,-2.4,0
58,Michael Cage\cagemi01,C,31,SEA,82,2156,13.2,0.527,0.002,0.313,14.3,21.6,17.9,4.1,1.8,1.4,11.1,10.4,,2.9,3.3,6.2,0.137,,0,1.7,1.7,2
59,Dexter Cambridge\cambrde01,SF,23,DAL,53,885,12.1,0.52,0.013,0.317,9.9,10.6,10.2,10.4,1.3,0.4,15.1,19.3,,0.4,0,0.4,0.022,,-1.3,-2,-3.3,-0.3
60,Elden Campbell\campbel01,PF,24,LAL,79,1551,14.2,0.497,0.006,0.392,9.2,15.2,12.2,4.5,1.9,4,10.2,18.7,,0.8,1.9,2.6,0.082,,-2.6,0.8,-1.9,0.1
61,Tony Campbell\campbto01,SF,30,NYK,58,1062,11.6,0.517,0.013,0.22,6.4,9.8,8.1,9.4,1.6,0.3,10.5,19.8,,0.7,1.9,2.5,0.115,,-1.7,0.8,-0.8,0.3
62,Antoine Carr\carran01,PF,31,SAS,71,1947,16.1,0.58,0.007,0.318,6.6,15.8,11.4,7.8,0.9,2.8,10.7,20.3,,3.2,2.3,5.5,0.136,,0.2,0.6,0.8,1.4
63,Bill Cartwright\cartwbi01,C,35,CHI,63,1253,8.3,0.458,0,0.286,7.4,14.3,10.7,8.7,0.8,0.5,13.8,15.5,,0.1,1.1,1.2,0.048,,-3.5,-0.8,-4.3,-0.7
64,Terry Catledge\catlete01,PF,29,ORL,21,262,8.5,0.563,0,0.466,8.3,11.4,9.9,2.8,0.8,0.2,22.1,18.6,,-0.1,0.2,0.1,0.027,,-4.2,-2,-6.2,-0.3
65,Duane Causwell\causwdu01,C,24,SAC,55,1211,14.2,0.575,0.003,0.514,9.9,18.2,13.9,4.1,1.3,4.5,12.8,15.2,,1.5,1.4,2.9,0.115,,-1.6,1.4,-0.2,0.5
66,Cedric Ceballos\cebalce01,SF,23,PHO,74,1607,21,0.612,0.003,0.39,12.2,16,14.1,7.4,1.6,1,12,22.6,,4.3,1.9,6.2,0.186,,2.3,-0.9,1.3,1.4
67,Tom Chambers\chambto01,PF,33,PHO,73,1723,14.7,0.529,0.039,0.402,6.4,15.7,11.2,8.4,1.2,0.8,9.8,22.4,,2.6,1.8,4.5,0.124,,-1,-1.2,-2.1,-0.1
68,Rex Chapman\chapmre01,SG,25,WSB,60,1300,15.1,0.556,0.193,0.271,1.6,6.1,3.8,14.6,1.4,0.5,10.5,24.6,,1.5,0.4,1.9,0.07,,0.4,-3.6,-3.2,-0.4
69,Maurice Cheeks*\cheekma01,PG,36,NJN,35,510,13.9,0.601,0.022,0.29,1.1,8,4.5,28.9,3.2,0.2,23.9,11.3,,0.6,0.7,1.3,0.127,,-1.6,-0.1,-1.7,0
70,Pete Chilcutt\chilcpe01,PF,24,SAC,59,834,13.4,0.502,0,0.135,10.3,15.8,12.9,11.8,1.3,1.6,13,20.2,,0.3,0.7,1,0.055,,-1.8,-0.5,-2.3,-0.1
71,Doug Christie\chrisdo01,SG,22,LAL,23,332,12.4,0.526,0.113,0.623,8.2,9.4,8.8,22.8,3.3,0.9,27,23.8,,-0.3,0.4,0.1,0.012,,-2.1,0.4,-1.7,0
72,Derrick Coleman\colemde01,PF,25,NJN,76,2759,21.2,0.54,0.081,0.425,9.7,24,16.9,16.1,1.7,2.9,14.3,25.8,,4.4,5.1,9.5,0.165,,1.9,2.9,4.8,4.8
73,Bimbo Coles\colesbi01,PG,24,MIA,81,2232,14.7,0.546,0.2,0.321,2.9,5.7,4.3,26.1,1.8,0.3,12.1,17.3,,4.3,1.4,5.7,0.122,,1.6,-1.7,-0.1,1.1
74,Marty Conlon\conloma01,C,25,SAC,46,467,15.9,0.53,0.023,0.474,11,18.6,14.6,11.7,1.3,0.7,11.9,20.5,,0.6,0.4,1,0.105,,-0.8,-1.3,-2.1,0
75,Lester Conner\connele01,PG,33,LAC,31,422,11.3,0.526,0,0.306,4.1,8.8,6.4,18.6,3.9,0.6,23,8.9,,0.3,0.6,0.8,0.096,,-2.1,2,-0.1,0.2
76,Duane Cooper\coopedu01,PG,23,LAL,65,645,7.6,0.45,0.19,0.222,2.3,6.6,4.4,31.5,1.4,0.2,28.5,16.1,,-0.7,0.3,-0.4,-0.031,,-5,-3.4,-8.4,-1
77,Tyrone Corbin\corbity01,SF,30,UTA,82,2555,14.4,0.551,0.007,0.285,8.9,14,11.6,9.8,2.1,0.8,11.1,16.3,,3.8,3,6.7,0.126,,0.9,1.7,2.6,3
78,Chris Corchiani\corchch01,PG,24,TOT,10,105,14.8,0.662,0.125,0.875,1.1,6.1,3.8,22,2.8,0,19.4,16.9,,0.2,0.1,0.3,0.159,,0.3,-1.3,-1,0
78,Chris Corchiani\corchch01,PG,24,ORL,9,102,14.6,0.651,0.13,0.913,1.2,6.3,3.9,22.7,2.9,0,19.9,17,,0.2,0.1,0.3,0.158,,0.2,-1.1,-1,0
78,Chris Corchiani\corchch01,PG,24,WSB,1,3,19.5,1,0,0,0,0,0,0,0,0,0,14.2,,0,0,0,0.209,,5.6,-5.9,-0.4,0
79,Joe Courtney\courtjo01,PF,23,TOT,12,104,8.8,0.459,0,0.281,4.3,16.1,10.2,3.9,2.4,3,14.3,16.8,,-0.1,0.1,0.1,0.032,,-5.9,0.4,-5.5,-0.1
79,Joe Courtney\courtjo01,PF,23,CHI,5,34,5.6,0.511,0,0.444,6.6,0,3.4,3.9,3.1,2,21.8,17.5,,0,0,0,0.019,,-4.4,-0.2,-4.6,0
79,Joe Courtney\courtjo01,PF,23,GSW,7,70,10.3,0.437,0,0.217,3.2,24,13.6,3.8,2.1,3.6,10.6,16.5,,0,0.1,0.1,0.038,,-6.6,0.7,-5.9,-0.1
80,John Crotty\crottjo01,PG,23,UTA,40,243,13.2,0.575,0.194,0.528,1.9,5.9,4,32.7,2.3,0,25.3,21,,0.1,0.2,0.3,0.057,,-1.5,-2.9,-4.4,-0.1
81,Terry Cummings\cummite01,PF,31,SAS,8,76,7.9,0.404,0,0.345,9.5,18.7,14.3,7.6,0.7,0.8,5.6,20.5,,0,0.1,0,0.023,,-4.5,-1.9,-6.4,-0.1
82,Radisav Curcic\curcira01,C,27,DAL,20,166,13.5,0.51,0,0.878,10.2,22.9,16,10.2,2,0.8,12.3,15.9,,0.2,0.1,0.3,0.086,,-2.2,-0.5,-2.7,0
83,Dell Curry\curryde01,SG,28,CHH,80,2094,16,0.524,0.215,0.142,2.8,11.5,7.3,13.2,2,0.6,9.9,25.6,,1.7,1.7,3.4,0.077,,0.8,-1.6,-0.8,0.6
84,Lloyd Daniels\daniell01,SG,25,SAS,77,1573,12.9,0.51,0.275,0.154,6.6,9.1,7.9,14.4,1.2,1.2,12.9,22.1,,0.5,1.3,1.8,0.056,,0.2,-1,-0.8,0.5
85,Brad Daugherty\daughbr01,C,27,CLE,71,2691,22,0.635,0.002,0.54,7.3,22.9,15.5,17.3,1,1.3,11.7,21.1,,8.8,3.9,12.7,0.226,,3.7,1.5,5.2,4.9
86,Dale Davis\davisda01,PF,23,IND,82,2264,16.3,0.573,0,0.421,14.2,20.7,17.5,4.2,1.4,4.1,11.1,13.3,,4,2.9,6.9,0.146,,0.5,1.8,2.4,2.5
87,Hubert Davis\davishu01,SG,22,NYK,50,815,8.7,0.49,0.076,0.215,1.8,5.7,3.8,15.2,1.4,0.3,14.1,17,,0,1.2,1.2,0.072,,-3.5,0.2,-3.3,-0.3
88,Terry Davis\daviste01,PF,25,DAL,75,2462,11.7,0.484,0.009,0.326,10.4,21.3,15.4,4.3,0.7,0.7,14,19,,-0.6,0.5,-0.1,-0.002,,-3.2,-2,-5.2,-2
89,Johnny Dawkins\dawkijo01,PG,29,PHI,74,1598,14.6,0.502,0.142,0.241,2.2,7,4.6,32.8,2.4,0.1,15.6,20.5,,0.8,0.9,1.7,0.052,,-0.6,-2.4,-3,-0.4
90,Todd Day\dayto01,SG,23,MIL,71,1931,14.5,0.513,0.222,0.359,8.5,8.9,8.7,9.4,1.9,1.6,11,23.9,,1.5,1.1,2.6,0.065,,0.3,-1.5,-1.2,0.4
91,Vinny Del Negro\delnevi01,PG,26,SAS,73,1526,13.9,0.564,0.056,0.272,1.5,10.3,6.1,27.6,1.5,0,16,16.5,,2.2,1.3,3.5,0.111,,-0.1,-1.1,-1.1,0.3
92,Bison Dele\delebi01,PF,23,ORL,21,240,12.9,0.553,0.013,0.256,12,14.2,13.2,3.2,2.9,4.3,22.4,20.1,,-0.1,0.4,0.3,0.069,,-3.3,2,-1.3,0
93,Vlade Divac\divacvl01,C,24,LAL,82,2525,17.1,0.542,0.092,0.416,9.8,23.2,16.5,13.6,2.5,3.4,18.1,20,,1.5,4.1,5.6,0.107,,-0.1,3.3,3.2,3.3
94,James Donaldson\donalja01,C,35,UTA,6,94,10.7,0.585,0,0.643,7.5,27,17.6,1.4,0.5,4.8,18.2,10,,0,0.2,0.2,0.099,,-4.9,1.3,-3.6,0
95,Sherman Douglas\douglsh01,PG,26,BOS,79,1932,13.5,0.518,0.055,0.283,3.9,5.6,4.7,35.7,1.3,0.3,21.3,17,,1.5,1.1,2.6,0.064,,-0.2,-2.2,-2.4,-0.2
96,Greg Dreiling\dreilgr01,C,30,IND,43,239,5,0.356,0.069,0.259,12.1,18.1,15.1,4.3,1,2.1,12.2,13,,-0.2,0.2,0.1,0.011,,-5,-0.6,-5.6,-0.2
97,Clyde Drexler*\drexlcl01,SG,30,POR,49,1671,20.7,0.517,0.163,0.358,8,12.4,10.1,26.2,2.8,1.4,10.9,26.1,,3.4,2.5,6,0.171,,4.2,1.9,6.1,3.4
98,Kevin Duckworth\duckwke01,C,28,POR,74,1762,11.4,0.477,0.003,0.253,7.1,17.2,12,5.9,1.2,1.4,10.2,19.9,,0.2,2.3,2.5,0.069,,-3.5,-0.1,-3.6,-0.7
99,Chris Dudley\dudlech02,C,27,NJN,71,1398,9.9,0.39,0,0.414,16.7,23.4,20,1.5,0.6,4.6,14.7,11.1,,-0.3,2.4,2.2,0.074,,-4.6,1.5,-3.2,-0.4
100,Joe Dumars*\dumarjo01,SG,29,DET,77,3094,17.6,0.555,0.206,0.273,2.2,3.2,2.6,16.4,1.3,0.1,7.8,24.5,,7.8,1.3,9.1,0.141,,3.6,-2.3,1.4,2.6
101,Richard Dumas\dumasri02,SF,23,PHO,48,1320,18.6,0.564,0.005,0.373,8.6,10.1,9.4,6.9,3.1,1.8,12.1,23.8,,2.1,1.9,3.9,0.142,,0.8,0.6,1.4,1.2
102,Pat Durham\durhapa01,SF,25,GSW,5,78,2.9,0.347,0,0.48,7.2,12.9,10,6.4,0.6,0.8,18.8,19.5,,-0.2,0,-0.2,-0.11,,-8.4,-2.2,-10.6,-0.2
103,Mark Eaton\eatonma01,C,36,UTA,64,1104,8.7,0.582,0,0.385,7.8,19.1,13.6,2,0.8,4.6,22.1,7.6,,0.4,1.5,1.9,0.082,,-3.6,2.8,-0.8,0.3
104,Blue Edwards\edwarbl01,SF,27,MIL,82,2729,16.4,0.569,0.098,0.277,5.2,11.1,8.1,12.5,2.4,1.1,12.6,21.8,,3.7,2,5.7,0.101,,1.1,-0.1,1,2.1
105,James Edwards\edwarja01,C,37,LAL,52,617,11.2,0.509,0,0.437,5.5,13.1,9.2,10.4,0.8,0.7,13.7,25.8,,0,0.4,0.4,0.03,,-3.5,-3.1,-6.6,-0.7
106,Kevin Edwards\edwarke01,SG,27,MIA,40,1134,17.1,0.53,0.037,0.305,4.8,7.5,6.1,17.9,3,0.7,12.5,22.9,,1.4,1.2,2.5,0.108,,0.9,0.1,1,0.9
107,Craig Ehlo\ehlocr01,SG,31,CLE,82,2559,14.2,0.566,0.311,0.153,5.3,12.4,9,13.9,2.1,0.5,12.9,16.7,,3,3.1,6.2,0.116,,1.6,0.8,2.4,2.8
108,Mario Elie\eliema01,SF,29,POR,82,1757,14.2,0.573,0.246,0.408,3.6,10.1,6.7,14.2,2,0.7,12.6,16.6,,3,2.1,5.1,0.139,,0.5,0.3,0.8,1.2
109,Sean Elliott\elliose01,SF,24,SAS,70,2604,15.5,0.566,0.113,0.367,3.9,10,7.1,15.4,1.3,0.7,12.5,20.6,,3.9,2.2,6.1,0.113,,1.6,0,1.6,2.3
110,Dale Ellis\ellisda01,SG,32,SAS,82,2731,15,0.579,0.272,0.18,3.6,9.3,6.5,6.2,1.4,0.4,8.6,20.8,,4.1,2.3,6.4,0.113,,2,-1.3,0.8,1.9
111,LaPhonso Ellis\ellisla01,PF,22,DEN,82,2749,16.6,0.549,0.014,0.331,10.5,18.2,14.3,8.2,1.3,2.4,12.2,18.5,,4.1,3.8,8,0.139,,0.4,1.4,1.9,2.7
112,Pervis Ellison\ellispe01,C,25,WSB,49,1701,18.5,0.559,0.006,0.369,9,19.9,14.3,10.9,1.3,3.9,12.6,21.8,,2.1,1.8,3.9,0.11,,0.2,1.5,1.6,1.6
113,Jo Jo English\englijo01,SG,22,CHI,6,31,1.9,0.276,0.3,0.2,7.2,15.4,11.2,4.1,5,4.3,26.9,20.8,,-0.2,0.1,-0.1,-0.163,,-10.3,3.2,-7.1,0
