Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
49,Don Collins\collido02,SF,28,MIL,6,57,9.1,0.402,0,0.25,21.2,7.9,14.6,5,1.7,1.1,13.9,25.9,,-0.1,0.1,0,-0.016,,-3.6,-2.6,-6.2,-0.1
50,Steve Colter\coltest01,PG,24,TOT,70,1322,11.6,0.477,0.043,0.27,2,7.3,4.7,22.1,2.1,0.5,13.6,16.4,,0.6,1.1,1.7,0.061,,-2.2,-1.4,-3.6,-0.5
50,Steve Colter\coltest01,PG,24,CHI,27,473,9.8,0.412,0.063,0.275,2.1,8.1,5,26.5,2,0.8,16.7,17,,-0.3,0.4,0.2,0.019,,-4,-1.3,-5.3,-0.4
50,Steve Colter\coltest01,PG,24,PHI,43,849,12.6,0.514,0.031,0.267,1.9,6.9,4.5,19.6,2.2,0.4,11.8,16,,0.9,0.6,1.5,0.084,,-1.2,-1.5,-2.7,-0.1
51,Darwin Cook\cookda01,SG,28,WSB,82,1420,12.5,0.46,0.037,0.166,3.4,7.5,5.4,16,3.3,0.7,12.6,21.6,,-0.5,1.7,1.2,0.04,,-1.9,0.2,-1.7,0.1
52,Michael Cooper\coopemi01,SG,30,LAL,82,2253,14,0.536,0.314,0.201,3.1,9,6.3,20.6,1.6,1.1,11.3,16.3,,3.8,2.3,6.1,0.131,,1.4,-0.2,1.2,1.8
53,Wayne Cooper\coopewa01,C,30,DEN,69,1561,11.3,0.48,0.006,0.208,10.2,22.3,15.9,5.5,0.4,3.7,12,16,,0.4,1.6,2,0.06,,-3.6,0.2,-3.4,-0.5
54,Tyrone Corbin\corbity01,SF,24,TOT,63,1170,10.7,0.464,0.01,0.325,8,12.1,10,11.2,2.2,0.2,13.2,17.2,,0.1,1.1,1.2,0.048,,-2.6,-0.1,-2.7,-0.2
54,Tyrone Corbin\corbity01,SF,24,SAS,31,732,11.6,0.469,0,0.254,7.5,10.5,9,14.8,2.5,0.2,13.6,18.6,,0.1,0.5,0.6,0.04,,-1.9,0,-1.9,0
54,Tyrone Corbin\corbity01,SF,24,CLE,32,438,9.2,0.454,0.034,0.487,8.9,14.7,11.8,5.2,1.8,0.3,12.3,14.8,,0,0.5,0.6,0.062,,-3.8,-0.3,-4,-0.2
55,Dave Corzine\corzida01,C,30,CHI,82,2287,12.8,0.505,0.008,0.208,9.7,17.3,13.4,12.6,0.8,2.3,14.4,14.6,,1.7,2.5,4.2,0.089,,-1.2,1.5,0.3,1.3
56,Pat Cummings\cummipa01,PF,30,NYK,49,1056,11.4,0.491,0,0.288,13,20.3,16.6,5.3,1.2,0.4,16.5,20.4,,-0.3,0.9,0.6,0.025,,-2.9,-1.4,-4.3,-0.6
57,Terry Cummings\cummite01,PF,25,MIL,82,2770,20.5,0.536,0.002,0.264,8.5,19.8,14.1,13.5,2.2,1.8,9.8,26.1,,4.1,4.7,8.8,0.152,,1.9,1.6,3.4,3.8
58,Earl Cureton\curetea01,C,29,TOT,78,1973,11.3,0.492,0.004,0.298,11.5,14.3,12.8,8.6,0.8,1.7,12.2,13.7,,1.3,1.4,2.7,0.065,,-1.5,0.4,-1.1,0.4
58,Earl Cureton\curetea01,C,29,CHI,43,1105,10.3,0.482,0.004,0.264,11.4,11.9,11.7,8.6,0.7,1.4,12.7,13.5,,0.6,0.9,1.5,0.066,,-1.4,0.3,-1.2,0.2
58,Earl Cureton\curetea01,C,29,LAC,35,868,12.5,0.504,0.004,0.338,11.6,17.3,14.2,8.5,1,2,11.5,13.9,,0.7,0.5,1.2,0.064,,-1.6,0.5,-1.1,0.2
59,Dell Curry\curryde01,SG,22,UTA,67,636,11.3,0.474,0.184,0.117,4.9,7.9,6.4,13.7,2,0.4,11.4,24.1,,-0.3,0.8,0.5,0.035,,-1.8,-1,-2.7,-0.1
60,Quintin Dailey\dailequ01,SG,26,LAC,49,924,11.8,0.465,0.02,0.316,3.8,6.3,4.9,13.8,2.2,0.5,11.3,27.2,,-0.6,0.4,-0.3,-0.014,,-2.9,-2.8,-5.8,-0.9
61,Adrian Dantley*\dantlad01,SF,30,DET,81,2736,18.6,0.614,0.005,0.59,4.2,8.7,6.5,8.8,1.1,0.1,11.3,23.7,,7.8,2.5,10.3,0.181,,2.7,-1.1,1.6,2.5
62,Brad Daugherty\daughbr01,C,21,CLE,80,2695,15.6,0.579,0,0.443,6.1,19.8,12.9,16.9,0.9,1.3,18.7,19.8,,2.6,3.5,6,0.107,,-0.1,1.3,1.1,2.1
63,Brad Davis\davisbr01,PG,31,DAL,82,1582,14.5,0.564,0.243,0.392,1.9,5.8,3.9,30.3,1.9,0.4,18.2,16.1,,2.8,1.1,3.9,0.119,,0.9,-2.1,-1.2,0.3
64,Walter Davis\daviswa03,SG,32,PHO,79,2646,19.3,0.562,0.053,0.22,3.9,6.4,5.2,22.7,1.7,0.1,12,28.9,,4.5,1.2,5.8,0.105,,3.1,-2.5,0.7,1.8
65,Darryl Dawkins\dawkida01,C,30,NJN,6,106,11.5,0.67,0,0.75,9.6,10.6,10.1,2.9,0.9,1.7,26.1,21.9,,0,0.1,0.1,0.048,,-2.1,-2.2,-4.3,-0.1
66,Johnny Dawkins\dawkijo01,PG,23,SAS,81,1682,14.6,0.492,0.062,0.25,3.5,7.7,5.5,24.9,1.9,0.1,12.4,23.1,,1.2,0.8,2,0.057,,-0.7,-2.4,-3.1,-0.5
67,Darren Daye\dayeda01,SF,26,TOT,62,731,9.5,0.512,0,0.322,6.2,12.5,9.6,13.3,1.7,0.5,19.8,16.8,,-0.2,0.8,0.6,0.041,,-3,0,-3,-0.2
67,Darren Daye\dayeda01,SF,26,CHI,1,7,-5.2,,,,0,16.5,8.1,16.8,0,0,100,6,,0,0,0,-0.124,,-11.9,0.5,-11.4,0
67,Darren Daye\dayeda01,SF,26,BOS,61,724,9.6,0.512,0,0.322,6.3,12.5,9.6,13.3,1.7,0.5,19.5,16.9,,-0.2,0.8,0.6,0.043,,-2.9,0,-2.9,-0.2
68,James Donaldson\donalja01,C,29,DAL,82,3028,15.3,0.658,0,0.62,10.7,23.8,17.4,2.6,0.8,2.5,13.3,10.5,,6.5,3.9,10.4,0.166,,0.8,1.8,2.6,3.5
69,Bruce Douglas\douglbr01,SG,22,SAC,8,98,5.7,0.272,0.042,0.167,5.5,10.1,7.8,21.2,4.3,0,25.9,14.2,,-0.3,0.1,-0.2,-0.082,,-6,1.7,-4.3,-0.1
70,Greg Dreiling\dreilgr01,C,24,IND,24,128,8.6,0.497,0,0.324,10.1,27,18.4,7.4,0.8,0.9,14.2,16.1,,0,0.2,0.2,0.093,,-4.2,-0.4,-4.6,-0.1
71,Larry Drew\drewla01,PG,28,LAC,60,1566,13.1,0.49,0.105,0.243,1.7,5.9,3.6,32.1,1.8,0.1,16.6,23.1,,-0.2,0.4,0.1,0.004,,-1.2,-3.4,-4.7,-1.1
72,Clyde Drexler*\drexlcl01,SG,24,POR,82,3114,20.2,0.552,0.033,0.334,8.3,10.2,9.3,26.2,3,1.3,13.5,23.6,,6.6,3.7,10.3,0.158,,4,1.7,5.7,6
73,Kevin Duckworth\duckwke01,C,22,TOT,65,875,9.1,0.53,0.004,0.491,9.8,18.5,14.2,4.3,1.1,1.3,19,18.5,,-0.1,0.9,0.8,0.045,,-3.9,-1.3,-5.1,-0.7
73,Kevin Duckworth\duckwke01,C,22,SAS,14,122,10.6,0.44,0,0.311,11.3,17,14,6.6,1.9,1.4,7.3,18.1,,0,0.1,0.2,0.062,,-3.3,-1.1,-4.4,-0.1
73,Kevin Duckworth\duckwke01,C,22,POR,51,753,8.8,0.547,0.004,0.526,9.6,18.7,14.3,4,1,1.3,20.9,18.5,,-0.1,0.8,0.7,0.043,,-4,-1.3,-5.3,-0.6
74,Joe Dumars*\dumarjo01,SG,23,DET,79,2439,11.9,0.543,0.029,0.328,2.3,5,3.7,19.4,1.6,0.1,16.6,17.1,,2,2.2,4.2,0.083,,-0.4,-0.4,-0.8,0.7
75,T.R. Dunn\dunntr01,SG,31,DEN,81,1932,7.8,0.453,0.007,0.199,4.6,10.1,7.2,8.6,2.3,0.6,9.9,6.6,,0.9,1.5,2.4,0.06,,-2.6,1.8,-0.8,0.6
76,Mark Eaton\eatonma01,C,30,UTA,79,2505,11.1,0.448,0,0.364,8.7,20.4,14.5,5.3,0.8,7.4,17.3,13,,-1.5,5,3.6,0.068,,-4.6,6.1,1.5,2.2
77,Jerry Eaves\eavesje01,PG,27,SAC,3,26,-6.9,0.225,0,0.25,4.2,0,2.1,0,1.8,0,18.4,16.7,,-0.1,0,-0.1,-0.202,,-11.2,-3,-14.2,-0.1
78,Franklin Edwards\edwarfr01,PG,27,SAC,8,122,5.2,0.367,0.125,0.438,1.8,7.2,4.5,29.1,1.9,0,30.8,18.1,,-0.3,0.1,-0.3,-0.115,,-7.1,-2.5,-9.6,-0.2
79,James Edwards\edwarja01,C,31,PHO,14,304,17,0.597,0,0.636,7.5,14.5,11.1,8.8,0.9,1.3,9.6,20.8,,0.8,0.2,1,0.157,,0.7,-1.6,-0.9,0.1
80,Craig Ehlo\ehlocr01,SG,25,CLE,44,890,11.5,0.483,0.121,0.414,6.7,12.8,9.8,14,2.1,1.9,17.8,15.5,,0,1.2,1.2,0.065,,-2.3,1.8,-0.6,0.3
81,Dale Ellis\ellisda01,SG,26,SEA,82,3073,19,0.588,0.158,0.322,6.6,9.3,7.9,11.9,1.6,0.6,12.1,25.3,,7.6,1.7,9.3,0.145,,4.2,-1.4,2.8,3.7
82,Chris Engler\englech01,C,27,TOT,30,195,11,0.5,0,0.314,13.3,19.6,16.4,5.5,1.2,3.3,17.1,14.5,,0,0.2,0.3,0.071,,-3.1,0.9,-2.3,0
82,Chris Engler\englech01,C,27,POR,7,17,29.1,0.59,0,0.375,40.4,12.9,26.3,8.6,2.7,3.3,17.7,26.2,,0.1,0,0.1,0.239,,6.4,-0.6,5.9,0
82,Chris Engler\englech01,C,27,MIL,5,48,5.8,0.281,0,0.083,6.9,30.5,18.5,7.7,1,1.3,0,10.6,,0,0.1,0.1,0.052,,-6.5,1.3,-5.2,0
82,Chris Engler\englech01,C,27,NJN,18,130,10.6,0.551,0,0.387,12.1,16.4,14.3,4.2,1.1,4.1,21.6,14.4,,0,0.1,0.2,0.056,,-3.1,0.9,-2.2,0
83,Alex English*\englial01,SF,33,DEN,82,3085,20.5,0.549,0.008,0.254,4.7,7.2,5.8,21.6,1.1,0.4,9.1,29.2,,7,1.1,8.1,0.126,,3.8,-2.8,1,2.3
84,Julius Erving*\ervinju01,SF,36,PHI,60,1918,17,0.527,0.062,0.276,7.1,8.7,7.9,15.8,2,2.9,14.2,24.3,,1.7,1.8,3.5,0.088,,0.6,0.3,0.9,1.4
85,Mike Evans\evansmi01,SG,31,DEN,81,1567,13.6,0.522,0.232,0.169,2.3,6.6,4.3,16.1,2.3,0.4,12,21.8,,0.8,1,1.9,0.057,,-0.2,-2.3,-2.6,-0.2
86,Patrick Ewing*\ewingpa01,PF,24,NYK,63,2206,18.9,0.549,0.007,0.394,7.9,20.4,14.1,7.8,2,3.9,15.6,27.7,,0.6,2.8,3.5,0.075,,-0.7,1.3,0.6,1.5
87,Dave Feitl\feitlda01,C,24,HOU,62,498,10.3,0.491,0.005,0.351,8.7,17,12.9,6.3,0.9,0.5,14,22.3,,-0.1,0.6,0.5,0.049,,-4.4,-2.2,-6.6,-0.6
88,Kenny Fields\fieldke01,SF,24,TOT,48,883,12,0.501,0.034,0.267,7.3,11.4,9.2,10.5,1.7,0.7,11.9,20.1,,0.3,0.4,0.7,0.039,,-1.8,-1.3,-3.1,-0.2
88,Kenny Fields\fieldke01,SF,24,MIL,4,22,16.6,0.637,0,0.625,0,10.2,5.1,7.6,2.2,0,8.9,20.8,,0,0,0,0.108,,-0.2,-2.1,-2.4,0
88,Kenny Fields\fieldke01,SF,24,LAC,44,861,11.9,0.497,0.035,0.259,7.5,11.5,9.3,10.6,1.7,0.7,11.9,20.1,,0.3,0.4,0.7,0.037,,-1.9,-1.2,-3.1,-0.2
89,Vern Fleming\flemive01,PG,24,IND,82,2549,15.8,0.57,0.014,0.415,4.6,9.8,7.2,25.7,2.1,0.4,16.3,16.8,,4,2.9,7,0.131,,1.2,0.7,1.9,2.5
90,Sleepy Floyd\floydsl01,PG,26,GSW,82,3064,20.2,0.608,0.184,0.521,2,7.7,4.8,38,2.2,0.3,18.1,20.3,,8.3,1.7,10,0.157,,4.3,-1.6,2.7,3.6
91,World B. Free\freewo01,SG,33,PHI,20,285,7.1,0.404,0.073,0.382,2.1,5.5,3.8,15,0.9,0.8,11.1,23.8,,-0.3,0.1,-0.2,-0.037,,-5.4,-4,-9.4,-0.5
92,Kenny Gattison\gattike01,PF,22,PHO,77,1104,9.4,0.523,0.01,0.55,9,18.3,13.7,4.3,1,1.7,18.6,17.4,,-0.3,1,0.7,0.031,,-4.1,-1,-5.1,-0.9
93,Artis Gilmore*\gilmoar01,C,37,SAS,82,2405,14.2,0.634,0,0.614,8.1,18.8,13.3,8.3,0.8,2.3,19.5,15.3,,3,1.8,4.9,0.097,,-0.8,0.8,0,1.2
94,Mike Glenn\glennmi01,SG,31,MIL,4,34,10.1,0.466,0,0.538,0,6.6,3.3,4,1.4,0,0,19.4,,0,0,0.1,0.08,,-4,-3.3,-7.3,0
95,Mike Gminski\gminsmi01,C,27,NJN,72,2272,17,0.531,0,0.391,9.5,21.6,15.6,6.6,1.1,1.8,10.4,22,,3.2,2.2,5.4,0.115,,-0.4,-0.2,-0.7,0.8
96,Grant Gondrezick\gondrgr01,SG,24,PHO,64,836,10.9,0.503,0.057,0.357,6.4,8.3,7.4,13.1,1.4,0.3,13.9,19.6,,0.2,0.4,0.6,0.037,,-2,-1.9,-3.9,-0.4
97,Lancaster Gordon\gordola01,SG,24,LAC,70,1130,11.3,0.448,0.088,0.174,5.8,6.5,6.1,19.2,2.5,0.7,14.8,24.3,,-1.3,0.5,-0.8,-0.033,,-2.6,-1.6,-4.3,-0.7
98,Stewart Granger\grangst01,PG,25,NYK,15,166,5.9,0.416,0.056,0.204,4,7.5,5.7,22.6,2.1,0.4,27.2,20.3,,-0.4,0.1,-0.4,-0.104,,-6.1,-1.3,-7.4,-0.2
99,Stuart Gray\grayst01,C,23,IND,55,456,8,0.465,0,0.386,9.2,22,15.5,7.3,1.1,3.7,23.4,14.1,,-0.4,0.8,0.4,0.037,,-5.8,2.3,-3.5,-0.2
100,A.C. Green\greenac01,PF,23,LAL,79,2240,15.7,0.599,0.009,0.48,11.2,18.8,15.3,4.6,1.5,2,12.5,14.7,,4.3,3.3,7.6,0.163,,0.6,1,1.7,2.1
101,Kenny Green\greenke02,SF,22,PHI,19,172,6.5,0.408,0,0.271,4.1,14.4,9.4,5.9,1.1,0.7,16.1,22.8,,-0.4,0.1,-0.3,-0.072,,-8,-3,-11,-0.4
102,Rickey Green\greenri01,PG,32,UTA,81,2090,15.9,0.531,0.03,0.323,1.9,6.3,4.1,35.1,2.4,0.1,15.3,16.5,,3,2.6,5.6,0.128,,0,-0.6,-0.5,0.8
103,Sidney Green\greensi02,PF,26,DET,80,1792,13,0.509,0.004,0.327,12.1,26.7,19.6,4.6,1.1,1.6,17,16.9,,0.3,3.1,3.4,0.092,,-2.8,1,-1.9,0.1
104,Dave Greenwood\greenda01,PF,29,SAS,79,2587,15.2,0.58,0.009,0.469,10.5,23.4,16.7,12,1.3,1.1,16.9,14.8,,3.8,2.4,6.2,0.115,,0,1.5,1.5,2.3
105,Darrell Griffith\griffda01,SG,28,UTA,76,1843,15,0.505,0.193,0.204,4.5,8.3,6.4,11.1,2.4,0.9,10.7,27.2,,-0.1,2.6,2.5,0.066,,0.1,-0.2,-0.1,0.9
106,Bob Hansen\hansebo01,SG,26,UTA,72,1453,12.4,0.512,0.075,0.298,6,8.6,7.3,10.1,1.4,0.2,10.2,20.6,,0.9,1.6,2.6,0.085,,-1,-0.4,-1.3,0.2
