Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
23,Thurl Bailey\baileth01,PF,30,UTA,13,327,12,0.487,0.01,0.545,8.3,18.1,13.5,8,0.8,2.8,14.4,19.3,,0.1,0.4,0.5,0.079,,-3,1,-2,0
23,Thurl Bailey\baileth01,PF,30,MIN,71,1777,14.9,0.5,0.001,0.293,6,19.7,12.6,5,0.9,3.4,9.5,21.9,,0.7,1.4,2,0.055,,-3,-1.1,-4.2,-1
24,Steve Bardo\bardost01,SG,23,SAS,1,1,32.3,,,,100,0,54.6,0,0,0,,0,,0,0,0,0.424,,14.6,-8.6,6.1,0
25,Charles Barkley*\barklch01,SF,28,PHI,75,2881,24.5,0.612,0.122,0.58,10.9,22,16.5,18.1,2.4,0.9,14.3,25.1,,8.6,3.7,12.3,0.205,,5.9,1.5,7.4,6.9
26,Dana Barros\barroda01,PG,24,SEA,75,1331,15,0.586,0.377,0.16,1.4,5.7,3.5,14,1.9,0.2,9.6,18.4,,2.9,0.7,3.6,0.132,,2.3,-2.6,-0.3,0.6
27,John Battle\battljo01,SG,29,CLE,76,1637,12.6,0.53,0.026,0.259,1.3,6.1,3.8,14.5,1.1,0.2,11,22,,1.3,0.7,2,0.059,,-1.5,-2.9,-4.5,-1
28,Kenny Battle\battlke01,SG,27,TOT,16,92,13.4,0.718,0.059,0.706,5,13.9,9.5,5.6,1,1.3,15.2,11.7,,0.2,0.1,0.3,0.153,,-0.7,-1.8,-2.5,0
28,Kenny Battle\battlke01,SG,27,BOS,8,46,13.2,0.931,0,2,7.5,13.7,10.8,0,1.1,0,21,8.9,,0.1,0,0.2,0.196,,-0.3,-3,-3.3,0
28,Kenny Battle\battlke01,SG,27,GSW,8,46,13.5,0.61,0.077,0.308,2.4,14,8.3,11.2,1,2.6,11.9,14.6,,0.1,0,0.1,0.111,,-1.1,-0.6,-1.8,0
29,William Bedford\bedfowi01,C,28,DET,32,363,8.4,0.436,0.008,0.182,7.5,12,9.8,4.9,0.9,3.1,10.3,17.6,,-0.2,0.5,0.3,0.043,,-4.9,0.5,-4.4,-0.2
30,Benoit Benjamin\benjabe01,C,27,SEA,63,1941,14.1,0.517,0.003,0.336,7.6,23.2,15.2,5.9,1,3.9,17.1,22.2,,-0.3,2.5,2.2,0.054,,-3.1,0.8,-2.4,-0.2
31,Winston Bennett\bennewi01,SF,26,TOT,54,833,6.3,0.418,0.005,0.237,8.8,12.8,10.8,5.9,1.2,0.6,12.4,13.9,,-0.3,0.7,0.3,0.02,,-3.8,-0.5,-4.3,-0.5
31,Winston Bennett\bennewi01,SF,26,CLE,52,831,6.3,0.418,0.005,0.239,8.6,12.8,10.8,5.9,1.2,0.6,12.5,13.8,,-0.3,0.7,0.3,0.019,,-3.9,-0.5,-4.3,-0.5
31,Winston Bennett\bennewi01,SF,26,MIA,2,2,29.9,0.5,0,0,55.1,0,27.9,0,0,0,0,41.9,,0,0,0,0.238,,8.6,-17.8,-9.2,0
32,David Benoit\benoida01,SF,23,UTA,77,1161,12.1,0.518,0.037,0.267,10.7,17.7,14.4,4.2,0.8,2.3,14.5,18.2,,0.5,1.5,2,0.085,,-2.6,-0.3,-2.9,-0.3
33,Larry Bird*\birdla01,SF,35,BOS,45,1662,21,0.547,0.169,0.214,3.2,24.6,14.4,26.9,1.3,1.2,13.1,24.7,,3,2.5,5.5,0.159,,3.3,2.2,5.5,3.1
34,Rolando Blackman\blackro01,SG,32,DAL,75,2527,15.6,0.538,0.146,0.229,3.2,7,5,14,1,0.5,10.7,24.4,,3.1,0.7,3.8,0.072,,1.2,-2.2,-1,0.7
35,Lance Blanks\blankla01,SG,25,DET,43,189,11.9,0.535,0.291,0.2,5.4,7.7,6.6,14.9,3.9,0.3,19,17.2,,0.1,0.3,0.4,0.096,,-1.1,1.3,0.2,0.1
36,Mookie Blaylock\blaylmo01,PG,24,NJN,72,2548,15.2,0.465,0.054,0.178,4.1,7.2,5.6,27.2,3.3,0.9,12.4,19.3,,2.3,2.6,4.9,0.092,,0.4,0.5,0.9,1.9
37,Muggsy Bogues\boguemu01,PG,27,CHH,82,2790,14,0.504,0.04,0.179,2.2,6.9,4.5,33.4,2.9,0.1,17.7,12.8,,3,1.8,4.8,0.082,,-0.5,-1,-1.4,0.4
38,Manute Bol\bolma01,C,29,PHI,71,1267,7.7,0.394,0.07,0.203,4.9,15.1,10,2.3,0.4,9.8,22.7,6.3,,-0.9,1.6,0.8,0.028,,-6,5.3,-0.7,0.4
39,Anthony Bonner\bonnean01,PF,23,SAC,79,2287,10.9,0.484,0.006,0.366,9,13.9,11.4,7.6,2,0.7,14.8,16.4,,-0.2,1.9,1.6,0.035,,-2.6,0.2,-2.4,-0.2
40,Anthony Bowie\bowiean01,SG,28,ORL,52,1721,14.7,0.547,0.07,0.215,4.4,11.7,8,14.9,1.6,1.4,13.4,19.3,,1.8,1.1,2.9,0.082,,0.2,0.5,0.7,1.2
41,Sam Bowie\bowiesa01,C,30,NJN,71,2179,16.4,0.496,0.026,0.296,9.5,18.9,14,12.5,0.9,3.3,12.3,22.5,,2.2,2.4,4.6,0.101,,-0.7,0.7,0,1.1
42,Terrell Brandon\brandte01,PG,21,CLE,82,1605,12.8,0.461,0.038,0.206,3.5,7.6,5.6,27.8,2.6,0.8,17.2,21.5,,-0.6,1.5,0.9,0.028,,-2.2,-0.8,-3,-0.4
43,Randy Breuer\breuera01,C,31,MIN,67,1176,14.3,0.48,0.003,0.224,8.9,17.7,13.2,10.6,1.2,5,9.8,15.1,,0.7,1,1.7,0.07,,-2.1,1.9,-0.2,0.5
44,Frank Brickowski\brickfr01,SF,32,MIL,65,1556,15.5,0.564,0.01,0.279,6.9,18.9,12.6,12.3,1.9,0.9,14.6,20.7,,2,1.4,3.4,0.105,,-0.1,0,-0.1,0.7
45,Kevin Brooks\brookke01,SF,22,DEN,37,270,10.2,0.494,0.113,0.216,4.9,11,7.8,6.1,1.4,0.5,14.5,18.7,,0,0.2,0.1,0.025,,-4.1,-2.1,-6.2,-0.3
46,Scott Brooks\brooksc01,PG,26,MIN,82,1082,16,0.519,0.241,0.168,2.7,7.6,5,27.2,3.1,0.4,11.3,17.8,,1.5,0.6,2.1,0.095,,1,-1.9,-1,0.3
47,Chucky Brown\brownch01,SF,23,TOT,42,431,10.8,0.501,0.023,0.383,8.1,13.6,10.8,9,1.4,1,16.2,18.1,,0,0.4,0.3,0.036,,-3.2,-1,-4.2,-0.2
47,Chucky Brown\brownch01,SF,23,CLE,6,50,10.4,0.555,0,0.8,4.6,8.6,6.7,7.8,3,0,12.9,13.5,,0,0.1,0.1,0.096,,-1.8,-0.1,-1.9,0
47,Chucky Brown\brownch01,SF,23,LAL,36,381,10.8,0.496,0.025,0.347,8.5,14.3,11.4,9.2,1.2,1.1,16.6,18.7,,-0.1,0.3,0.2,0.029,,-3.4,-1.1,-4.5,-0.2
48,Dee Brown\brownde01,PG,23,BOS,31,883,13,0.472,0.063,0.223,2,7.6,4.9,25.6,1.9,0.5,13.3,21.6,,0.2,0.8,1,0.055,,-0.8,-0.8,-1.6,0.1
49,Mike Brown\brownmi01,C,28,UTA,82,1783,12.3,0.515,0.002,0.584,12.4,17.5,15.1,6.3,1.2,1.2,14.6,17.4,,1.4,2.3,3.7,0.1,,-1.3,0.5,-0.8,0.5
50,Myron Brown\brownmy01,PG,22,MIN,4,23,14.7,0.75,0.5,0,0,14.9,7.2,38.6,2.2,0,40,18.5,,0,0,0,0.032,,-1.6,-3.5,-5,0
51,Randy Brown\brownra02,PG,23,SAC,56,535,11.5,0.494,0.036,0.343,5.2,8.7,7,15.7,3.2,1.3,17.8,18.5,,-0.2,0.5,0.3,0.028,,-3.2,0,-3.2,-0.2
52,Tony Brown\brownto01,SF,31,TOT,57,655,11.4,0.487,0.253,0.265,5.5,9.2,7.3,10.6,2.3,0.5,11.2,20.2,,0.3,0.6,0.9,0.069,,-1,-1.3,-2.3,0
52,Tony Brown\brownto01,SF,31,LAC,22,254,10.5,0.506,0.247,0.326,3.9,8.4,6.1,9.1,2.3,0.2,12.1,19.4,,0,0.3,0.3,0.064,,-1.9,-0.9,-2.8,-0.1
52,Tony Brown\brownto01,SF,31,SEA,35,401,11.9,0.477,0.256,0.231,6.5,9.7,8,11.5,2.3,0.6,10.6,20.7,,0.3,0.3,0.6,0.073,,-0.4,-1.5,-1.9,0
53,Mark Bryant\bryanma01,PF,26,POR,56,800,11.3,0.512,0.015,0.303,11.9,15.5,13.7,6.8,1.6,0.6,11.8,12.9,,0.9,1.2,2.1,0.125,,-1.2,0.9,-0.3,0.3
54,Jud Buechler\buechju01,SF,23,TOT,28,290,10.1,0.436,0.014,0.296,6.8,12.6,9.8,10,3.2,1.5,13.9,13.2,,0,0.4,0.4,0.061,,-3.1,1.9,-1.2,0.1
54,Jud Buechler\buechju01,SF,23,NJN,2,29,11.8,0.5,0,0,7.1,0,3.7,9.3,3.4,2,11.1,12.5,,0,0,0,0.079,,-1.7,0.5,-1.2,0
54,Jud Buechler\buechju01,SF,23,SAS,11,140,10,0.486,0,0.3,4.7,12.4,8.6,10.5,2.9,1.3,12.8,11.7,,0,0.2,0.3,0.089,,-2.8,2.3,-0.5,0.1
54,Jud Buechler\buechju01,SF,23,GSW,15,121,9.8,0.379,0.03,0.364,9.2,16,12.7,9.6,3.5,1.5,15.5,15,,-0.1,0.2,0.1,0.024,,-3.8,1.8,-2,0
55,Matt Bullard\bullama01,PF,24,HOU,80,1278,12.6,0.546,0.371,0.112,6.5,12.7,9.7,8.9,1,1,10.7,17.8,,1.3,1,2.4,0.089,,-0.1,-1.5,-1.5,0.1
56,Willie Burton\burtowi01,SF,23,MIA,68,1585,13.5,0.522,0.024,0.394,5.3,12,8.6,12,1.4,1.4,14,22.4,,1,1,2,0.062,,-1.6,-1,-2.6,-0.2
57,Steve Burtt\burttst01,SG,29,PHO,31,356,13.4,0.509,0.038,0.338,3.2,7.1,5.2,24,2.2,0.6,15.2,25.3,,0.1,0.4,0.5,0.067,,-1.4,-1.7,-3.1,-0.1
58,Michael Cage\cagemi01,PF,30,SEA,82,2461,15,0.583,0.009,0.315,12.2,22.1,17.1,5.1,2,1.4,11.2,11.9,,4.4,3.2,7.6,0.148,,1,1.6,2.6,2.9
59,Demetrius Calip\calipde01,PG,22,LAL,7,58,1.8,0.285,0.278,0.167,1.9,8,4.9,28.2,0.9,0,20.6,18.3,,-0.2,0,-0.2,-0.134,,-7.6,-3.7,-11.3,-0.1
60,Elden Campbell\campbel01,C,23,LAL,81,1876,13.3,0.491,0.004,0.454,9.3,16.5,12.8,4.6,1.5,5.2,11,15.4,,0.9,2.4,3.3,0.085,,-2.7,2.1,-0.6,0.7
61,Tony Campbell\campbto01,SF,29,MIN,78,2441,15.3,0.515,0.033,0.263,6.2,6.8,6.5,14.8,1.7,0.8,11.5,25,,1.9,0.6,2.5,0.048,,0.8,-1.9,-1.1,0.6
62,Antoine Carr\carran01,PF,30,SAS,81,1867,13.5,0.534,0.007,0.29,7.6,12.6,10.1,5.1,0.9,3.2,12.1,21.2,,1.5,2.5,4,0.102,,-1.8,-0.1,-1.9,0.1
63,Bill Cartwright\cartwbi01,C,34,CHI,64,1471,10.9,0.497,0,0.357,7.5,17.7,12.7,7.6,0.8,0.6,12.7,17.3,,0.6,1.9,2.5,0.082,,-2.4,-0.3,-2.7,-0.3
64,Terry Catledge\catlete01,PF,28,ORL,78,2430,15.2,0.537,0.004,0.375,11.5,13.8,12.6,7.1,1.2,0.4,11.4,20.7,,3.2,1.4,4.6,0.091,,0.5,-1,-0.5,0.9
65,Duane Causwell\causwdu01,C,23,SAC,80,2291,12.4,0.575,0.002,0.488,9.2,18.1,13.6,3.5,1,5.5,18.3,12.3,,1.3,2.6,3.9,0.081,,-2.9,2.3,-0.6,0.8
66,Cedric Ceballos\cebalce01,SF,22,PHO,64,725,16.9,0.537,0.016,0.405,9.5,13.3,11.5,10.5,1.1,0.9,14.2,28.8,,0.5,0.7,1.3,0.085,,-1.3,-2.4,-3.7,-0.3
67,Tom Chambers\chambto01,PF,32,PHO,69,1948,15.9,0.501,0.05,0.314,5.1,17,11.3,10.7,1.4,1.1,8.4,26.3,,1.9,2.5,4.4,0.109,,-1.1,-0.7,-1.8,0.1
68,Rex Chapman\chapmre01,PG-SG,24,TOT,22,567,12.1,0.49,0.115,0.21,1.9,9.3,5.5,22.1,1.3,0.8,14,22.9,,-0.1,0.2,0.1,0.01,,-1.8,-2.4,-4.2,-0.3
68,Rex Chapman\chapmre01,PG,24,CHH,21,545,12.3,0.494,0.113,0.221,1.7,9,5.3,22.1,1.2,0.8,13.8,22.7,,0,0.2,0.2,0.016,,-1.6,-2.4,-4,-0.3
68,Rex Chapman\chapmre01,SG,24,WSB,1,22,7.2,0.417,0.167,0,4.9,15.3,10,22,2.2,0,20,28.8,,-0.1,0,-0.1,-0.123,,-5.7,-1.7,-7.4,0
69,Maurice Cheeks*\cheekma01,PG,35,ATL,56,1086,12.6,0.483,0.024,0.173,2.8,6.6,4.6,22.1,3.7,0,11.8,11.6,,1,1.1,2.1,0.094,,-1.4,0.6,-0.8,0.3
70,Pete Chilcutt\chilcpe01,PF,23,SAC,69,817,11.2,0.478,0.008,0.112,10.3,14.4,12.3,6.6,1.9,1.2,13.5,15.5,,0,0.7,0.7,0.042,,-3.4,-0.5,-3.9,-0.4
71,Derrick Coleman\colemde01,PF,24,NJN,65,2207,19.5,0.57,0.079,0.41,9.4,20.6,14.8,14.1,1.2,2.6,18,25.1,,3,2.6,5.6,0.121,,1.2,0.7,1.9,2.2
72,Bimbo Coles\colesbi01,PG,23,MIA,81,1976,14.3,0.534,0.08,0.404,3.8,6.9,5.3,27.6,1.8,0.4,17.9,19.8,,2.1,0.9,3,0.073,,-0.1,-1.9,-2,0
73,Marty Conlon\conloma01,C,24,SEA,45,381,9.3,0.521,0,0.317,9.8,11.1,10.4,4.3,1.2,1.2,19,15.7,,0,0.2,0.3,0.037,,-3,-1.3,-4.3,-0.2
74,Lester Conner\connele01,PG,32,MIL,81,1420,13.3,0.496,0.029,0.481,4.9,10.1,7.4,27.1,3.4,0.4,21.4,10.9,,1.4,1.3,2.7,0.091,,-1.2,0.8,-0.4,0.6
75,Anthony Cook\cookan01,PF,24,DEN,22,115,15.8,0.615,0,0.24,11.5,20.9,15.9,2.5,2.1,2.1,9.8,10.8,,0.2,0.2,0.4,0.155,,-1.9,0.1,-1.8,0
76,Wayne Cooper\coopewa01,C,35,POR,35,344,10.2,0.443,0,0.134,12.1,20,16,7.9,0.6,4.9,14.7,12.1,,0.1,0.6,0.7,0.096,,-3.6,2.9,-0.7,0.1
77,Tom Copa\copato01,C,27,SAS,33,132,10.7,0.525,0,0.325,11.7,18,14.9,3.3,0.8,2.8,14.9,17.2,,0,0.2,0.2,0.078,,-3.7,-0.9,-4.5,-0.1
78,Lanard Copeland\copella01,SG,26,LAC,10,48,4,0.335,0.087,0.087,2.3,14,8.1,14.9,2.1,0,14.3,24.7,,-0.2,0.1,-0.1,-0.116,,-8.6,-1.3,-9.9,-0.1
79,Tyrone Corbin\corbity01,SF,29,TOT,80,2207,13.6,0.543,0.006,0.319,8.6,15.2,12,8.9,1.9,0.6,11.9,15.9,,2.9,2.7,5.6,0.122,,0.2,1.2,1.4,1.9
79,Tyrone Corbin\corbity01,SF,29,MIN,11,344,13.8,0.478,0.007,0.373,7.5,14.9,11.1,14,1.8,1,13.6,23.6,,0,0.2,0.2,0.028,,-1.6,-0.8,-2.4,0
79,Tyrone Corbin\corbity01,SF,29,UTA,69,1863,13.6,0.562,0.006,0.303,8.9,15.3,12.2,8,1.9,0.5,11.4,14.4,,2.9,2.5,5.4,0.139,,0.6,1.6,2.2,1.9
80,Chris Corchiani\corchch01,PG,23,ORL,51,741,12.1,0.534,0.192,0.539,2.6,9.3,5.9,26.7,3,0.2,23.7,17.5,,0.2,0.6,0.9,0.056,,-1.8,-0.6,-2.3,-0.1
81,Corey Crowder\crowdco01,SF,22,UTA,51,328,8.4,0.475,0.268,0.161,5.8,8.2,7.1,7.2,1.1,0.4,9.8,17.5,,0.1,0.3,0.4,0.053,,-2.1,-1.8,-3.9,-0.2
82,Terry Cummings\cummite01,PF,30,SAS,70,2149,18.5,0.52,0.012,0.236,12.7,19.3,16,7.7,1.3,1,9,25.1,,3.2,3.2,6.5,0.145,,0.8,-0.7,0.1,1.1
83,Dell Curry\curryde01,SG,27,CHH,77,2020,16.4,0.547,0.176,0.146,3,10.9,6.9,13.2,2.2,0.6,10.8,24.8,,1.9,1.3,3.2,0.077,,1.1,-1.6,-0.5,0.8
84,Quintin Dailey\dailequ01,SG,31,SEA,11,98,3.2,0.352,0.027,0.432,2.3,12,7.1,5.4,2.6,0.6,18.5,23.2,,-0.3,0.1,-0.3,-0.124,,-9.5,-1.6,-11,-0.2
85,Brad Daugherty\daughbr01,C,26,CLE,73,2643,23,0.629,0.002,0.528,8.4,23.1,16,15.3,1.2,1.7,12.9,23.6,,8.2,3.5,11.7,0.213,,3.9,1.1,5,4.7
86,Brad Davis\davisbr01,PG,36,DAL,33,429,7.2,0.497,0.209,0.174,1,7.4,4.1,21.9,1.3,0.4,22.6,12,,-0.1,0.2,0.1,0.012,,-4.1,-1.8,-5.9,-0.4
87,Dale Davis\davisda01,PF,22,IND,64,1301,13.3,0.571,0.004,0.545,14.2,20.3,17.4,3,1,3.4,12.4,12.7,,1.9,1.5,3.4,0.126,,-1.1,0.3,-0.8,0.4
88,Terry Davis\daviste01,PF,24,DAL,68,2149,12.4,0.528,0.009,0.537,11,22.7,16.6,4,0.6,0.8,15.1,15.5,,1.3,1.8,3.1,0.069,,-2.4,-0.4,-2.9,-0.5
89,Walter Davis\daviswa03,SF,37,DEN,46,741,16.6,0.514,0.04,0.233,2.8,7.7,5.1,16,1.9,0.1,9.2,26.8,,1,0.5,1.5,0.095,,-0.1,-3,-3.1,-0.2
90,Johnny Dawkins\dawkijo01,PG,28,PHI,82,2815,13.3,0.502,0.112,0.206,1.7,7.5,4.6,30.2,1.6,0.1,15.7,18.2,,2.3,1.2,3.6,0.061,,-0.3,-2,-2.3,-0.2
91,Bison Dele\delebi01,PF,22,ORL,48,905,17.1,0.565,0,0.438,13.8,19.9,16.8,5.8,2.2,3.6,18.2,21.7,,0.6,1.2,1.8,0.097,,-1.2,1.1,-0.1,0.4
92,Vlade Divac\divacvl01,C,23,LAL,36,979,15.9,0.553,0.06,0.353,10,18.9,14.4,9.5,2.9,2.2,19.4,20.3,,0.4,1.5,1.8,0.09,,-0.8,2,1.2,0.8
93,James Donaldson\donalja01,C,34,TOT,58,1075,11.1,0.504,0,0.351,9.5,19.5,14.4,4.5,0.4,2.8,14.5,13.3,,0.4,0.9,1.4,0.061,,-3.7,0.6,-3,-0.3
93,James Donaldson\donalja01,C,34,DAL,44,994,12,0.517,0,0.37,10.1,19.1,14.5,4.6,0.4,2.7,13.4,13.2,,0.7,0.8,1.5,0.072,,-3,0.5,-2.5,-0.1
93,James Donaldson\donalja01,C,34,NYK,14,81,-0.3,0.318,0,0.111,2.9,23.8,13.4,3.2,0,4,27,14,,-0.3,0.1,-0.1,-0.076,,-11.7,1.6,-10.1,-0.2
94,Sherman Douglas\douglsh01,PG,25,TOT,42,752,13.8,0.513,0.04,0.423,2,7,4.6,31.3,1.7,0.7,18.5,21,,0.4,0.6,1,0.067,,-1.2,-1.9,-3.1,-0.2
94,Sherman Douglas\douglsh01,PG,25,MIA,5,98,12.6,0.543,0.032,0.226,1.1,5.8,3.4,29.5,2,0,19,18,,0.1,0,0.1,0.058,,-2,-3.5,-5.5,-0.1
94,Sherman Douglas\douglsh01,PG,25,BOS,37,654,14,0.509,0.041,0.45,2.1,7.2,4.8,31.6,1.6,0.8,18.4,21.4,,0.4,0.6,0.9,0.068,,-1.1,-1.7,-2.7,-0.1
95,Greg Dreiling\dreilgr01,C,29,IND,60,509,5.6,0.559,0.011,0.46,5.1,15.2,10.4,6.2,1,1.9,22.9,11.2,,0,0.4,0.5,0.043,,-4.3,0.2,-4.1,-0.3
96,Clyde Drexler*\drexlcl01,SG,29,POR,76,2751,23.6,0.56,0.229,0.342,6.6,13.2,9.9,29.9,2.4,1.6,12.4,28.7,,8.3,4.5,12.8,0.223,,6.6,1.7,8.4,7.2
97,Kevin Duckworth\duckwke01,C,27,POR,82,2222,10.5,0.497,0.004,0.288,7.4,17,12.2,6.3,0.8,1,13.9,18.8,,0.3,3,3.3,0.071,,-3.1,0,-3.1,-0.6
98,Chris Dudley\dudlech02,C,26,NJN,82,1902,13.2,0.42,0,0.362,18.4,22.8,20.6,3.9,1,5.6,12.6,13.2,,0.6,2.8,3.4,0.085,,-2.8,2,-0.8,0.6
99,Joe Dumars*\dumarjo01,SG,28,DET,82,3192,15.4,0.538,0.092,0.362,2.9,3.7,3.3,18.9,1.2,0.2,11.3,23.6,,5.7,2.5,8.2,0.123,,1.4,-1.4,0,1.6
100,Ledell Eackles\eacklle01,SG,25,WSB,65,1463,15.3,0.509,0.046,0.246,2.9,10.7,6.7,14.1,1.6,0.3,8.2,26.4,,0.9,1.1,2,0.065,,-0.8,-2.4,-3.2,-0.5
101,Mark Eaton\eatonma01,C,35,UTA,81,2023,9.1,0.478,0,0.363,8.8,18.2,13.7,2.5,0.9,6.2,17.7,7.2,,0.4,3.5,3.8,0.091,,-3.1,4.7,1.7,1.9
102,Patrick Eddie\eddiepa01,C,24,NYK,4,13,-8.8,0.222,0,0,0,8.7,4.4,0,0,0,0,30.2,,-0.1,0,-0.1,-0.267,,-16.8,-8.1,-24.9,-0.1
103,Blue Edwards\edwarbl01,SF,26,UTA,81,2283,13.7,0.569,0.124,0.176,4.5,10,7.4,9.1,1.8,1.2,12,19.2,,2.6,2.7,5.2,0.11,,0.7,0.6,1.3,1.9
