Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
85,Sasha Danilovic\danilsa01,SG,25,MIA,19,542,14.4,0.591,0.424,0.391,2.6,7.1,4.9,14.9,1.5,0.4,14.6,21.2,,0.9,0.6,1.5,0.129,,1.4,-1,0.4,0.3
86,Yinka Dare\dareyi01,C,23,NJN,58,626,6.1,0.479,0,0.431,9.6,22.5,15.9,0,0.7,4.9,29.6,17,,-1.4,1,-0.5,-0.037,,-9.9,-1.6,-11.5,-1.5
87,Antonio Davis\davisan01,PF,27,IND,82,2092,13.9,0.567,0.004,0.716,11.6,18.1,15,3.2,0.8,2.5,12.1,15.8,,3.6,2.4,6,0.137,,-0.6,0.3,-0.2,0.9
88,Dale Davis\davisda01,PF,26,IND,78,2617,14.3,0.553,0,0.482,12.4,21.1,16.9,4.6,1.2,3.4,14.1,14.8,,2.6,3.7,6.2,0.115,,-0.2,2.4,2.2,2.8
89,Hubert Davis\davishu01,SG,25,NYK,74,1773,14.8,0.633,0.472,0.228,2.4,5.7,4.1,9.6,0.9,0.3,9.2,18,,4,1.6,5.6,0.151,,2.3,-2,0.4,1.1
90,Mark Davis\davisma02,SF,22,MIN,57,571,10.9,0.47,0.087,0.779,11.7,14.5,13.1,12.6,3.6,2.9,25.4,20.8,,-0.8,0.8,-0.1,-0.005,,-3.9,2.1,-1.9,0
91,Terry Davis\daviste01,PF,28,DAL,28,501,10,0.532,0,0.435,8.3,17,12.2,6.2,1,0.6,16.3,12.8,,0.3,0.3,0.5,0.052,,-3.8,-0.8,-4.6,-0.3
92,Todd Day\dayto01,SG,26,TOT,79,1807,13.5,0.489,0.37,0.351,4.3,9.9,7,9.5,2.2,2,10.4,25.2,,0.4,1.5,1.9,0.049,,-0.8,-1.3,-2.1,0
92,Todd Day\dayto01,SG,26,MIL,8,171,8,0.443,0.352,0.366,5.6,10.2,7.9,4.6,1.2,1.4,11.8,25,,-0.2,0.1,-0.1,-0.028,,-3.9,-3.7,-7.6,-0.2
92,Todd Day\dayto01,SG,26,BOS,71,1636,14.1,0.493,0.371,0.35,4.1,9.8,6.9,10,2.3,2.1,10.2,25.2,,0.6,1.4,2,0.057,,-0.4,-1.1,-1.5,0.2
93,Andrew DeClercq\declean01,C,22,GSW,22,203,12.1,0.505,0.02,0.38,10.1,12,11.1,6.8,1.8,1.8,6.4,13.4,,0.3,0.1,0.4,0.102,,-1.1,-0.2,-1.3,0
94,Terry Dehere\deherte01,PG,24,LAC,82,2018,16.7,0.612,0.461,0.477,2.4,6.2,4.3,27.3,1.4,0.6,18.7,22.6,,4.5,0.5,5,0.119,,3.2,-3.4,-0.2,0.9
95,Vinny Del Negro\delnevi01,SG,29,SAS,82,2766,15.6,0.564,0.156,0.222,1.5,9.1,5.5,18.3,1.6,0.2,8.6,18.8,,5.2,3.2,8.3,0.144,,1.5,0.1,1.6,2.5
96,Bison Dele\delebi01,C,26,LAC,65,2157,17,0.582,0.008,0.349,8.2,19.5,13.7,9.4,1.7,1.9,17.7,22.2,,2.1,1.9,4,0.09,,-0.5,0.5,0,1.1
97,Dell Demps\dempsde01,SG,25,SAS,16,87,17.1,0.655,0.061,0.515,2.7,8.6,5.8,15.9,1.8,0.8,22.9,27.1,,0.1,0.1,0.2,0.105,,-1.5,-1.4,-2.9,0
98,Vlade Divac\divacvl01,C,27,LAL,79,2470,17.4,0.544,0.022,0.366,9.5,22.2,16,16.3,1.6,3.7,17.5,20.6,,2.2,4,6.1,0.119,,-0.3,3.1,2.8,3
99,Sherman Douglas\douglsh01,PG,29,TOT,79,2335,14.6,0.57,0.161,0.32,2.8,6.6,4.7,30,1.4,0.2,19.9,19,,2.9,0.4,3.3,0.068,,0.5,-2.7,-2.2,-0.1
99,Sherman Douglas\douglsh01,PG,29,BOS,10,234,9.3,0.482,0.083,0.476,2.8,8.3,5.5,26,0.4,0,22.2,24,,-0.3,0,-0.3,-0.053,,-4.3,-3.5,-7.8,-0.3
99,Sherman Douglas\douglsh01,PG,29,MIL,69,2101,15.2,0.583,0.171,0.298,2.8,6.4,4.6,30.4,1.5,0.2,19.5,18.4,,3.2,0.4,3.5,0.081,,1.1,-2.6,-1.6,0.2
100,Clyde Drexler*\drexlcl01,SG,33,HOU,52,1997,20,0.551,0.308,0.442,5.6,15.3,10.6,24.7,2.7,0.9,12.8,23.6,,4.1,2.6,6.7,0.161,,3.5,1.2,4.7,3.4
101,Kevin Duckworth\duckwke01,C,31,MIL,8,58,-2.7,0.27,0,0.429,4.2,10.8,7.4,4.8,1.8,0,10.7,14.7,,-0.2,0,-0.1,-0.11,,-8.7,-1.6,-10.3,-0.1
102,Chris Dudley\dudlech02,C,30,POR,80,1924,12.2,0.473,0.003,0.439,14.2,28.4,21.3,2.8,1.1,3.9,15.6,11.5,,0.6,4,4.7,0.117,,-3.8,2.9,-1,0.5
103,Joe Dumars*\dumarjo01,PG,32,DET,67,2193,13.7,0.579,0.498,0.329,1.6,5.8,3.8,20.4,1.1,0.1,12.4,17,,4.3,1.7,6,0.131,,2,-1.7,0.3,1.3
104,Richard Dumas\dumasri02,PF,26,PHI,39,739,11.3,0.515,0.044,0.345,6.4,9.2,7.7,10.3,3,0.6,17.3,17.1,,0,0.4,0.3,0.021,,-2.7,-0.3,-3,-0.2
105,Tony Dumas\dumasto01,SG,23,DAL,67,1284,15.2,0.505,0.316,0.392,4.4,5.1,4.7,13.5,1.6,0.7,9.1,27.4,,1.2,0.4,1.6,0.06,,0.4,-4,-3.6,-0.5
